object_id,submodel,sim_av,TDE_INDEX,Rph0,Tvis,b,bhmass,eff,lphoto,starmass
  34137785,1,  0.1665, 455,  5.2345,  0.0535,  0.9468, 0.1723E+07,  0.0140,  1.6397,  1.0163
  34144740,1,  0.1275, 737,  5.0617,  0.5240,  0.8883, 0.1522E+06,  0.0249,  1.4740,  1.1826
  34159967,1,  0.4968, 353,  2.1511,  0.3068,  1.0667, 0.1094E+07,  0.0420,  1.8660,  4.6218
  34162848,1,  0.4085, 657,  7.2067,  0.2138,  0.9980, 0.1183E+07,  0.0110,  1.6404,  1.7592
  34167610,1,  0.0293, 716,  5.9819,  0.0069,  1.0166, 0.7580E+06,  0.0133,  1.7042,  1.6250
  34167916,1,  0.5515, 167,  5.3265,  0.0480,  0.9829, 0.1856E+06,  0.0154,  1.4432,  1.0990
  34167985,1,  0.2083, 533,  4.7605,  0.0261,  0.9219, 0.3279E+06,  0.0174,  1.5872,  1.2949
  34168818,1,  0.4703, 228,  5.6917,  0.1944,  1.0025, 0.1088E+07,  0.0120,  1.6364,  1.8031
  34171484,1,  0.8340, 124,  4.5552,  0.0454,  1.0069, 0.4918E+06,  0.0165,  1.7307,  3.3810
  34172379,1,  0.4356, 331,  5.5123,  0.1522,  0.9548, 0.9000E+06,  0.0173,  1.5434,  1.5366
  34175548,1,  0.1683, 345,  6.2923,  0.1992,  0.9754, 0.2005E+07,  0.0111,  1.6753,  4.4051
  34175686,1,  0.2081, 442,  7.5706,  0.0858,  0.9150, 0.7668E+06,  0.0114,  1.4692,  1.0822
  34192732,1,  0.1119, 626,  2.3537,  0.1366,  0.9452, 0.1845E+07,  0.0401,  1.8303,  1.0811
  34202343,1,  0.0486, 232,  5.5029,  0.1751,  0.9138, 0.5597E+06,  0.0196,  1.4966,  1.1877
  34203332,1,  0.0390, 465,  3.3210,  0.2858,  0.9371, 0.6020E+07,  0.0245,  1.7323,  1.2043
  34210959,1,  0.1544, 390,  8.3988,  0.0157,  0.9810, 0.2040E+06,  0.0116,  1.3816,  1.0493
  34219954,1,  0.2360, 562,  3.2981,  0.5547,  0.9728, 0.1292E+07,  0.0261,  1.6574,  1.0272
  34221633,1,  0.1534, 729,  7.3122,  0.6323,  0.9666, 0.6811E+06,  0.0139,  1.5543,  1.1373
  34225562,1,  0.3382, 679,  3.3134,  0.3332,  0.9645, 0.5759E+06,  0.0289,  1.5909,  1.0595
  34227166,1,  0.4097, 124,  4.5552,  0.0454,  1.0069, 0.4918E+06,  0.0165,  1.7307,  3.3810
  34250305,1,  0.0605, 459,  7.3414,  0.0051,  0.9557, 0.9354E+06,  0.0083,  1.6314,  1.1542
  34251094,1,  0.3989, 394,  6.9966,  0.0047,  0.9790, 0.1657E+06,  0.0172,  1.5901,  1.0495
  34274054,1,  0.4153, 593,  7.7660,  0.1359,  0.9957, 0.4236E+06,  0.0072,  1.3517,  1.0555
  34291244,1,  0.6336, 329,  5.0803,  1.3646,  0.9490, 0.1578E+07,  0.0136,  1.5160,  3.8816
  34299934,1,  0.0854, 110,  2.8592,  0.1085,  0.8892, 0.2780E+06,  0.0364,  1.4596,  1.0125
  34304036,1,  0.1234, 644,  2.7792,  0.1718,  0.9920, 0.2338E+06,  0.0365,  1.5434,  4.1077
  34320646,1,  0.0323, 391,  3.7541,  0.1995,  0.9886, 0.5932E+06,  0.0176,  1.6204,  1.6066
  34324304,1,  0.1257, 397,  4.4354,  0.2134,  0.9521, 0.2033E+06,  0.0169,  1.4564,  1.6410
  34329427,1,  1.1373,  45,  4.5396,  1.0231,  0.9794, 0.3295E+07,  0.0229,  1.8175,  6.0885
  34333656,1,  1.1772, 315,  5.5498,  0.5387,  0.9603, 0.8937E+06,  0.0154,  1.6032,  5.3458
  34344388,1,  0.1128, 267,  3.5222,  0.0677,  0.9632, 0.6639E+06,  0.0285,  1.5961,  1.3086
  34344491,1,  0.0961, 707,  3.4128,  0.1010,  0.9667, 0.2206E+07,  0.0304,  1.7134,  1.2920
  34352227,1,  0.1288, 274,  3.8532,  0.0883,  0.8485, 0.2173E+07,  0.0367,  1.5525,  1.1295
  34355707,1,  0.0537, 301,  8.7284,  0.0124,  0.9410, 0.2519E+06,  0.0160,  1.5236,  1.1923
  34356230,1,  0.1480, 280,  3.1575,  1.2392,  0.9879, 0.1350E+07,  0.0243,  1.6875,  1.3994
  34357138,1,  0.0843, 138,  6.1921,  0.0085,  0.9860, 0.1708E+07,  0.0091,  1.7068,  7.5278
  34375170,1,  0.1756,  33,  3.6687,  0.0186,  0.9362, 0.8476E+06,  0.0306,  1.6410,  1.0288
  34392652,1,  0.0996, 439,  6.6175,  0.0634,  0.9898, 0.5081E+06,  0.0115,  1.5579,  1.5768
  34395880,1,  0.1825, 626,  2.3537,  0.1366,  0.9452, 0.1845E+07,  0.0401,  1.8303,  1.0811
  34401074,1,  0.3394, 180,  2.7438,  0.7655,  0.9716, 0.3483E+07,  0.0293,  1.7715,  1.0530
  34412291,1,  0.2260,   8,  2.8746,  0.2733,  0.9381, 0.6160E+06,  0.0326,  1.6615,  1.1097
  34412520,1,  0.0493, 315,  5.5498,  0.5387,  0.9603, 0.8937E+06,  0.0154,  1.6032,  5.3458
  34412862,1,  0.3426, 672,  3.9805,  0.0033,  0.9574, 0.2176E+07,  0.0231,  1.8649,  1.0905
  34413703,1,  0.0472, 620,  1.7068,  0.1643,  0.9470, 0.2071E+06,  0.1007,  1.5058,  1.5394
  34416774,1,  0.2235, 273,  3.7625,  0.1168,  0.9436, 0.9701E+06,  0.0251,  1.6506,  1.0331
  34428220,1,  0.4952,  31,  5.5909,  0.0308,  0.9348, 0.8645E+06,  0.0132,  1.5941,  1.1191
  34447201,1,  0.5878, 189,  3.6462,  0.3341,  0.9452, 0.3093E+07,  0.0180,  1.6296,  1.0323
  34449045,1,  0.2423, 107,  2.3711,  0.2933,  0.9736, 0.5110E+07,  0.0283,  1.9207,  1.0303
  34456308,1,  0.1580, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  34458159,1,  0.3998,   8,  2.8746,  0.2733,  0.9381, 0.6160E+06,  0.0326,  1.6615,  1.1097
  34466943,1,  0.1529, 274,  3.8532,  0.0883,  0.8485, 0.2173E+07,  0.0367,  1.5525,  1.1295
  34468604,1,  0.0883,  85,  5.4463,  0.0205,  0.9479, 0.5405E+06,  0.0233,  1.6985,  1.3051
  34486414,1,  0.6134,  54,  6.9318,  0.0055,  1.0003, 0.2966E+06,  0.0109,  1.5324,  1.2005
  34490176,1,  0.1052, 646,  2.3520,  0.0999,  1.0478, 0.1129E+07,  0.0269,  1.7044,  1.7866
  34491171,1,  0.2967, 605,  5.7125,  0.0106,  0.9899, 0.2889E+06,  0.0208,  1.6044,  1.4062
  34527921,1,  0.0980, 333,  3.6774,  0.0992,  0.9731, 0.4908E+06,  0.0270,  1.7528,  1.4120
  34528624,1,  0.0316, 201,  5.3901,  0.2816,  0.9228, 0.3625E+06,  0.0268,  1.5713,  1.5451
  34543107,1,  0.4227, 150,  2.8951,  0.8181,  0.9093, 0.2202E+07,  0.0282,  1.6340,  1.4294
  34573551,1,  0.0261, 681,  2.4615,  0.0442,  0.9538, 0.4274E+06,  0.0573,  1.5356,  1.0508
  34578391,1,  0.1989, 637,  7.5963,  0.4546,  1.0201, 0.3106E+07,  0.0084,  1.6742,  1.0113
  34601811,1,  0.1714, 619,  2.9305,  0.0345,  1.0624, 0.1968E+07,  0.0212,  1.6558,  2.6509
  34602341,1,  0.0197, 130,  3.9503,  0.0579,  1.0202, 0.1426E+07,  0.0158,  1.6832,  1.6125
  34628297,1,  0.0454, 703,  4.9704,  0.0639,  1.0716, 0.1527E+07,  0.0085,  1.5524,  1.0823
  34638505,1,  0.3587, 103,  5.7895,  0.3527,  1.0408, 0.4254E+07,  0.0147,  1.7523,  1.0289
  34644829,1,  0.1703, 346,  6.8625,  0.1040,  0.9018, 0.1283E+06,  0.0174,  1.4197,  1.6252
  34652481,1,  0.1849, 208,  6.8306,  0.2506,  0.9664, 0.7457E+06,  0.0132,  1.5604,  1.1016
  34664687,1,  0.0333, 435,  8.0776,  0.0301,  0.9326, 0.1636E+07,  0.0154,  1.5538,  1.3519
  34665049,1,  0.1351, 669,  3.0861,  0.1714,  0.9695, 0.1999E+08,  0.0211,  1.8879,  2.1477
  34675688,1,  0.1666,  24,  3.9130,  0.0170,  1.0207, 0.1371E+07,  0.0178,  1.6379,  1.1677
  34678852,1,  0.1666, 365,  2.7826,  0.0172,  0.8761, 0.2814E+06,  0.0373,  1.5423,  1.1568
  34680016,1,  0.0122, 404,  3.1892,  0.3095,  0.8628, 0.2659E+07,  0.0132,  1.3997,  1.2072
  34690311,1,  0.0858,  80,  5.3817,  0.1577,  1.0186, 0.3870E+06,  0.0149,  1.4982,  1.0449
  34700647,1,  0.0849,  49,  2.9749,  0.0941,  0.9272, 0.1865E+07,  0.0273,  1.6379,  1.2823
  34704501,1,  0.0989, 391,  3.7541,  0.1995,  0.9886, 0.5932E+06,  0.0176,  1.6204,  1.6066
  34712294,1,  0.0356, 352,  3.2610,  0.6485,  0.9592, 0.9111E+06,  0.0251,  1.6193,  1.4263
  34712472,1,  0.0862, 485,  2.4494,  0.4607,  0.9597, 0.2411E+06,  0.0477,  1.7078,  1.1606
  34717832,1,  0.0095, 591,  5.5432,  0.0041,  0.9902, 0.2987E+07,  0.0102,  1.7792,  1.7326
  34720902,1,  0.1768, 635,  8.4749,  0.0418,  1.0072, 0.5477E+06,  0.0074,  1.5654,  6.3801
  34754155,1,  0.0503, 455,  5.2345,  0.0535,  0.9468, 0.1723E+07,  0.0140,  1.6397,  1.0163
  34765173,1,  0.0713, 243,  9.8910,  0.0455,  0.9971, 0.4210E+06,  0.0126,  1.5411,  1.2206
  34783609,1,  0.2878, 621,  8.3158,  0.2086,  0.9393, 0.1245E+06,  0.0111,  1.4469,  1.3122
  34792105,1,  0.1719, 181,  4.5782,  0.0104,  0.9854, 0.1952E+07,  0.0194,  1.7225,  1.0171
  34798550,1,  0.8091, 569,  4.5959,  0.2883,  0.9090, 0.1121E+07,  0.0235,  1.6148,  2.1732
  34800779,1,  0.3449, 747,  3.4602,  0.5317,  0.9238, 0.1427E+06,  0.0415,  1.4579,  1.4493
  34817057,1,  0.5241, 486,  7.9473,  0.1801,  0.9549, 0.3490E+07,  0.0089,  1.7400,  3.2920
  34817095,1,  0.4507, 205,  7.5692,  0.4083,  0.8816, 0.1979E+07,  0.0099,  1.4869,  1.6531
  34824393,1,  0.1905, 741,  3.4239,  0.0207,  0.9219, 0.2247E+07,  0.0187,  1.5599,  1.1884
  34837276,1,  0.7970, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
  34839046,1,  0.4425, 352,  3.2610,  0.6485,  0.9592, 0.9111E+06,  0.0251,  1.6193,  1.4263
  34839557,1,  0.6350,  89,  3.8189,  0.1032,  0.9748, 0.6740E+06,  0.0310,  1.7363,  1.0206
  34840410,1,  0.0046, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  34847362,1,  0.1884, 689,  4.6232,  0.0262,  0.9520, 0.2257E+06,  0.0243,  1.5012, 13.1226
  34855079,1,  0.3413,  98,  5.7232,  0.6263,  1.0657, 0.2995E+07,  0.0083,  1.7383,  1.1903
  34861661,1,  0.1347, 625,  4.7114,  0.0111,  1.0068, 0.1233E+07,  0.0149,  1.6792,  1.0220
  34915896,1,  0.1633, 725,  6.4527,  0.2752,  0.9928, 0.1044E+07,  0.0106,  1.5891,  1.2446
  34923574,1,  0.3452, 405,  4.5102,  0.1501,  1.0124, 0.5315E+06,  0.0277,  1.7444,  1.0633
  34924913,1,  0.1086, 208,  6.8306,  0.2506,  0.9664, 0.7457E+06,  0.0132,  1.5604,  1.1016
  34934499,1,  0.2625, 479,  4.0308,  0.0700,  0.9916, 0.3866E+06,  0.0219,  1.5892,  1.0873
  34940304,1,  0.0698, 636,  4.1856,  1.1372,  0.9526, 0.1715E+06,  0.0234,  1.4928,  1.0238
  34949715,1,  0.0207, 606,  2.3866,  0.1346,  0.9950, 0.1163E+07,  0.0397,  1.6807,  1.0857
  34959746,1,  0.0288, 277,  7.4876,  0.0055,  0.9437, 0.5160E+06,  0.0128,  1.4859,  1.2932
  34963626,1,  0.0004, 725,  6.4527,  0.2752,  0.9928, 0.1044E+07,  0.0106,  1.5891,  1.2446
  34965726,1,  0.9079, 371,  4.9764,  0.1844,  0.9682, 0.8954E+06,  0.0209,  1.5815,  1.9771
  34972366,1,  0.1028, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
  34972900,1,  0.1801, 218,  4.8721,  0.7440,  1.0078, 0.9379E+06,  0.0171,  1.6453,  2.3408
  35005753,1,  0.7536, 460,  1.8566,  0.0245,  0.9718, 0.1983E+06,  0.1281,  1.6255,  1.0190
  35012598,1,  0.4067, 385,  3.9654,  0.1834,  0.9920, 0.8489E+06,  0.0188,  1.6885,  1.0699
  35033890,1,  0.5361, 668,  4.5929,  0.2610,  0.8734, 0.3568E+06,  0.0230,  1.4164,  1.1372
  35063192,1,  0.4249, 657,  7.2067,  0.2138,  0.9980, 0.1183E+07,  0.0110,  1.6404,  1.7592
  35071315,1,  0.2754, 598,  2.9775,  0.0499,  0.9231, 0.1243E+07,  0.0234,  1.4763,  1.0112
  35077573,1,  0.5102, 631,  6.6649,  0.0830,  0.9234, 0.3300E+06,  0.0190,  1.5647,  1.2737
  35083669,1,  0.1661, 440,  6.3619,  0.5075,  1.0670, 0.6437E+06,  0.0089,  1.5561,  1.0854
  35085784,1,  0.2691, 395,  2.7057,  0.1245,  0.9967, 0.9018E+06,  0.0339,  1.7630,  1.1988
  35101134,1,  0.6795, 109,  2.5353,  0.5766,  0.9273, 0.1280E+07,  0.0489,  1.7486,  1.0639
  35144372,1,  0.2631, 445,  3.7607,  0.0745,  0.9075, 0.6768E+07,  0.0115,  1.5052,  1.6334
  35150730,1,  0.6310, 523,  2.6127,  0.0631,  0.8927, 0.1599E+06,  0.0477,  1.3854,  1.0151
  35159456,1,  0.0577, 739,  8.3634,  0.0063,  0.9488, 0.7853E+07,  0.0095,  1.7007,  1.7458
  35164665,1,  0.2448, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  35174751,1,  0.6734, 231,  3.6592,  0.0119,  0.9651, 0.1748E+07,  0.0202,  1.6078,  1.0328
  35234669,1,  0.2885,  53,  7.2520,  0.0346,  1.0387, 0.1489E+07,  0.0054,  1.5715,  1.1228
  35243626,1,  0.3286, 455,  5.2345,  0.0535,  0.9468, 0.1723E+07,  0.0140,  1.6397,  1.0163
  35283607,1,  0.0641, 376,  4.4254,  0.3899,  0.9446, 0.2028E+07,  0.0216,  1.6483,  1.0130
  35291617,1,  0.5183, 377,  3.8833,  0.0082,  0.9707, 0.1717E+07,  0.0322,  1.5502,  1.0946
  35294522,1,  0.0721, 105,  2.9257,  0.0564,  0.9399, 0.1230E+07,  0.0328,  1.6603,  1.1044
  35295210,1,  0.0573, 452,  8.1303,  0.2173,  1.0419, 0.2751E+07,  0.0063,  1.5133,  1.0140
  35295818,1,  0.0458, 634,  3.2711,  0.0742,  0.9375, 0.6332E+07,  0.0216,  1.7578,  1.0121
  35316716,1,  0.0708, 151,  6.2211,  0.0473,  0.9632, 0.3594E+06,  0.0149,  1.4912,  1.2738
  35319920,1,  0.0067, 325,  4.6937,  0.1233,  0.9875, 0.1502E+07,  0.0148,  1.6153,  1.2529
  35328755,1,  0.2240, 484,  7.4176,  0.0062,  1.0371, 0.1195E+07,  0.0090,  1.7669,  1.0336
  35329245,1,  0.1223, 154,  7.5648,  0.3960,  0.9949, 0.2436E+06,  0.0180,  1.5613,  1.0571
  35336919,1,  0.0379, 366,  4.6699,  0.1035,  1.0030, 0.9999E+06,  0.0148,  1.6821,  1.1223
  35337454,1,  0.1492, 219,  4.4862,  0.0086,  0.9927, 0.8477E+06,  0.0219,  1.6828,  1.1905
  35337828,1,  0.0669, 278,  5.3911,  0.0640,  0.9462, 0.3322E+06,  0.0175,  1.5741,  1.0251
  35345336,1,  0.0240, 199,  3.0812,  0.5039,  0.9520, 0.1910E+07,  0.0320,  1.6616,  1.0210
  35348352,1,  0.2687, 170,  5.6912,  0.3629,  0.9140, 0.5214E+06,  0.0147,  1.4854,  1.0164
  35350644,1,  0.9095, 309,  4.5834,  0.0146,  0.9289, 0.5661E+06,  0.0172,  1.5185,  1.1867
  35382174,1,  0.2157, 272,  4.6135,  0.0025,  0.9619, 0.1591E+08,  0.0131,  1.7870,  3.5672
  35389469,1,  0.3462,  44,  1.8885,  0.0188,  1.0283, 0.2051E+06,  0.1226,  1.6913,  1.8219
  35392479,1,  0.3662, 531,  4.2575,  0.2761,  0.9543, 0.4595E+06,  0.0260,  1.6659,  1.0104
  35442757,1,  0.2734, 633,  5.7926,  0.7420,  0.9702, 0.7249E+06,  0.0133,  1.6018,  1.0760
  35484965,1,  0.0681, 586,  9.6082,  0.0075,  0.9456, 0.2405E+07,  0.0081,  1.5842,  2.0639
  35504906,1,  0.3706, 189,  3.6462,  0.3341,  0.9452, 0.3093E+07,  0.0180,  1.6296,  1.0323
  35523529,1,  0.2473,  45,  4.5396,  1.0231,  0.9794, 0.3295E+07,  0.0229,  1.8175,  6.0885
  35543292,1,  0.7107, 350,  8.9034,  0.2297,  0.9349, 0.3155E+07,  0.0085,  1.6049,  1.0914
  35549624,1,  0.0559, 467,  3.9729,  0.1952,  0.9697, 0.1456E+07,  0.0205,  1.6796,  1.3404
  35559682,1,  0.2316, 609,  7.6647,  0.3347,  1.0165, 0.6295E+07,  0.0071,  1.7168,  1.0405
  35560268,1,  0.1304, 404,  3.1892,  0.3095,  0.8628, 0.2659E+07,  0.0132,  1.3997,  1.2072
  35565477,1,  0.0361, 645,  4.1781,  0.0617,  1.0195, 0.1835E+07,  0.0152,  1.6196,  1.0587
  35569540,1,  0.3046, 131,  4.7610,  0.5862,  0.9837, 0.1838E+07,  0.0150,  1.6676,  1.3203
  35574167,1,  0.9165, 667,  6.8558,  0.0017,  1.0496, 0.2575E+07,  0.0094,  1.7153,  5.6279
  35579361,1,  0.1317, 574,  5.7570,  0.0513,  0.9931, 0.1961E+06,  0.0140,  1.5672,  1.1599
  35611129,1,  0.0185, 180,  2.7438,  0.7655,  0.9716, 0.3483E+07,  0.0293,  1.7715,  1.0530
  35624710,1,  0.1052,  18,  5.1915,  0.0652,  1.0197, 0.3222E+07,  0.0120,  1.8167,  1.1745
  35630249,1,  0.0809, 546,  4.0289,  0.0263,  0.9495, 0.2675E+07,  0.0188,  1.6802,  1.1484
  35630945,1,  0.4862,  62,  4.1693,  0.3569,  0.9875, 0.4274E+07,  0.0207,  1.5614,  1.3951
  35647430,1,  0.4907,  69,  4.6178,  0.3730,  0.9811, 0.3171E+06,  0.0172,  1.6099,  1.0146
  35649189,1,  0.0900, 284,  2.1084,  0.0534,  0.9969, 0.1696E+06,  0.0402,  1.5140,  1.2608
  35666710,1,  0.4980, 603,  5.2613,  0.0280,  0.9894, 0.2135E+07,  0.0158,  1.7944,  1.0230
  35678533,1,  0.8518, 217,  3.6407,  0.1299,  1.0356, 0.1190E+07,  0.0186,  1.6248,  1.0184
  35688438,1,  0.1284, 209,  6.6417,  0.0019,  1.0399, 0.8453E+06,  0.0082,  1.5925,  1.1226
  35692632,1,  0.2712,  45,  4.5396,  1.0231,  0.9794, 0.3295E+07,  0.0229,  1.8175,  6.0885
  35699009,1,  0.1816, 712,  8.6707,  0.0997,  0.9592, 0.1931E+06,  0.0127,  1.4903,  1.1907
  35712749,1,  0.2171, 718,  5.3236,  0.2814,  0.9108, 0.6343E+06,  0.0307,  1.5834,  1.1839
  35726023,1,  0.1848, 299,  1.9085,  0.7355,  1.0125, 0.2376E+07,  0.0331,  1.9040,  1.1076
  35729171,1,  0.0455, 578,  3.2829,  0.4426,  0.9860, 0.4689E+06,  0.0329,  1.6138,  1.1046
  35732573,1,  0.4191, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
  35741842,1,  0.2145, 417,  6.2854,  0.1976,  0.9686, 0.3394E+07,  0.0126,  1.6661,  1.0776
  35789404,1,  0.0779, 340,  5.5171,  0.0358,  0.9315, 0.8141E+06,  0.0229,  1.6613,  1.0700
  35833753,1,  0.0462,  41,  4.2895,  0.1115,  0.9716, 0.3873E+06,  0.0317,  1.5896,  1.1303
  35848773,1,  0.1947, 524,  9.7988,  0.0020,  0.9469, 0.3232E+07,  0.0074,  1.6790,  3.5860
  35854401,1,  0.0402, 682,  6.9825,  0.2052,  1.0229, 0.1678E+07,  0.0094,  1.7003,  1.8899
  35855263,1,  0.0608, 459,  7.3414,  0.0051,  0.9557, 0.9354E+06,  0.0083,  1.6314,  1.1542
  35856907,1,  0.0622, 214,  4.6818,  0.1510,  0.9024, 0.2342E+07,  0.0207,  1.6830,  1.5078
  35861134,1,  0.2085,  51,  6.9471,  1.7348,  0.9801, 0.5389E+06,  0.0110,  1.6002,  1.0642
  35866506,1,  0.3530, 543,  2.7253,  0.1433,  0.9003, 0.2130E+07,  0.0390,  1.5845,  2.1758
  35882729,1,  0.0739, 530,  5.8745,  0.1579,  1.0217, 0.8390E+06,  0.0111,  1.7044,  1.3991
  35883102,1,  0.0556, 539,  3.3489,  0.0302,  0.9759, 0.4359E+07,  0.0198,  1.7950,  1.2341
  35887551,1,  0.0666, 505,  5.1890,  0.0148,  0.9520, 0.1256E+07,  0.0173,  1.6413,  1.0194
  35888744,1,  0.2182, 632,  3.7021,  0.1149,  0.9179, 0.3659E+06,  0.0354,  1.5110,  1.1198
  35928237,1,  1.1678, 345,  6.2923,  0.1992,  0.9754, 0.2005E+07,  0.0111,  1.6753,  4.4051
  35938599,1,  0.1601, 589,  3.6698,  0.0940,  0.8733, 0.7217E+06,  0.0408,  1.5324,  1.4266
  35945409,1,  0.1274, 536,  4.9412,  0.0051,  0.9680, 0.1294E+07,  0.0140,  1.6837,  1.3189
  35957509,1,  0.0369, 691,  8.2903,  0.0046,  0.9411, 0.3258E+07,  0.0090,  1.6510,  1.8114
  35959914,1,  0.2438, 371,  4.9764,  0.1844,  0.9682, 0.8954E+06,  0.0209,  1.5815,  1.9771
  35965347,1,  1.4386, 539,  3.3489,  0.0302,  0.9759, 0.4359E+07,  0.0198,  1.7950,  1.2341
  35968834,1,  0.1006, 243,  9.8910,  0.0455,  0.9971, 0.4210E+06,  0.0126,  1.5411,  1.2206
  35969141,1,  0.8470, 300,  3.6488,  0.1479,  0.9463, 0.1584E+07,  0.0191,  1.6406,  1.1466
  35973028,1,  0.0458, 274,  3.8532,  0.0883,  0.8485, 0.2173E+07,  0.0367,  1.5525,  1.1295
  35976643,1,  0.4498, 397,  4.4354,  0.2134,  0.9521, 0.2033E+06,  0.0169,  1.4564,  1.6410
  35979112,1,  0.0211, 327,  5.7397,  0.4640,  1.0157, 0.8515E+06,  0.0097,  1.5054,  1.0341
  35989616,1,  0.0503, 252,  5.4271,  0.1524,  0.9159, 0.2093E+07,  0.0165,  1.6982,  1.6570
  35998731,1,  0.1915, 453,  2.6755,  0.1037,  0.9829, 0.5645E+06,  0.0423,  1.6951,  1.4163
  36018513,1,  0.0535, 424,  8.8271,  0.0314,  0.8886, 0.3991E+06,  0.0168,  1.5114,  1.1950
  36023120,1,  0.5198, 314,  4.5718,  0.3224,  0.9540, 0.4286E+06,  0.0217,  1.5618,  1.4030
  36028361,1,  0.2458, 626,  2.3537,  0.1366,  0.9452, 0.1845E+07,  0.0401,  1.8303,  1.0811
  36065065,1,  1.1237, 219,  4.4862,  0.0086,  0.9927, 0.8477E+06,  0.0219,  1.6828,  1.1905
  36079203,1,  0.5583, 537,  5.2438,  0.0074,  0.9732, 0.1599E+07,  0.0113,  1.7151,  1.2912
  36080963,1,  0.0182, 400,  5.5684,  0.1872,  0.9947, 0.6703E+06,  0.0164,  1.6440,  4.1424
  36104428,1,  0.2005, 575,  7.6419,  0.0022,  1.0443, 0.5948E+07,  0.0063,  1.8133,  3.6025
  36105014,1,  0.4570, 239,  4.0992,  0.0229,  0.9532, 0.4682E+07,  0.0118,  1.7219,  1.0739
  36109065,1,  0.1860, 570,  4.4854,  0.0750,  0.9723, 0.2916E+06,  0.0200,  1.4450,  1.3783
  36110143,1,  0.6737, 320,  5.4603,  0.0084,  1.0255, 0.1446E+07,  0.0129,  1.5860,  1.0409
  36110492,1,  0.4015, 512,  7.1742,  0.0209,  0.9726, 0.2436E+07,  0.0082,  1.6101,  1.3280
  36120420,1,  1.2949, 196,  8.5908,  0.0017,  0.9898, 0.3027E+07,  0.0063,  1.7265,  2.0962
  36120647,1,  0.1330, 107,  2.3711,  0.2933,  0.9736, 0.5110E+07,  0.0283,  1.9207,  1.0303
  36144670,1,  0.0169, 356,  2.0115,  0.0423,  0.9465, 0.4692E+06,  0.0498,  1.6401,  1.0874
  36167560,1,  0.1904, 636,  4.1856,  1.1372,  0.9526, 0.1715E+06,  0.0234,  1.4928,  1.0238
  36179664,1,  0.1329, 749,  6.4721,  0.6460,  1.0495, 0.5070E+06,  0.0083,  1.5328,  1.3934
  36182575,1,  0.3708, 303, 10.5724,  0.0019,  0.9472, 0.2787E+07,  0.0079,  1.6284,  3.9300
  36187431,1,  0.0171, 302,  2.3684,  0.3303,  1.0324, 0.1393E+06,  0.0560,  1.5832,  1.0508
  36198787,1,  0.5459, 306,  3.4188,  0.1352,  0.9369, 0.1327E+07,  0.0342,  1.5378,  1.1129
  36201065,1,  0.6472, 143,  9.2322,  0.0048,  0.9381, 0.7655E+06,  0.0107,  1.5438,  1.1995
  36213592,1,  0.0585, 637,  7.5963,  0.4546,  1.0201, 0.3106E+07,  0.0084,  1.6742,  1.0113
  36215770,1,  0.1929, 425,  6.4510,  0.0165,  0.9521, 0.9676E+06,  0.0170,  1.5747,  1.1468
  36224512,1,  0.3700,  99,  5.5863,  0.0066,  1.0274, 0.1137E+06,  0.0239,  1.5223,  1.0345
  36233895,1,  0.0498,  40,  4.8898,  0.0196,  0.9173, 0.4649E+07,  0.0152,  1.7066,  3.3277
  36241903,1,  0.3266, 383, 10.8941,  0.0148,  0.8825, 0.6646E+07,  0.0085,  1.6780,  1.0990
  36247627,1,  0.2825,  53,  7.2520,  0.0346,  1.0387, 0.1489E+07,  0.0054,  1.5715,  1.1228
  36255545,1,  0.7227, 470,  3.1773,  0.2865,  0.9287, 0.1552E+07,  0.0288,  1.7321,  1.1005
  36259415,1,  0.7438, 470,  3.1773,  0.2865,  0.9287, 0.1552E+07,  0.0288,  1.7321,  1.1005
  36275785,1,  0.4667, 530,  5.8745,  0.1579,  1.0217, 0.8390E+06,  0.0111,  1.7044,  1.3991
  36288274,1,  0.1539, 673,  3.3200,  0.0674,  0.9653, 0.3861E+07,  0.0183,  1.7804,  1.4252
  36291635,1,  0.0817, 746,  4.0459,  0.1963,  0.9408, 0.2492E+07,  0.0167,  1.6595,  1.0319
  36294156,1,  0.4161, 317,  4.2019,  0.2378,  0.9483, 0.1718E+06,  0.0229,  1.4874,  1.5628
  36303530,1,  0.2565, 150,  2.8951,  0.8181,  0.9093, 0.2202E+07,  0.0282,  1.6340,  1.4294
  36308663,1,  0.1123, 540,  1.8510,  0.0485,  0.9146, 0.1156E+07,  0.0293,  1.5965,  1.0431
  36311247,1,  0.0825,  17,  9.5102,  0.0189,  0.9837, 0.1626E+06,  0.0169,  1.5460,  1.0726
  36312820,1,  0.0121, 151,  6.2211,  0.0473,  0.9632, 0.3594E+06,  0.0149,  1.4912,  1.2738
