object_id,submodel,sim_av,ILOT_INDEX,Mejecta,Vejecta,Mcsm,Rho,R0
  21211656,1,  0.3229, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  21217333,1,  0.1764, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  21270100,1,  0.2014, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  21280690,1,  0.2995, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  21284822,1,  0.1516, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  21420059,1,  0.1596, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  21523291,1,  0.0811, 222,  1.1722,  684.77,  0.4273, 0.971E-13, 21.7206
  21697743,1,  0.1437, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  21754596,1,  0.1860, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  21760570,1,  0.3276,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  21914175,1,  0.6045, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  21980272,1,  0.4808,  46,  2.0194,  480.41,  0.4825, 0.714E-13, 16.5065
  21989594,1,  0.2300, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  22176602,1,  0.1915,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  22470055,1,  0.0104, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  22672921,1,  0.1354, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  22814867,1,  0.1337, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  22823156,1,  0.7193, 288,  1.7010,  680.79,  0.4670, 0.105E-13, 72.5141
  22834074,1,  0.3463, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  23137463,1,  0.3450, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  23189032,1,  0.2946, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  23216968,1,  0.0803, 381,  7.2286,  810.26,  0.1701, 0.280E-13, 22.0192
  23342429,1,  0.5222, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  23417127,1,  0.4698, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  23544169,1,  0.5889, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  23878354,1,  0.0088,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  23936677,1,  0.2942, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  24201975,1,  0.0323, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  24312152,1,  0.0502,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  24320922,1,  0.0002,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  24387145,1,  0.0048, 169,  7.8923,  856.73,  0.1811, 0.217E-14, 72.1371
  24404000,1,  0.0270, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  24433378,1,  0.0658,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  24532029,1,  0.2054,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  24564280,1,  0.2036, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  24773407,1,  0.1005, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  24803977,1,  0.1783, 202,  0.6414,  960.42,  0.1581, 0.124E-13, 37.6250
  24822423,1,  0.0777, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  24874319,1,  0.0670, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  24941319,1,  0.1208, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  24970741,1,  0.0599,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  25078936,1,  0.1930, 277,  4.9502,  442.74,  0.1111, 0.861E-13, 50.1407
  25169058,1,  0.1427, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  25221459,1,  0.1451, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  25363624,1,  0.1221, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  25412115,1,  0.7215,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  25479519,1,  0.0764, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  25522937,1,  1.2827, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  25536427,1,  0.0266,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  25630659,1,  0.1349, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  25634590,1,  0.0960, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  25724791,1,  0.0969,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  25853419,1,  0.1537,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  26038748,1,  0.6107, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  26152388,1,  0.0869, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  26165390,1,  0.1111, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  26299962,1,  0.0399, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  26350938,1,  0.0388, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  26425153,1,  0.2992, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  26554566,1,  0.0086, 277,  4.9502,  442.74,  0.1111, 0.861E-13, 50.1407
  26629957,1,  0.0131,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  26658417,1,  0.2765, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  26660274,1,  0.8942, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  26683131,1,  0.1119, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  26833097,1,  0.1501,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  26890781,1,  0.0769, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  26926013,1,  0.1764, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  27049345,1,  0.3185, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  27074351,1,  0.0894, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  27162844,1,  0.1662, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  27235427,1,  0.0296,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  27344019,1,  0.1363, 381,  7.2286,  810.26,  0.1701, 0.280E-13, 22.0192
  27345931,1,  0.0439, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  27367293,1,  0.1078, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  27425646,1,  0.1362,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  27518879,1,  0.2199, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  27545688,1,  0.0312, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  27545875,1,  0.0824,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  27603399,1,  0.0470, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  27693902,1,  0.1410, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  27703055,1,  0.0106,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  27774319,1,  0.0315, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  27958161,1,  0.0346, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  28289281,1,  0.0339, 162,  1.7629,  718.75,  0.4778, 0.168E-13, 36.9601
  28492406,1,  0.4466, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  28549524,1,  0.0988, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  28574015,1,  0.0444, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  28625461,1,  0.0403,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  28671205,1,  0.0708, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  28799338,1,  0.1033, 312,  2.2524,  831.16,  9.9515, 0.122E-13, 59.9477
  28799449,1,  0.1058, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  28900899,1,  0.0284, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  29010231,1,  0.2214, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  29045775,1,  0.0693, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  29112066,1,  0.2251, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  29174887,1,  0.0727, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  29183694,1,  0.1114, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  29203372,1,  0.0526, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  29327923,1,  0.0570,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  29423793,1,  0.2364,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  29460670,1,  0.0455, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  29546071,1,  0.0407,  16,  0.4619,  799.21,  2.8362, 0.473E-13, 43.2382
  29591661,1,  0.1122, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  29853337,1,  0.0607, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  30027303,1,  0.0238, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  30045781,1,  0.0254, 235,  3.2424,  665.25,  0.1582, 0.916E-13, 23.9017
  30129483,1,  0.0049, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  30152746,1,  0.0847,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  30308947,1,  0.1614,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  30377825,1,  0.0047, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  30422457,1,  0.1814, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  30504490,1,  0.0545, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  30523289,1,  0.1075, 121,  8.0782,  492.89,  0.6889, 0.942E-14, 95.9144
  30552918,1,  0.7066,   9,  5.2808,  608.52,  0.8523, 0.837E-14, 51.0870
  30557280,1,  0.0032, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  30559583,1,  0.2247, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  30584646,1,  0.0273,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  30636210,1,  0.6753, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  30637425,1,  0.1935, 249,  2.0507,  906.89,  0.1625, 0.109E-13, 75.6235
  31059532,1,  0.0798, 155,  0.5058,  636.66,  2.2175, 0.459E-13, 63.5823
  31206397,1,  0.0766, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  31207250,1,  0.2132, 145,  1.4265,  953.77,  0.8378, 0.329E-13, 25.4158
  31246739,1,  0.0799,  37,  2.2514,  615.67,  5.1172, 0.921E-13, 21.8823
  31426103,1,  0.0909,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  31463032,1,  0.0099, 183,  7.9637,  702.32,  0.1633, 0.836E-13, 50.6959
  31475547,1,  0.3327, 377,  1.7403,  519.37,  8.3669, 0.454E-13, 72.2676
  31631272,1,  0.0173, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  31709303,1,  0.5915, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  32001100,1,  0.2065,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  32205822,1,  0.1394, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  32214647,1,  0.0621, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  32299902,1,  0.0014, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  32307855,1,  0.0372, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  32320840,1,  0.0873, 112,  0.2436,  872.34,  6.2528, 0.257E-13, 74.9503
  32349389,1,  0.0588, 383,  5.7426,  656.37,  9.0839, 0.734E-13, 37.0609
  32403733,1,  0.2958,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  32448305,1,  0.1071, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  32596587,1,  0.1491, 326,  4.9545,  878.04,  0.1956, 0.563E-13, 20.8363
  32632986,1,  0.0942, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  32726053,1,  0.1956, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  32821710,1,  0.0816, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  32841992,1,  0.1419, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  32922561,1,  0.0402, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  33101912,1,  0.1796, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  33148962,1,  0.4451,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  33185725,1,  0.4805, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  33192409,1,  0.3532, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  33248671,1,  0.0020,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  33354624,1,  0.0654,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  33472037,1,  0.2230, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  33482290,1,  0.0922, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  33494940,1,  0.1297, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  33530854,1,  0.0847, 186,  2.6856,  302.44,  1.3822, 0.171E-13, 81.0205
  33786582,1,  0.2375,  11,  0.7801,  983.62,  0.2347, 0.762E-13, 16.9347
  33803429,1,  0.0561,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  33836313,1,  0.4366,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  33895428,1,  0.0180, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  33918473,1,  0.0996, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  33927445,1,  0.1025, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  33930760,1,  0.0614,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  33977760,1,  0.1503, 281,  0.4862,  979.91,  0.2682, 0.526E-13, 16.1159
  34190365,1,  0.0302, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  34415986,1,  0.1028, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  34461987,1,  0.1257,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  34480998,1,  0.1919,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  34545889,1,  0.0197, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  34551090,1,  0.0351, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  34748168,1,  0.0380, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  35018245,1,  0.1180, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  35077535,1,  0.0766, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  35120187,1,  0.2652, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  35128837,1,  0.0042,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  35149848,1,  0.0471,  25,  0.2332,  650.59,  4.6281, 0.533E-13, 71.6333
  35192728,1,  0.0066, 222,  1.1722,  684.77,  0.4273, 0.971E-13, 21.7206
  35230471,1,  0.0353, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  35273247,1,  0.3288, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  35329838,1,  0.0590, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  35399296,1,  0.0192, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  35428745,1,  0.4717, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  35513629,1,  0.0775, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  35571233,1,  0.5104, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  35572289,1,  0.4560, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  35587166,1,  0.0985, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  35665002,1,  0.3070, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  35701138,1,  0.8057, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  35710383,1,  0.0386, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  35766069,1,  0.6532, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  36018259,1,  0.2376,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  36094371,1,  0.0902,  27,  0.1302,  510.97,  3.6530, 0.176E-13, 98.3498
  36315348,1,  0.0277, 337,  8.7279,  645.95,  0.3939, 0.178E-13, 37.9470
  36383840,1,  0.0462, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  36416368,1,  0.2353, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  36604153,1,  0.0477,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  36647073,1,  0.0614, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  36852243,1,  0.1045, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  36879524,1,  0.2535, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  37000140,1,  0.0206, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  37005304,1,  0.0401, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  37006008,1,  0.2105, 124,  8.1351,  792.62,  1.1907, 0.133E-13, 45.6907
  37163309,1,  1.1389, 234,  8.0949,  527.68,  0.2059, 0.397E-13, 66.8561
  37167522,1,  0.3635, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  37205996,1,  0.1190, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  37356861,1,  0.3756, 112,  0.2436,  872.34,  6.2528, 0.257E-13, 74.9503
  37417344,1,  0.2288, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  37461300,1,  0.1427,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  37463125,1,  0.1346, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  37480849,1,  0.3546,   0,  0.7087,  989.60,  2.7807, 0.360E-13, 64.9978
  37557075,1,  0.0893, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  37705660,1,  0.0057,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  37937978,1,  0.2185,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  37980905,1,  0.1574,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  37991241,1,  0.1624, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  38003366,1,  0.2346, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  38062781,1,  0.1171, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  38122026,1,  0.1773, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  38244549,1,  0.0614, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  38844727,1,  0.3892, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  38867852,1,  0.2890, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  38949226,1,  0.0716, 129,  2.5043,  864.46,  1.1210, 0.662E-14, 86.3820
  38980137,1,  0.0352, 367,  4.4165,  668.35,  0.3734, 0.171E-13, 78.1171
  39106492,1,  0.2497, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  39247731,1,  0.6740, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  39412363,1,  0.1879, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  39510216,1,  0.0617, 110,  3.6669,  474.46,  0.2526, 0.783E-13, 38.6074
  39533298,1,  0.0427, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  39573097,1,  0.8177, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  39573407,1,  0.0485, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  39625458,1,  0.0234, 245,  4.8310,  330.63,  0.5750, 0.374E-13, 98.1252
  39724308,1,  0.4839,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  39848973,1,  0.7446, 337,  8.7279,  645.95,  0.3939, 0.178E-13, 37.9470
  39960755,1,  0.2310,  58,  6.3414,  934.42,  1.4605, 0.286E-13, 39.0445
  40076551,1,  0.0790,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  40092782,1,  0.4754,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  40145086,1,  0.2871, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  40209365,1,  0.4975, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  40290075,1,  0.2021, 352,  6.7085,  878.34,  0.2322, 0.889E-14, 32.4495
  40376995,1,  0.0059, 254,  6.3961,  872.48,  0.1487, 0.216E-13, 62.1471
  40400146,1,  0.1340, 362,  8.2140,  662.52,  1.4930, 0.538E-13, 47.2100
  40421186,1,  0.0431, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  40756766,1,  0.1194,  50,  2.9461,  936.65,  3.8523, 0.132E-13, 64.9692
  40777799,1,  0.0318, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  40970849,1,  0.5337,   8,  0.3749,  729.97,  0.1544, 0.684E-13, 15.3119
  41240308,1,  0.2578,  88,  0.7702,  629.54,  8.2966, 0.556E-13, 53.7001
  41293249,1,  1.2409,   8,  0.3749,  729.97,  0.1544, 0.684E-13, 15.3119
  41324453,1,  0.1129, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  41333815,1,  0.2097, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  41352998,1,  0.0710, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  41472548,1,  0.1708, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  41474653,1,  0.5220, 251,  0.5009,  800.66,  8.5710, 0.118E-13, 85.3044
  41571026,1,  0.0903, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  41654295,1,  0.1091, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  41658547,1,  0.1947, 192,  2.5904,  818.07,  0.3207, 0.119E-13, 72.7195
  41699743,1,  0.0671, 183,  7.9637,  702.32,  0.1633, 0.836E-13, 50.6959
  41712506,1,  0.5002, 290,  7.7417,  583.51,  0.2114, 0.473E-13, 56.0018
  41746931,1,  0.0905,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  41918109,1,  0.2764, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  41972917,1,  0.3908, 170,  2.5602,  976.82,  0.1605, 0.197E-13, 48.4698
  42018045,1,  0.5603,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  42021151,1,  0.0058, 356,  1.6964,  990.01,  0.6816, 0.117E-13, 66.5765
  42063687,1,  0.0496, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  42131233,1,  0.8556, 228,  8.3916,  694.49,  0.7607, 0.304E-13, 72.0853
  42476281,1,  0.2376, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  42481520,1,  0.4755, 209,  0.9520,  381.82,  0.1922, 0.579E-14, 73.0450
  42615055,1,  0.0143,  43,  0.2444,  773.03,  0.1085, 0.644E-13,  7.3037
  42632574,1,  0.0931, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  42741711,1,  0.2667,  64,  1.6907,  471.60,  1.6644, 0.233E-13, 83.0212
  42764375,1,  0.2129, 289,  6.1445,  568.70,  4.3963, 0.648E-13, 43.6641
  42916085,1,  0.0088, 241,  0.7451,  861.66,  2.7003, 0.406E-13, 52.8518
  42922357,1,  0.1823, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  42962969,1,  0.4511, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  42991715,1,  0.4587,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  42996488,1,  0.0344, 196,  3.8477,  815.86,  0.1167, 0.119E-13, 89.1319
  43041388,1,  0.0202, 141,  8.8678,  920.11,  0.8305, 0.452E-13, 25.5851
  43094556,1,  0.1214, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  43137627,1,  0.4248, 118,  4.8419,  930.83,  7.4171, 0.373E-13, 73.9401
  43240323,1,  0.0925, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  43279191,1,  0.0573,  39,  0.8487,  998.49,  8.8040, 0.750E-13, 79.5041
  43291487,1,  0.1440, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  43294796,1,  0.4578, 282,  4.6237,  464.01,  0.6655, 0.542E-13, 63.9405
  43428279,1,  0.1479,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  43521200,1,  0.0289,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  43663144,1,  0.1307, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  43708215,1,  0.0129, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  43760427,1,  0.0405, 274,  0.2767,  927.22,  3.8479, 0.109E-13, 97.0998
  43769594,1,  0.4188, 132,  3.1007,  744.98,  0.4499, 0.127E-13, 50.5804
  43817488,1,  0.0280, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  43884091,1,  0.1776, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  44117158,1,  0.0571, 285,  1.8855,  866.47,  3.6717, 0.276E-13, 94.3169
  44138136,1,  0.0116, 278,  4.3840,  629.24,  1.1786, 0.688E-13, 48.2347
  44241768,1,  0.0370, 277,  4.9502,  442.74,  0.1111, 0.861E-13, 50.1407
  44398887,1,  0.0666, 148,  2.1865,  684.07,  0.8964, 0.284E-13, 52.7470
  44401848,1,  0.0779, 116,  7.8277,  692.83,  3.7652, 0.638E-13, 57.1584
  44485253,1,  0.0145,  35,  3.4530,  962.58,  9.6666, 0.941E-13, 47.8536
  44505962,1,  0.0122, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  44508749,1,  0.6628, 357,  5.6890,  996.99,  1.1232, 0.322E-13, 50.4841
  44590499,1,  0.0450, 222,  1.1722,  684.77,  0.4273, 0.971E-13, 21.7206
