object_id,submodel,sim_av,Iax_INDEX,M_V,t_rise,dm15B,dm15R
  16628893,1,   0, 100,-17.3920, 14.2780,  1.4850,  0.6420
  16634452,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  16635579,1,   0, 742,-18.0890, 17.4970,  1.4580,  0.7060
  16636546,1,   0, 268,-16.4410, 15.9460,  1.8390,  0.7660
  16636900,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  16638259,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  16640599,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
  16646468,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
  16647109,1,   0, 406,-18.1400, 20.1680,  0.9880,  0.4100
  16647327,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  16648816,1,   0, 603,-16.7800, 13.9330,  1.2440,  0.8620
  16651470,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
  16651687,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
  16652911,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
  16654342,1,   0, 700,-18.5150, 21.0010,  1.5300,  0.5690
  16654681,1,   0, 137,-18.1830, 16.5020,  1.4670,  0.1940
  16655151,1,   0, 471,-17.2400, 17.6300,  1.4840,  0.4560
  16659382,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  16662533,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  16663385,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  16666199,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  16669667,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  16673886,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
  16674145,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
  16674794,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  16676259,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  16678989,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
  16679655,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
  16682036,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
  16689146,1,   0, 829,-17.5360, 16.8320,  1.5580,  0.8090
  16689547,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  16693127,1,   0, 975,-18.4000, 21.0080,  1.3740,  0.7110
  16694356,1,   0, 867,-18.6220, 20.3540,  1.4460,  0.2700
  16695760,1,   0, 419,-17.5460, 17.6400,  1.4640,  0.4670
  16698080,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  16700104,1,   0, 455,-17.2010, 17.1730,  1.5060,  0.6070
  16702513,1,   0, 657,-16.2290, 13.8250,  1.6910,  0.6190
  16703232,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  16704286,1,   0, 864,-17.5400, 17.6130,  1.0050,  0.3500
  16712373,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
  16713565,1,   0,  20,-16.4650, 18.6850,  1.9660,  0.6350
  16714730,1,   0, 867,-18.6220, 20.3540,  1.4460,  0.2700
  16715114,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
  16715631,1,   0, 608,-16.6330, 15.5040,  1.4680,  0.6070
  16716672,1,   0, 464,-17.0380, 13.2420,  1.1400,  0.4770
  16717527,1,   0,   0,-17.6910,  15,  1.6170,  0.1180
  16717578,1,   0, 803,-18.4980, 17.9080,  1.4460,  0.6080
  16718454,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  16720383,1,   0,  18,-18.5080, 19.2990,  1.5630,  0.0750
  16721215,1,   0, 274,-16.8580, 14.5460,  1.7060,  0.4870
  16721618,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  16724646,1,   0, 807,-13.0220,  8.3440,  2.3040,  0.5460
  16724796,1,   0, 455,-17.2010, 17.1730,  1.5060,  0.6070
  16727029,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
  16730184,1,   0, 471,-17.2400, 17.6300,  1.4840,  0.4560
  16733808,1,   0, 185,-16.4150, 13.5690,  1.8320,  0.6460
  16736755,1,   0, 989,-17.1600, 15.6990,  1.7680,  0.9610
  16740126,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
  16742462,1,   0, 957,-18.5710, 19.5830,  1.4120,  0.5980
  16745310,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
  16745922,1,   0, 768,-17.0460, 16.8230,  1.2440,  0.4670
  16755179,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
  16765757,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  16769416,1,   0, 208,-17.5240, 17.2290,  1.2360,  0.2740
  16771244,1,   0, 482,-17.7280, 18.6420,  1.6970,  0.5820
  16772411,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
  16774501,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
  16774939,1,   0, 325,-18.3770, 21.1310,  1.0090,  0.8190
  16779946,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
  16782183,1,   0, 620,-18.3410, 21.5020,  1.3490,  0.5920
  16783878,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  16784174,1,   0, 674,-17.0520, 14.9460,  1.7850,  0.7670
  16784598,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  16787516,1,   0, 684,-17.8510, 17.5510,  1.1480,  0.8420
  16788382,1,   0, 590,-18.0760, 21.1310,  0.8940,  0.3770
  16788779,1,   0, 852,-17.9130, 18.8400,  1.2360,  1.0480
  16791727,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
  16795938,1,   0, 299,-18.4140, 16.4030,  1.2000,  0.1040
  16796806,1,   0, 325,-18.3770, 21.1310,  1.0090,  0.8190
  16800548,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  16801418,1,   0, 637,-18.0560, 17.2640,  1.7450,  0.7720
  16802200,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  16803399,1,   0, 335,-16.5780, 20.2610,  1.6060,  0.7450
  16806639,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
  16807447,1,   0, 731,-18.3130, 17.9970,  1.1360,  0.4180
  16808434,1,   0, 901,-17.8070, 19.7860,  1.1130,  0.5770
  16808558,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  16812937,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  16815119,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
  16817699,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
  16818136,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
  16819057,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  16819217,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
  16821332,1,   0, 575,-18.0940, 17.7540,  1.5210,  0.5700
  16823565,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
  16826516,1,   0, 559,-18.1400, 17.3680,  1.3180,  0.3870
  16827269,1,   0,  80,-18.4760, 19.7850,  1.7230,  0.5260
  16828304,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
  16830062,1,   0, 993,-16.9410, 11.5840,  1.5900,  0.8930
  16833390,1,   0, 731,-18.3130, 17.9970,  1.1360,  0.4180
  16835981,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
  16836322,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  16836679,1,   0, 982,-17.2760, 14.0270,  1.3620,  0.6010
  16836886,1,   0, 296,-17.9310, 21.7780,  1.2100,  0.0650
  16844778,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  16844853,1,   0, 384,-17.2500, 16.9290,  1.7250,  0.5170
  16847431,1,   0, 187,-15.4350, 11.1990,  2.0090,  0.4930
  16849091,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
  16849594,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
  16856028,1,   0, 210,-17.6820, 17.4590,  1.4040,  0.2460
  16863994,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
  16864768,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
  16865861,1,   0, 588,-16.7960, 13.3510,  1.7760,  0.5770
  16869366,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  16869965,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  16874081,1,   0,  17,-16.7370, 14.6140,  1.8370,  0.4540
  16875230,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
  16876088,1,   0, 519,-18.0760, 22.2710,  1.3960,  0.4920
  16878187,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
  16878591,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  16882530,1,   0, 431,-18.2680, 22.7890,  1.4240,  0.3810
  16882631,1,   0, 348,-17.9490, 17.3450,  1.4470,  0.6370
  16882668,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  16885375,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  16886711,1,   0, 173,-15.2770, 13.3320,  2.1840,  0.5780
  16888063,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  16889766,1,   0, 929,-18.1260, 19.3210,  1.3930,  0.5200
  16890827,1,   0, 517,-18.3820, 20.7310,  1.3770,  0.4700
  16895121,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  16895700,1,   0,   5,-17.6160, 18.1050,  1.1550,  0.3700
  16897776,1,   0, 993,-16.9410, 11.5840,  1.5900,  0.8930
  16898286,1,   0, 590,-18.0760, 21.1310,  0.8940,  0.3770
  16899083,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  16900118,1,   0, 771,-18.2250, 16.7760,  1.4300,  0.7130
  16906042,1,   0, 446,-17.7230, 17.1440,  1.1010,  0.7190
  16908720,1,   0, 663,-17.1650, 16.5630,  1.6810,  0.7180
  16910613,1,   0, 539,-17.8120, 15.6330,  1.3600,  0.5240
  16910921,1,   0, 274,-16.8580, 14.5460,  1.7060,  0.4870
  16915111,1,   0, 106,-18.2660, 18.8010,  1.1830,  0.4680
  16915167,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
  16915937,1,   0, 526,-18.9810, 23.2100,  1.6100,  0.5240
  16916503,1,   0, 648,-18.4930, 22.4830,  1.3390,  0.7520
  16917426,1,   0, 965,-18.6080, 18.6490,  1.0630,  0.7510
  16919604,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
  16921175,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
  16921483,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
  16921780,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
  16925206,1,   0, 125,-18.5400, 16.9700,  1.3940,  0.3370
  16926527,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  16927632,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
  16928201,1,   0, 247,-18.1570, 18.5470,  1.1690,  0.4900
  16928581,1,   0, 539,-17.8120, 15.6330,  1.3600,  0.5240
  16929570,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  16937354,1,   0, 340,-18.2950, 18.7280,  1.0100,  0.2970
  16941521,1,   0, 638,-17.7150, 19.0510,  1.1070,  0.5210
  16944634,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
  16945163,1,   0, 243,-18.0200, 24.2140,  1.3020,  0.5760
  16946434,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
  16946614,1,   0, 530,-18.0190, 18.4220,  1.0040,  0.9760
  16948133,1,   0, 625,-17.9950, 19.5180,  2.0850,  0.5770
  16950775,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  16953556,1,   0, 746,-18.3250, 17.0500,  1.7110,  0.6890
  16955834,1,   0, 545,-17.9480, 19.1900,  1.5260,  0.8020
  16956402,1,   0, 884,-18.3330, 18.6270,  1.4350,  0.3700
  16961328,1,   0, 732,-18.3170, 19.2780,  1.2940,  0.1360
  16963289,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
  16964722,1,   0,  14,-17.8720, 19.7890,  1.8260,  0.4610
  16965065,1,   0, 715,-16.8710, 12.1760,  1.4370,  0.5910
  16967085,1,   0, 270,-18.3490, 18.4950,  1.5330,  0.6590
  16967609,1,   0, 737,-16.8920, 15.9050,  1.5490,  0.5450
  16968096,1,   0, 381,-17.1440, 16.7380,  1.8020,  0.9340
  16971603,1,   0,  17,-16.7370, 14.6140,  1.8370,  0.4540
  16973019,1,   0, 154,-18.2360, 17.8640,  1.2910,  0.4940
  16977791,1,   0, 291,-17.0920, 14.0850,  1.5120,  0.5050
  16980519,1,   0, 490,-17.2650, 15.1720,  1.3410,  0.5820
  16981617,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
  16991235,1,   0, 698,-17.8040, 14.6780,  1.3310,  0.2820
  16991307,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
  16992280,1,   0, 896,-16.3980, 12.4320,  1.7160,  0.8320
  16998535,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
  17008942,1,   0, 438,-17.3620, 14.2220,  1.2360,  0.8840
  17009489,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
  17009632,1,   0, 182,-18.6310, 19.1720,  1.3560,  0.6970
  17009890,1,   0, 576,-17.9560, 20.7200,  1.4920,  0.6870
  17012953,1,   0, 106,-18.2660, 18.8010,  1.1830,  0.4680
  17014791,1,   0, 594,-17.9070, 14.2300,  1.6250,  0.5070
  17016836,1,   0, 777,-17.8250, 19.2270,  1.3680,  0.9140
  17017065,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
  17017973,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
  17020999,1,   0, 539,-17.8120, 15.6330,  1.3600,  0.5240
  17024104,1,   0, 349,-18.3890, 19.3990,  0.8590,  0.8260
  17024107,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
  17024643,1,   0, 111,-18.4060, 14.4890,  1.6750,  0.3810
  17026098,1,   0, 111,-18.4060, 14.4890,  1.6750,  0.3810
  17026629,1,   0, 314,-18.6590, 21.6860,  1.5160,  0.5580
  17029347,1,   0, 789,-18.3240, 18.0210,  1.2580,  0.5390
  17029538,1,   0, 236,-17.5280, 16.9580,  1.6030,  0.8260
  17033063,1,   0,  18,-18.5080, 19.2990,  1.5630,  0.0750
  17033875,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
  17037037,1,   0, 696,-18.3740, 21.3610,  1.4410,  0.5270
  17037459,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
  17053756,1,   0, 216,-15.8180, 13.3010,  1.8660,  0.9390
  17054717,1,   0, 699,-18.2410, 14.2490,  1.2650,  0.5860
  17055252,1,   0, 867,-18.6220, 20.3540,  1.4460,  0.2700
  17058575,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
  17059295,1,   0, 684,-17.8510, 17.5510,  1.1480,  0.8420
  17064984,1,   0,  81,-18.1310, 15.8400,  1.2970,  0.5930
  17065320,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
  17070383,1,   0, 711,-17.3160, 16.5300,  1.1990,  0.5770
  17070687,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
  17075723,1,   0, 447,-17.1700, 14.2820,  1.7190,  0.5690
  17077042,1,   0, 113,-18.0630, 17.7340,  1.2360,  0.9180
  17078915,1,   0, 271,-16.9040, 14.7650,  1.4910,  0.4610
  17081355,1,   0, 626,-17.3090, 15.0780,  1.1920,  0.4490
  17081584,1,   0, 144,-14.7280, 14.3510,  2.1110,  0.5370
  17086970,1,   0, 169,-18.2250, 17.9430,  1.7870,  0.4900
  17091058,1,   0, 341,-17.2580, 17.0280,  1.2770,  0.5970
  17093130,1,   0, 975,-18.4000, 21.0080,  1.3740,  0.7110
  17097426,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  17100873,1,   0, 297,-16.8680, 11.8750,  1.5870,  0.6370
  17107169,1,   0, 694,-17.7800, 17.9790,  1.4070,  0.3450
  17108205,1,   0, 353,-18.3160, 17.1290,  1.1710,  0.7080
  17110155,1,   0, 975,-18.4000, 21.0080,  1.3740,  0.7110
  17110888,1,   0, 193,-17.7680, 16.3190,  1.0240,  0.4580
  17111872,1,   0, 193,-17.7680, 16.3190,  1.0240,  0.4580
  17112054,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  17114818,1,   0, 604,-17.2030, 17.7770,  1.4670,  0.3360
  17115612,1,   0, 540,-18.5120, 17.3710,  1.4800,  0.1410
  17115860,1,   0,  33,-18.1390, 18.2050,  1.1680,  0.8020
  17118289,1,   0, 531,-18.3440, 21.4450,  1.5440,  0.6310
  17121371,1,   0, 270,-18.3490, 18.4950,  1.5330,  0.6590
  17122868,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
  17126086,1,   0, 585,-18.2960, 19.8500,  1.5600,  0.3700
  17127004,1,   0, 611,-18.2490, 16.7730,  1.6510,  0.9160
  17133965,1,   0, 205,-17.3440, 17.0030,  1.6980,  0.4940
  17139015,1,   0, 946,-17.8180, 17.7780,  1.1380,  0.3380
  17140360,1,   0, 238,-18.5180, 19.8020,  1.3120,  0.1940
  17141109,1,   0, 858,-17.8870, 18.2440,  1.1850,  0.2920
  17141573,1,   0, 630,-16.9100, 13.7040,  1.3020,  0.4420
  17142060,1,   0, 282,-15.2640, 13.9300,  1.2710,  0.4300
  17142792,1,   0,  74,-18.3680, 19.9870,  1.6180,  0.5140
  17146531,1,   0, 775,-18.4330, 18.8110,  1.3470,  0.5030
  17147981,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  17151155,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
  17151248,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  17152052,1,   0, 100,-17.3920, 14.2780,  1.4850,  0.6420
  17153337,1,   0, 546,-18.0050, 18.7280,  1.1270,  0.6180
  17153458,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  17156231,1,   0, 317,-18.6190, 21.3240,  1.1770,  0.5670
  17156492,1,   0, 116,-16.6170, 15.0440,  1.0330,  0.4630
  17157316,1,   0,  92,-16.8550, 13.7650,  1.3150,  0.6140
  17159115,1,   0, 562,-18.1130, 16.5430,  1.2400,  0.5590
  17160065,1,   0, 437,-18.1380, 20.7240,  1.4080,  0.5640
  17162926,1,   0, 263,-18.7250, 16.7910,  1.1460,  0.5080
  17167265,1,   0, 510,-17.1010, 14.8840,  1.7360,  0.5330
  17169660,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  17170669,1,   0, 973,-18.3750, 18.3340,  1.2620,  0.5040
  17171836,1,   0, 575,-18.0940, 17.7540,  1.5210,  0.5700
  17172639,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  17177479,1,   0, 233,-18.0680, 18.4920,  1.7710,  0.5660
  17181405,1,   0, 645,-18.0730, 15.5160,  1.4790,  0.6920
  17181600,1,   0, 694,-17.7800, 17.9790,  1.4070,  0.3450
  17182405,1,   0, 781,-18.2550, 20.5980,  1.3070,  0.8470
  17183817,1,   0, 336,-17.2610, 16.3610,  1.5900,  0.7480
  17185311,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
  17190214,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
  17192316,1,   0, 348,-17.9490, 17.3450,  1.4470,  0.6370
  17193994,1,   0, 351,-16.7950, 17.5020,  1.5510,  0.9070
  17194888,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
  17198634,1,   0, 128,-18.5930, 17.8580,  1.0680,  0.5140
  17199629,1,   0, 244,-18.2680, 18.2070,  1.2740,  0.4490
  17202538,1,   0, 257,-18.5590, 18.5810,  1.4230,  0.2510
  17205443,1,   0, 690,-18.4750, 19.7270,  1.3080,  0.1040
  17207593,1,   0, 765,-17.4170, 17.6610,  1.2970,  0.6980
  17210493,1,   0, 858,-17.8870, 18.2440,  1.1850,  0.2920
  17214284,1,   0, 717,-17.3120, 18.7610,  1.3050,  0.8410
  17214782,1,   0, 712,-15.3450, 12.5220,  1.8150,  0.7160
  17215167,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17215390,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  17217610,1,   0, 523,-18.7620, 17.6090,  1.6520,  0.4380
  17219641,1,   0, 764,-18.7000, 17.0870,  1.4290,  0.4780
  17221919,1,   0, 293,-16.2470, 12.5210,  1.5080,  0.9330
  17223516,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  17226918,1,   0, 305,-17.3300, 16.1080,  1.2220,  0.6860
  17228388,1,   0, 150,-18.3180, 17.5040,  1.0700,  0.4710
  17229471,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
  17230925,1,   0, 311,-18.1030, 18.6670,  1.8060,  0.8100
  17236945,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  17237568,1,   0, 636,-18.8230, 20.9160,  1.2610,  0.7910
  17240529,1,   0, 415,-18.0770, 19.8390,  1.2960,  0.8140
  17240829,1,   0, 513,-18.5380, 18.8880,  1.5110,  0.5490
  17242360,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17248956,1,   0, 228,-17.7940, 20.2310,  1.3030,  0.4350
  17249007,1,   0, 113,-18.0630, 17.7340,  1.2360,  0.9180
  17249761,1,   0, 728,-15.9110, 12.0870,  1.6440,  0.4460
  17253891,1,   0, 962,-18.5040, 19.7900,  1.2160,  0.6380
  17257950,1,   0,  63,-15.6780,  9.9070,  1.5240,  0.4990
  17258499,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  17265651,1,   0, 932,-17.7240, 14.3340,  1.4670,  0.6160
  17267029,1,   0, 201,-18.4490, 17.7320,  1.1410,  0.3470
  17271759,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  17271938,1,   0,   7,-19.0180, 23.8750,  1.0060,  0.5370
  17275110,1,   0, 775,-18.4330, 18.8110,  1.3470,  0.5030
  17275621,1,   0, 558,-18.4060, 17.3270,  1.0980,  1.1320
  17277198,1,   0, 206,-18.0660, 19.8560,  1.1750,  0.4120
  17278451,1,   0, 385,-18.2740, 16.1290,  1.3930,  0.4510
  17278919,1,   0, 426,-17.8450, 16.2670,  1.6310,  0.7750
  17281157,1,   0, 494,-16.8880, 18.1520,  1.4290,  0.6240
  17281584,1,   0,  16,-18.9380, 22.2700,  1.6030,  0.8130
  17284392,1,   0,  67,-18.2580, 18.7260,  0.9950,  0.5830
  17285658,1,   0, 732,-18.3170, 19.2780,  1.2940,  0.1360
  17285938,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17287884,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  17290419,1,   0, 651,-18.3260, 18.1950,  1.7720,  0.5470
  17294214,1,   0,  78,-16.8590, 16.2350,  1.8880,  0.5770
  17296990,1,   0,  97,-16.7030, 15.2540,  1.4320,  0.7150
  17297781,1,   0, 584,-18.5390, 18.0460,  1.5420,  0.1200
  17298972,1,   0, 427,-17.7830, 17.1410,  0.8690,  1.1150
  17302938,1,   0, 178,-17.4130, 14.1970,  1.5560,  0.7810
  17307339,1,   0, 932,-17.7240, 14.3340,  1.4670,  0.6160
  17309173,1,   0, 136,-19.0140, 23.5080,  1.3330,  0.5000
  17310067,1,   0, 863,-17.2840, 15.4510,  1.3220,  0.7070
  17310143,1,   0, 233,-18.0680, 18.4920,  1.7710,  0.5660
  17310439,1,   0, 573,-18.1200, 17.3260,  0.8530,  0.6690
  17312485,1,   0, 137,-18.1830, 16.5020,  1.4670,  0.1940
  17317610,1,   0, 441,-16.9660, 12.7410,  1.1640,  0.3330
  17318344,1,   0, 618,-18.2970, 20.0980,  0.9810,  0.1860
  17321152,1,   0, 516,-18.3690, 20.0920,  1.5870,  0.1930
  17321862,1,   0, 357,-18.7240, 22.4000,  1.1250,  0.1230
  17322454,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17322698,1,   0, 177,-17.0240, 16.1670,  1.6830,  0.8060
  17322961,1,   0, 920,-18.8440, 18.7960,  1.7040,  0.4470
  17323353,1,   0,  30,-15.9420, 14.2460,  2.0630,  0.6560
  17323801,1,   0, 901,-17.8070, 19.7860,  1.1130,  0.5770
  17326609,1,   0, 459,-18.6200, 20.4770,  1.0730,  0.4460
  17327421,1,   0, 915,-18.9010, 20.7580,  1.0970,  0.5140
  17329110,1,   0, 607,-18.7180, 20.1990,  1.0600,  0.5910
  17329430,1,   0, 262,-17.7270, 19.5380,  1.1240,  0.3490
  17329833,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17331050,1,   0, 804,-18.4930, 18.8160,  1.0070,  0.7400
  17332139,1,   0, 538,-18.5420, 19.7820,  1.0940,  0.3470
  17333069,1,   0, 196,-17.0190, 13.3200,  1.0540,  0.5150
  17333632,1,   0, 704,-17.9310, 16.5000,  1.5370,  0.3730
  17335238,1,   0, 808,-16.6040, 16.4130,  1.4980,  0.3120
  17337003,1,   0, 429,-18.2330, 15.0700,  1.1460,  0.6390
  17338719,1,   0, 689,-17.9560, 18.8950,  1.5570,  0.5180
  17339138,1,   0, 927,-18.1860, 23.3150,  1.2670,  0.6450
  17340895,1,   0, 766,-15.4790, 13.4430,  1.8370,  0.8360
  17343674,1,   0, 740,-18.1730, 20.2020,  1.0210,  0.6500
  17343795,1,   0, 902,-16.8270, 14.2290,  1.7690,  0.5530
  17344575,1,   0, 753,-19.1610, 21.5690,  1.0370,  0.5920
  17346379,1,   0,  25,-18.3110, 17.4610,  1.0310,  0.1550
  17348042,1,   0, 684,-17.8510, 17.5510,  1.1480,  0.8420
  17349661,1,   0, 625,-17.9950, 19.5180,  2.0850,  0.5770
  17351933,1,   0, 742,-18.0890, 17.4970,  1.4580,  0.7060
  17354639,1,   0, 779,-17.6680, 19.1940,  0.8320,  0.3330
  17355843,1,   0, 235,-18.0580, 21.0710,  1.2550,  0.5500
  17356054,1,   0, 559,-18.1400, 17.3680,  1.3180,  0.3870
  17359668,1,   0, 659,-16.8910, 14.4370,  1.6320,  0.3690
  17362779,1,   0, 360,-15.3510,  9.0260,  2.3110,  0.8720
  17363038,1,   0, 401,-18.8720, 22.5480,  0.9610,  0.6770
  17368798,1,   0, 216,-15.8180, 13.3010,  1.8660,  0.9390
  17373608,1,   0, 816,-18.0900, 16.9210,  1.5700,  0.3740
  17377036,1,   0, 487,-18.7560,  18,  1.3860,  0.6710
  17377054,1,   0, 641,-18.7930, 24.5660,  1.5290,  0.6200
  17378261,1,   0, 321,-18.3270, 12.9910,  1.2930,  0.6190
  17380225,1,   0, 640,-15.2850, 11.8260,  1.9320,  0.9250
  17383210,1,   0, 776,-17.6570, 15.2250,  1.5350,  0.4940
  17385158,1,   0, 698,-17.8040, 14.6780,  1.3310,  0.2820
  17385326,1,   0, 251,-18.7770, 23.2870,  1.1230,  0.5510
  17385947,1,   0, 756,-17.6620, 19.9750,  0.9440,  0.5400
  17388107,1,   0, 899,-16.0190, 12.7950,  1.7970,  1.0530
  17388255,1,   0, 541,-19.3750, 21.2020,  0.8010,  0.5560
  17388448,1,   0, 886,-18.7300, 21.9310,  1.2880,  0.6890
  17389607,1,   0, 126,-18.8010, 22.5630,  1.2850,  0.4280
  17389842,1,   0, 517,-18.3820, 20.7310,  1.3770,  0.4700
  17392040,1,   0, 653,-18.2980, 16.2670,  1.7100,  0.5480
