object_id,submodel,sim_av,SLSN_INDEX,bfield,mns,pspin,kappa,kappagamma,mej,temp,vej
   5138319,1,  0.0669, 142,  0.7688,  1.8578,  2.1564,  0.1039,  0.5660,  2.4972, 3966.84, 9546.65
   5140428,1,  0.3578, 190,  0.2268,  2.0359,  1.3075,  0.1271,  0.3190, 10.4932, 6594.40, 7658.84
   5152785,1,  0.0526, 330,  0.6985,  1.9423,  1.3818,  0.0906,  0.8747, 26.8020, 8039.24, 5229.12
   5154303,1,  0.0702, 708,  0.6715,  1.9099,  1.5980,  0.1979, 47.7493, 20.0501, 5937.20, 8237.27
   5154504,1,  0.6573, 490,  0.7771,  1.7574,  1.7410,  0.1793, 31.3313,  5.3771, 5139.24,14680.17
   5172113,1,  0.0205, 363,  2.7381,  1.8929,  5.1710,  0.1477,  0.0111,  3.8327, 5559.66, 6601.38
   5172595,1,  0.0897, 998,  0.4167,  1.8490,  1.6831,  0.1153,  0.1831, 11.2919, 5922.96, 9036.82
   5176430,1,  0.3932, 624,  1.4894,  2.0574,  2.3389,  0.1218,  0.0783,  3.7214, 7394.25, 6009.02
   5187156,1,  0.1839, 677,  0.5498,  2.3678,  1.5584,  0.1266,  0.0378,  7.1453, 4078.87, 6379.67
   5193700,1,  0.0263, 119,  3.7933,  1.9239,  2.9560,  0.0588,  3.6968,  4.1856, 5537.66, 5969.18
   5194166,1,  0.2127, 993,  1.5636,  2.1550,  1.8420,  0.1028,  0.1592,  3.1766, 4250.93,10998.91
   5197433,1,  0.6667, 576,  0.0689,  1.5869,  1.3488,  0.1183,  0.0465,  9.4602, 4866.38,10590.21
   5200016,1,  0.0619,  22,  4.9232,  2.0862,  2.4162,  0.0905,  4.1783,  7.7913, 4848.35, 7529.90
   5202511,1,  0.1802, 249,  0.6754,  1.7709,  2.6095,  0.1128,  0.3118,  2.4611, 6330.52, 8928.73
   5203329,1,  0.2621, 326,  2.2715,  2.2004,  3.3922,  0.1450,  0.1308,  4.5242, 5910.16,10598.27
   5207402,1,  0.0973, 310,  1.1230,  2.0345,  1.3706,  0.1801,  2.3394, 34.8841,10414.63, 5697.23
   5214808,1,  0.0244, 397,  1.4509,  1.9135,  3.4818,  0.1514,  0.0581,  2.2448, 5205.24,10562.33
   5219147,1,  0.1004, 855,  3.0722,  2.3079,  2.1403,  0.1674, 10.3410, 11.6791, 7221.08, 7942.04
   5223870,1,  0.0915, 443,  1.7576,  2.0685,  3.7301,  0.1503,  0.0596,  2.4905, 6103.49,10244.67
   5233995,1,  0.5185, 866,  2.4402,  1.9006,  3.3964,  0.1309, 33.1721,  2.8297, 5916.10, 6634.72
   5236170,1,  0.0140, 436,  2.0858,  1.7301,  2.9572,  0.1742,  0.1209,  4.6882, 6763.29,13022.70
   5237794,1,  0.0058, 727,  0.2853,  2.0044,  1.7941,  0.1969,  0.0154,  4.2682, 4426.55, 8486.78
   5239302,1,  0.0214, 190,  0.2268,  2.0359,  1.3075,  0.1271,  0.3190, 10.4932, 6594.40, 7658.84
   5240396,1,  0.1919, 549,  0.1424,  1.4989,  1.0990,  0.1663,  0.0005, 13.7315, 5542.49, 6226.03
   5253872,1,  0.2748, 315,  1.1401,  1.8136,  1.5337,  0.1082,  0.0142,  5.1990, 5479.26, 9240.44
   5255477,1,  0.0813, 800,  5.1101,  1.9639,  4.9044,  0.1930,  1.8365,  1.5572, 6132.80, 8122.26
   5264296,1,  0.0260,  65,  0.1830,  1.7534,  2.9234,  0.1368,  1.7835,  6.4029, 6514.23, 5206.91
   5267319,1,  0.0667, 548,  0.5292,  1.5961,  1.7595,  0.1516,  2.6430,  8.6175, 7418.08, 7264.63
   5267942,1,  0.2324, 793,  0.2183,  1.6807,  1.8745,  0.1824,  1.4054, 10.6446, 6387.71,15527.99
   5268816,1,  0.0351, 794,  0.4919,  1.8850,  2.5355,  0.1609,  0.8899,  3.8775, 6600.93, 9558.00
   5270183,1,  0.0033, 415,  0.7322,  1.5648,  1.6462,  0.0549,  0.1455,  4.0893, 4208.39, 8922.22
   5277197,1,  0.1310,  93,  0.6784,  1.8679,  1.9882,  0.1591,  7.6388,  7.4294, 3788.90, 8685.75
   5279756,1,  0.1848, 292,  2.3834,  1.7969,  1.1747,  0.0925,  2.4308, 19.1362, 4057.34, 8035.47
   5280328,1,  0.0710, 819,  1.8011,  2.0808,  2.3073,  0.0538,  1.1052,  2.1237, 5575.09, 9787.58
   5284762,1,  0.2241, 930,  2.4746,  2.1446,  2.2975,  0.1228, 10.3549,  2.9330, 4912.07,10567.68
   5286498,1,  0.3705, 313,  0.4617,  1.5512,  1.6241,  0.0860,  0.4783,  7.7706, 7397.02, 5913.10
   5287356,1,  0.1435, 601,  8.2909,  1.6774,  2.3431,  0.0837,  1.2165,  4.7969, 4751.88,10376.20
   5293615,1,  0.7870, 633,  0.3515,  1.9458,  1.2837,  0.1092,  0.0060, 13.0649, 6539.21, 8887.38
   5304807,1,  0.0435, 188,  1.8140,  2.1142,  4.2980,  0.0914,  3.4030,  2.4668, 4926.13,11085.35
   5310056,1,  0.0733, 205,  1.0088,  1.5661,  2.9363,  0.1655, 39.7269,  1.7970, 7223.02,14968.59
   5313970,1,  0.5758, 780,  0.6367,  2.0849,  1.2724,  0.1711,  0.0002,  6.8606, 5875.59,12240.61
   5315514,1,  0.0913, 903,  3.8716,  1.9496,  3.1233,  0.0803,  5.7204,  2.8915, 5700.71,11354.44
   5317615,1,  0.0422, 964,  0.0766,  1.7182,  1.0971,  0.0733,  0.0009, 20.0495, 4464.78,13450.84
   5324544,1,  0.1301, 969,  0.3234,  1.8538,  1.6165,  0.0937,  0.0214, 19.7380, 6440.28, 8147.27
   5331554,1,  0.1932, 386,  1.8154,  2.0028,  3.3040,  0.1543,  1.8119,  3.4049, 3560.55, 6306.56
   5331639,1,  0.0281, 236,  1.0597,  1.8429,  2.1135,  0.1343,  0.6087,  9.6358, 5511.68, 7700.59
   5342373,1,  0.1615, 185,  1.0605,  2.0478,  1.6880,  0.1690,  0.1184,  3.6926, 5293.53,13161.82
   5350464,1,  0.1091, 133,  0.3033,  2.0331,  2.8725,  0.1360,  0.0333,  5.7801, 4753.81, 9147.47
   5360469,1,  0.0946, 550,  0.0920,  1.9485,  1.6055,  0.1205,  2.8172,  5.1903, 5068.26,10986.38
   5360563,1,  0.1947, 994,  0.1663,  1.5502,  1.1457,  0.0864,  0.1916,  3.0933, 4825.90,13079.31
   5362233,1,  0.3383, 695,  0.3130,  1.8292,  2.0508,  0.1122,  3.2168,  3.0675, 6411.15,15336.36
   5365326,1,  0.0423, 879,  0.0810,  1.9457,  1.0868,  0.1574,  0.0050, 35.3940, 5835.34, 9674.97
   5369320,1,  0.0417, 377,  0.0855,  1.6033,  2.1234,  0.1462,  0.0188, 14.8140, 5658.00,10296.91
   5373518,1,  0.5634, 973,  0.8169,  1.8613,  4.9434,  0.1444,  0.0903,  1.8210, 5410.13,10264.63
   5375311,1,  0.0678, 249,  0.6754,  1.7709,  2.6095,  0.1128,  0.3118,  2.4611, 6330.52, 8928.73
   5375459,1,  0.2090,  70,  1.6020,  1.6833,  3.2786,  0.1567,  0.0674,  2.9488, 6454.96,11208.06
   5381373,1,  0.0753, 825,  0.2991,  2.2377,  1.2583,  0.0933,  0.3796,  6.6931, 8028.15,10013.14
   5384919,1,  0.2281, 621,  1.0115,  1.8786,  1.4805,  0.1519,  3.1663,  2.8609, 5120.46,14842.99
   5392828,1,  0.0782, 375,  1.2592,  2.1367,  3.5795,  0.0674, 1151.59,  4.0731, 4741.76,10108.38
   5394036,1,  0.0420,  88,  1.2120,  1.5754,  1.4012,  0.0760,  1.0501,  6.0837, 6994.15, 8741.97
   5394742,1,  0.1552, 955,  0.1353,  1.8234,  3.2673,  0.1277,  0.4870,  2.5448, 6486.84, 8798.89
   5396270,1,  0.4253, 723,  0.4045,  1.6277,  2.6935,  0.1545,  1.8213,  7.1998, 7084.29, 6842.16
   5400053,1,  0.1025, 976,  1.7026,  1.6635,  1.5643,  0.1564,  0.1706, 23.2132, 6157.26, 8702.20
   5405082,1,  0.0045,  65,  0.1830,  1.7534,  2.9234,  0.1368,  1.7835,  6.4029, 6514.23, 5206.91
   5406799,1,  0.4343, 670,  0.5548,  1.7482,  1.7516,  0.0955,  0.0277,  7.0793, 6506.78, 9602.11
   5414004,1,  0.1591, 210,  0.2433,  2.0537,  3.1702,  0.1694,  0.0105,  3.3968, 6426.64,11359.43
   5417489,1,  0.2752,  81,  0.1945,  1.5445,  1.7976,  0.1466,  0.4188,  3.4061, 3590.12,17009.51
   5419335,1,  1.2137, 292,  2.3834,  1.7969,  1.1747,  0.0925,  2.4308, 19.1362, 4057.34, 8035.47
   5425119,1,  0.0700, 296,  2.9233,  1.8049,  2.7613,  0.1569, 21.0658,  6.1385, 4338.60, 9624.15
   5428562,1,  0.0534, 724,  1.3198,  1.9183,  3.1764,  0.1356,  1.5155,  2.2470, 7941.59, 9629.10
   5429073,1,  0.0642, 371,  3.3014,  2.2221,  1.4850,  0.0782,  0.2546,  4.9777, 3930.24, 8132.56
   5429142,1,  0.1573, 585,  1.6585,  2.2908,  3.3075,  0.1167,  0.0238,  6.6362, 4329.00, 6190.31
   5438036,1,  0.1648, 779,  0.3785,  1.5567,  1.0906,  0.1043,  0.0194, 14.3071, 4076.57, 9869.77
   5438050,1,  0.0081, 110,  2.6235,  1.8973,  3.8439,  0.1494,  2.4527,  2.0275, 5588.44, 8827.58
   5439602,1,  0.0062, 227,  0.1699,  1.5605,  1.5040,  0.1624,  0.1023,  4.5923, 6913.19,10171.60
   5443126,1,  0.0962, 563,  1.0105,  1.8176,  2.1182,  0.1180,  0.0166,  9.9552, 5978.24, 7972.81
   5450370,1,  0.9413, 930,  2.4746,  2.1446,  2.2975,  0.1228, 10.3549,  2.9330, 4912.07,10567.68
   5452749,1,  0.5177, 265,  2.0476,  2.0742,  1.8430,  0.0693,  0.0027, 12.7176, 6221.66, 7865.70
   5459500,1,  0.7706, 205,  1.0088,  1.5661,  2.9363,  0.1655, 39.7269,  1.7970, 7223.02,14968.59
   5461596,1,  0.1716, 727,  0.2853,  2.0044,  1.7941,  0.1969,  0.0154,  4.2682, 4426.55, 8486.78
   5465418,1,  0.0249, 794,  0.4919,  1.8850,  2.5355,  0.1609,  0.8899,  3.8775, 6600.93, 9558.00
   5469168,1,  0.2551, 572,  3.3373,  1.6768,  4.0739,  0.0878, 96.1440,  5.9981, 6737.92, 6893.93
   5472216,1,  0.0910,  94,  2.5896,  2.1661,  3.0695,  0.1451, 37.6984,  1.2043, 6226.87,10127.33
   5474491,1,  0.0992, 724,  1.3198,  1.9183,  3.1764,  0.1356,  1.5155,  2.2470, 7941.59, 9629.10
   5478901,1,  0.2372, 748,  0.2478,  1.9028,  1.2085,  0.1748,  0.0027,  5.6143, 5689.55, 8291.25
   5479884,1,  0.1463, 415,  0.7322,  1.5648,  1.6462,  0.0549,  0.1455,  4.0893, 4208.39, 8922.22
   5480290,1,  0.1100, 907,  2.2150,  2.1188,  2.8423,  0.1051,  1.7453,  4.1071, 4903.56,13956.55
   5482881,1,  0.3593,   0,  0.4938,  1.6812,  1.0950,  0.1397,  0.0046, 11.9495, 4993.87,10238.32
   5495118,1,  0.0082, 843,  0.5785,  1.9720,  1.4693,  0.1427,  0.0022, 13.0323, 4344.57, 8200.50
   5496402,1,  0.1793, 551,  1.5567,  2.1510,  1.2928,  0.1227,  4.6873,  8.7812, 4106.66,10343.81
   5496824,1,  0.4389, 206,  0.7040,  1.7878,  1.7270,  0.1156,  3.3400,  6.5272, 6947.25, 5703.95
   5497719,1,  0.1439,  35,  0.8871,  2.0220,  3.4876,  0.0959,  1.1150,  2.9780, 4725.74, 8012.64
   5498647,1,  0.1579, 794,  0.4919,  1.8850,  2.5355,  0.1609,  0.8899,  3.8775, 6600.93, 9558.00
   5503821,1,  0.0360, 103,  4.8383,  1.8238,  2.7163,  0.0858,  0.1017,  2.8328, 5511.68, 8690.36
   5505640,1,  0.1253,  91,  1.8632,  1.8952,  4.1314,  0.1124,  1.3701,  3.2679, 4501.41, 7762.09
   5506391,1,  0.0900, 325,  2.1242,  1.5425,  2.0406,  0.1207,  0.8783, 11.8598, 7952.40, 7610.66
   5512652,1,  0.1777, 141,  0.3021,  1.7728,  2.8043,  0.1444,  0.0279,  3.4516, 7100.73,10386.35
   5514076,1,  0.0671, 375,  1.2592,  2.1367,  3.5795,  0.0674, 1151.59,  4.0731, 4741.76,10108.38
   5525366,1,  0.0085, 876,  0.5346,  1.9617,  1.2341,  0.0875,  0.9520,  5.3502, 5275.63,11215.82
   5526023,1,  0.0034,   8,  0.2088,  1.5355,  2.4010,  0.1178,  0.0936,  7.2154, 7906.42, 9367.93
   5527338,1,  0.0527, 208,  0.1006,  1.4440,  1.1435,  0.1234,  0.0397,  4.8622, 4696.62,10086.94
   5532574,1,  0.3060, 981,  0.7989,  1.9335,  2.5389,  0.1329,  0.4375,  3.2051, 7663.91,12020.62
   5548020,1,  0.5278, 172,  0.4661,  2.2335,  1.4094,  0.0846,  0.3729, 21.8978, 7603.89, 7376.56
   5551821,1,  0.1635, 138,  0.3154,  1.9344,  3.5579,  0.1964,  1.2939,  2.3251, 4837.73,12265.48
   5560843,1,  0.0402, 537,  1.3972,  1.8262,  4.0421,  0.1274,  2.2175,  1.5181, 6050.10, 5918.51
   5561601,1,  0.3949,  98,  0.4627,  2.0816,  2.7867,  0.1062,  2.1801,  7.9821, 5893.52, 8109.80
   5569176,1,  0.0423, 233,  1.7811,  1.6616,  1.3349,  0.1536,  0.2249, 13.1496, 7602.58, 7909.44
   5573106,1,  0.8063, 649,  0.5911,  1.7696,  1.2807,  0.1109,  0.0111,  8.9068, 5656.03, 7036.57
   5574783,1,  0.1012, 966,  9.0164,  2.0480,  4.1001,  0.0689, 11.2091,  6.1862, 6459.79, 8879.65
   5577502,1,  0.2508, 537,  1.3972,  1.8262,  4.0421,  0.1274,  2.2175,  1.5181, 6050.10, 5918.51
   5577571,1,  0.1292, 277,  0.3514,  1.9670,  2.3089,  0.0876,  0.4777,  3.3607, 6179.57,12963.27
   5579315,1,  0.1989, 710,  0.7677,  1.9361,  1.9596,  0.1449,  0.0627,  5.2411, 6812.93, 6810.75
   5589022,1,  0.2272, 410,  0.1613,  2.1397,  1.5210,  0.1258,  0.0090, 15.6005, 7245.89, 5714.37
   5593816,1,  0.1020, 169,  0.3016,  1.7143,  1.2287,  0.1933,  0.0108,  3.3015, 5027.99,14516.51
   5598465,1,  0.5697, 612,  0.9399,  1.6304,  2.2293,  0.0892, 11.1469,  4.6670, 7661.14, 8278.60
   5599609,1,  0.1982,  54,  0.8669,  1.6721,  2.0956,  0.1587,  0.1982,  3.0698, 4585.28,10490.91
   5603923,1,  0.0140, 885,  6.0798,  1.9224,  1.1521,  0.0933, 32.6896,  9.5973, 6680.07, 6628.48
   5616177,1,  0.2385, 449,  4.2302,  1.5236,  2.2882,  0.1274,  8.4791,  1.2533, 7600.57, 8005.70
   5617016,1,  2.4199, 893,  0.3854,  1.7135,  1.2872,  0.1302,  0.0282, 13.2794, 5254.75, 7406.45
   5617021,1,  0.1752, 757,  0.2120,  1.8922,  1.0491,  0.1533,  0.7493, 10.3939, 6574.12,10038.42
   5617885,1,  0.1080, 366,  0.3126,  1.6350,  2.1427,  0.0715,  0.5857,  1.6402, 5899.23,16548.91
   5626140,1,  0.5663, 180,  4.1353,  1.7719,  1.5556,  0.1054,  0.0606,  4.5307, 5233.15, 9074.01
   5626535,1,  0.4580, 881,  0.2988,  1.5282,  1.8823,  0.1499,  0.0048,  3.6112, 5776.40, 9019.25
   5634493,1,  0.0089, 522,  2.2104,  1.8215,  1.5523,  0.0932,  0.3303, 12.2869, 6556.87, 8766.10
   5636692,1,  0.2818, 636,  1.1635,  2.0605,  2.7804,  0.1829,  0.2327,  8.4912, 7271.47, 9484.31
   5637610,1,  0.0997, 609,  0.1096,  1.8349,  1.2904,  0.1499,  0.0009, 12.5192, 7834.47,10362.05
   5643252,1,  1.0731, 256,  2.7498,  1.8159,  1.6838,  0.0975,  0.5408, 37.2684, 4810.09, 7548.69
   5651407,1,  0.2069, 486,  0.6768,  2.0143,  1.3943,  0.1848,  0.2714, 20.2151, 5064.02,11431.20
   5658792,1,  0.8669, 669,  0.2128,  1.7527,  1.5323,  0.1306,  0.0038,  7.3210, 7765.88,10993.08
   5659125,1,  0.0891, 674,  0.5878,  1.7648,  1.2569,  0.1339, 12.4090, 16.8954, 7061.04, 9795.49
   5660165,1,  0.0334, 723,  0.4045,  1.6277,  2.6935,  0.1545,  1.8213,  7.1998, 7084.29, 6842.16
   5664237,1,  0.7930, 649,  0.5911,  1.7696,  1.2807,  0.1109,  0.0111,  8.9068, 5656.03, 7036.57
   5664301,1,  0.0311,  88,  1.2120,  1.5754,  1.4012,  0.0760,  1.0501,  6.0837, 6994.15, 8741.97
   5679390,1,  0.0473, 252,  0.0606,  1.6616,  1.3414,  0.1259,  0.0005,  3.5534, 5031.25, 7865.13
   5685779,1,  0.0381, 369,  0.6202,  1.9809,  1.2497,  0.1201, 20.8019,  8.6083, 3266.07, 7852.71
   5691681,1,  0.0100,  46,  0.5289,  1.8421,  2.0866,  0.0899, 46.2975,  5.0261, 6179.97,14720.53
   5692905,1,  0.2188, 754,  0.3192,  1.7941,  1.3274,  0.1907,  0.0356, 12.2670, 6438.83,13221.41
   5693153,1,  0.0659, 460,  0.8791,  2.0172,  2.1576,  0.1308,  0.4068, 11.7861, 5951.26, 6762.69
   5696789,1,  0.0248, 107,  0.4804,  1.7807,  2.5658,  0.1707,  0.1449,  4.8244, 6766.47, 8512.61
   5700030,1,  0.2206, 739,  0.4869,  1.5231,  2.5816,  0.0875,  0.0177, 12.0676, 8264.56, 6527.15
   5700744,1,  0.8586, 550,  0.0920,  1.9485,  1.6055,  0.1205,  2.8172,  5.1903, 5068.26,10986.38
   5703700,1,  0.0920, 307,  3.1235,  1.6340,  2.4663,  0.1469, 39.5820,  3.0598, 6111.59,13134.68
   5704318,1,  0.3400, 594,  0.4603,  2.1345,  1.0261,  0.1070,  0.0117, 58.5221, 4967.74, 6274.32
   5707593,1,  0.2102,  98,  0.4627,  2.0816,  2.7867,  0.1062,  2.1801,  7.9821, 5893.52, 8109.80
   5712119,1,  0.1596, 891,  0.0992,  1.7078,  2.2958,  0.1398,  0.2034,  3.1790, 6810.47,10307.31
   5712534,1,  0.0205, 776,  1.0118,  1.6797,  4.3790,  0.1422,  1.9344,  4.2869, 6398.97, 8830.72
   5716239,1,  0.0389, 113,  0.9098,  1.6131,  1.1098,  0.0874,  0.0339, 29.5895, 8133.47, 7349.22
   5731058,1,  0.0272, 831,  0.5431,  1.7216,  2.5012,  0.0834,  0.1927,  7.6039, 5500.32, 5509.74
   5732646,1,  0.0418, 779,  0.3785,  1.5567,  1.0906,  0.1043,  0.0194, 14.3071, 4076.57, 9869.77
   5734830,1,  0.0384,  34,  0.7635,  2.4822,  1.8277,  0.1913,  0.4075, 17.4594, 7045.61, 9764.11
   5740464,1,  0.0681, 814,  0.5854,  1.5359,  1.4825,  0.0973, 31.7113,  3.7607, 4951.34, 9540.38
   5742442,1,  0.1138, 541,  1.8907,  2.3408,  2.2564,  0.1311,  2.6955,  7.7605, 5226.53, 7618.27
   5744375,1,  0.2313,  58,  0.4177,  1.8201,  3.7683,  0.0678,  0.2184,  5.3713, 4859.11, 6990.89
   5749767,1,  0.0782, 162,  2.9539,  1.9794,  3.9697,  0.0587,  3.1718,  8.5567, 4432.40, 6686.54
   5749916,1,  0.2060, 518,  0.6693,  2.1087,  2.1417,  0.1242,  1.9658,  6.6926, 7647.23,10844.12
   5751925,1,  0.1075, 184,  2.1215,  2.4127,  2.9432,  0.1019,  1.0662, 15.3585, 7000.68, 8455.66
   5755313,1,  0.1354, 993,  1.5636,  2.1550,  1.8420,  0.1028,  0.1592,  3.1766, 4250.93,10998.91
   5755590,1,  0.0122, 746,  0.5070,  2.2256,  3.0659,  0.1182,  0.8221,  3.8488, 6029.56,13060.78
   5757972,1,  0.1222, 442,  1.5079,  1.6204,  1.6218,  0.0944,  0.1098, 11.3219, 5899.68, 5810.48
   5760114,1,  0.0235, 561,  7.8551,  2.2198,  5.5027,  0.0749,  0.1501,  1.0339, 3711.85, 7058.61
   5768137,1,  0.4300, 644,  1.7677,  1.7561,  1.4309,  0.0903,  0.1196, 12.6774, 7434.36,11889.27
   5774829,1,  0.2922, 111,  0.2601,  1.8408,  1.3344,  0.1937,  0.6361, 57.6670, 9267.20, 5414.66
   5777513,1,  0.0795, 897,  0.1955,  2.1620,  1.0905,  0.1913,  0.0689, 12.1660, 6210.53, 9218.43
   5782001,1,  0.0908, 766,  0.2673,  1.6372,  2.8217,  0.1876,  0.3151,  4.3432, 8059.47,10771.98
   5784173,1,  0.0214, 229,  0.7123,  2.2369,  1.1295,  0.1441,  0.2193, 17.5400, 9719.30, 7080.99
   5790198,1,  0.0998, 511,  0.1017,  2.0808,  1.5306,  0.0739,  0.0758,  3.5726, 4871.59,11612.58
   5793847,1,  0.3711, 591,  0.1129,  1.4612,  1.0374,  0.1678,  0.4125,  9.9700, 4276.73, 9909.37
   5796454,1,  0.0071, 691,  6.7711,  1.7496,  4.9069,  0.1082,  3.1432,  1.6610, 3654.26,11396.37
   5797834,1,  0.1958, 745,  1.0462,  1.8271,  2.1864,  0.1237,  4.8330,  3.5672, 5721.57, 7522.81
   5802453,1,  0.0540, 653,  2.3904,  1.8907,  3.1803,  0.0990,  3.7113,  1.2862, 4793.71,11457.30
   5802661,1,  0.1282,  14,  0.3436,  2.0250,  1.3420,  0.1130,  1.5909,  4.6591, 6146.88,11756.86
   5809360,1,  1.1045, 804,  2.5902,  2.0242,  1.3945,  0.1355,  0.0355,  5.1163, 3990.18, 6987.61
   5812496,1,  0.2875,  14,  0.3436,  2.0250,  1.3420,  0.1130,  1.5909,  4.6591, 6146.88,11756.86
   5814511,1,  0.0951, 808,  0.8573,  2.0215,  2.8321,  0.1709,  0.1031,  1.9471, 5766.05,10719.88
   5815614,1,  0.1006, 136,  0.8908,  2.2747,  3.4486,  0.1429,  0.6244,  3.5010, 6585.71,10184.92
   5815634,1,  0.1810,  18,  0.5437,  1.8352,  4.5763,  0.1221,  0.3091,  1.8717, 7848.89, 9396.35
   5819622,1,  0.0687, 551,  1.5567,  2.1510,  1.2928,  0.1227,  4.6873,  8.7812, 4106.66,10343.81
   5821937,1,  0.1399, 206,  0.7040,  1.7878,  1.7270,  0.1156,  3.3400,  6.5272, 6947.25, 5703.95
   5832042,1,  0.0481, 494,  0.7310,  1.4582,  1.5610,  0.1184,  1.5125,  2.1127, 5227.02, 7751.05
   5839663,1,  0.1397, 821,  0.7277,  1.7442,  2.0859,  0.1760,  0.0403, 10.7007, 7027.12,10281.35
   5846039,1,  0.0998, 321,  0.5210,  1.7606,  2.3054,  0.1552,  1.4448,  4.4733, 5608.42,19088.36
   5847003,1,  0.1284, 672,  3.2418,  1.7933,  1.9084,  0.1171,  1.4144,  6.4487, 4553.34, 7791.96
   5848454,1,  0.1471, 395,  0.1468,  1.7502,  1.7669,  0.1347,  0.1598, 12.1103, 7597.00,10029.95
   5849111,1,  0.1107, 690,  0.6461,  1.7558,  1.6143,  0.1291,  0.0188,  3.7647, 4039.73,13849.05
   5852945,1,  0.0710, 400,  0.6480,  1.7055,  1.4727,  0.1644,  0.1679,  6.5690, 6192.23,12942.37
   5853977,1,  0.0046, 184,  2.1215,  2.4127,  2.9432,  0.1019,  1.0662, 15.3585, 7000.68, 8455.66
   5857488,1,  0.0732,  44,  2.9268,  1.7727,  3.1801,  0.1010,  3.2499,  2.1177, 6697.32, 9227.82
   5867262,1,  0.3226, 569,  0.0335,  1.7805,  1.3758,  0.1833,  0.1301,  2.8646, 4947.01,16613.83
   5872220,1,  0.0872, 901,  7.8986,  2.3048,  4.3899,  0.1061,  2.2806,  1.0820, 5173.40,13639.78
   5878066,1,  0.2123, 761,  1.3686,  2.4681,  1.2969,  0.0952, 10.1021, 16.2721, 6210.64, 7561.85
   5883176,1,  0.0421, 444,  0.1258,  1.4309,  2.0542,  0.1237,  0.1316,  3.4586, 3738.24,13994.59
   5884362,1,  0.0731, 268,  0.4666,  1.6577,  2.1849,  0.0655,  0.6083,  4.3532, 7818.57, 7301.64
   5889433,1,  0.7465, 429,  0.4224,  1.8217,  2.1499,  0.1054,  0.0510, 12.4493, 4151.48, 6444.65
   5892710,1,  0.0120, 399,  1.1127,  1.7673,  1.8100,  0.1599,  1.4375,  4.6478, 6837.19,10053.36
   5894877,1,  0.0878, 994,  0.1663,  1.5502,  1.1457,  0.0864,  0.1916,  3.0933, 4825.90,13079.31
   5910501,1,  0.2541, 756,  4.1248,  1.8114,  4.5686,  0.1334,  2.4019,  6.6612, 6014.69, 5674.85
   5913997,1,  0.2453, 963,  1.0984,  1.8995,  2.1784,  0.1516,  1.4432, 11.0466, 7082.95, 6176.23
   5914673,1,  0.3007, 719,  1.9519,  1.8294,  2.9439,  0.1207,  0.1798,  1.8456, 5519.37, 9366.33
   5922998,1,  0.0822, 178,  3.6575,  2.7316,  1.8193,  0.0822,  0.0033, 22.8506, 6311.09, 6657.98
   5923631,1,  0.0521, 442,  1.5079,  1.6204,  1.6218,  0.0944,  0.1098, 11.3219, 5899.68, 5810.48
   5937889,1,  0.2498, 272,  1.0019,  1.9688,  2.2111,  0.1140,  0.0687,  2.5763, 4975.19,19264.69
   5941120,1,  0.0359, 522,  2.2104,  1.8215,  1.5523,  0.0932,  0.3303, 12.2869, 6556.87, 8766.10
   5942823,1,  0.2681, 907,  2.2150,  2.1188,  2.8423,  0.1051,  1.7453,  4.1071, 4903.56,13956.55
   5943027,1,  0.0516, 235,  0.8517,  1.6382,  1.5466,  0.1734,  0.3708, 14.3535, 5830.32, 9376.88
   5946309,1,  0.0621, 460,  0.8791,  2.0172,  2.1576,  0.1308,  0.4068, 11.7861, 5951.26, 6762.69
   5949557,1,  0.0793,  34,  0.7635,  2.4822,  1.8277,  0.1913,  0.4075, 17.4594, 7045.61, 9764.11
   5955149,1,  0.1518, 430,  0.2604,  1.5331,  2.4361,  0.1770,  0.3169,  7.2999, 4887.98, 8135.03
   5957997,1,  0.2509, 262,  2.4194,  1.8201,  1.4547,  0.0625, 38.7734,  4.5071, 6214.29, 6440.76
   5958596,1,  0.0161, 679,  0.4666,  1.4486,  2.4519,  0.1412,  0.0333,  2.9993, 4404.95,15627.46
   5958725,1,  0.0328, 237,  0.2324,  2.1994,  3.2359,  0.1870,  0.2189,  1.5101, 5813.11, 6728.90
   5961032,1,  0.0228, 111,  0.2601,  1.8408,  1.3344,  0.1937,  0.6361, 57.6670, 9267.20, 5414.66
   5963391,1,  0.5817, 540,  2.3049,  1.5304,  3.3508,  0.1327,  4.1925,  2.5490, 7972.18, 6999.66
   5970663,1,  0.4311, 757,  0.2120,  1.8922,  1.0491,  0.1533,  0.7493, 10.3939, 6574.12,10038.42
   5975423,1,  0.0018,  90,  1.3773,  1.9052,  3.2222,  0.1790,  0.3861,  2.1523, 4471.68,11554.54
   5978617,1,  0.0159, 369,  0.6202,  1.9809,  1.2497,  0.1201, 20.8019,  8.6083, 3266.07, 7852.71
   5979682,1,  0.2500, 399,  1.1127,  1.7673,  1.8100,  0.1599,  1.4375,  4.6478, 6837.19,10053.36
   5981756,1,  0.0767, 855,  3.0722,  2.3079,  2.1403,  0.1674, 10.3410, 11.6791, 7221.08, 7942.04
   5982188,1,  0.3537, 408,  0.5784,  1.9676,  3.4120,  0.1301,  0.0350,  2.9677, 7551.74,10698.80
   5984698,1,  0.0980, 984,  1.1324,  1.8829,  2.3852,  0.1471,  0.1656,  5.5314, 5127.65, 5996.34
