object_id,submodel,sim_av,TEFF,LOGG,GAIA_DIST,DIST,T0,U0,TE
  49601227,1,   0, 4845.02,  4.4732, 1419.65, 8957.37,60952.88,  0.1734, 15.0047
  49623978,1,   0, 4802.04,  3.6948, 2085.51,13158.65,58833.90,  0.8195, 39.8088
  49666008,1,   0,5389,  4.1285, 1139.60, 7190.40,61007.03,  0.0015, 26.5885
  49803685,1,   0, 5774.50,  4.2844, 2736.73,17267.58,60791.80,  0.8812,  6.9254
  49875529,1,   0, 4903.75,  4.6046, 1005.83, 6346.38,58718.08,  0.3567, 74.1799
  49945960,1,   0,5816,  4.2690, 2687.45,16956.66,60239.48,  0.3931, 20.3865
  50181970,1,   0,5384,  4.6088, 1266.62, 7991.86,59088.95,  0.0135, 30.3516
  50633402,1,   0,5824,  4.3952,  899.44, 5675.10,61802.65,  0.6050, 79.4638
  50761489,1,   0,4267,  4.5969,  382.63, 2414.22,59726.21,  0.1405, 48.9311
  51194869,1,   0, 6377.05,  4.3945, 1585.04,10000.91,59059.64,  0.8280, 19.0341
  51314704,1,   0, 4388.28,  4.2892,  582.82, 3677.34,58794.68,  0.8426, 75.7236
  51404859,1,   0, 4585.05,  4.2049, 1152.87, 7274.12,59795.90,  0.3871,  181.69
  51653412,1,   0, 4423.75,  4.2709,  997.01, 6290.70,59737.29,  0.3726, 51.2118
  52080862,1,   0, 5713.67,  4.2791, 1145.08, 7224.98,61380.32,  0.8749,  1.9577
  52129020,1,   0,4898,  4.5764,  729.45, 4602.50,60901.94,  0.1175, 64.7727
  52228730,1,   0, 4462.50,  4.3352,  539.23, 3402.30,60992.34,  0.9919, 38.0938
  52564174,1,   0, 7064.83,  4.3438,  543.92, 3431.91,59867.16,  0.6184, 22.9486
  53033400,1,   0,4194,  4.4907,  811.10, 5117.67,60746.80,  0.2053, 98.7381
  53138603,1,   0,4311,  3.5179, 1538.94, 9710.02,58893.63,  0.6177, 48.4456
  53568535,1,   0, 6113.81,  4.2535, 2712.23,17113.03,62079.06,  0.4262, 69.6202
  53733165,1,   0,5794,  4.3810,  411.78, 2598.14,60515.97,  0.1222, 19.1658
  54392797,1,   0,5329,  4.2405, 1735.51,10950.32,62221.93,  0.7750,  9.7106
  54506508,1,   0, 4418.51,  4.5178,  889.13, 5610.01,61633.05,  0.2384, 12.7861
  54830409,1,   0,4370,  4.5212,  582.61, 3676.05,59797.12,  0.7336, 29.1971
  55015632,1,   0,5330,  3.9355,  475.29, 2998.85,59389.97,  0.4754,  110.70
  55194388,1,   0, 5131.81,  4.4107,  502.94, 3173.35,60635.60,  0.1150, 74.9973
  55389520,1,   0, 4585.05,  4.2049, 1152.87, 7274.12,59795.90,  0.3871,  181.69
  55506421,1,   0,5725,  4.4734,  459.14, 2896.96,62308.17,  0.8967, 21.4360
  55550572,1,   0, 4978.08,  4.5414,  584.49, 3687.87,59951.98,  0.0174, 25.4688
  55662208,1,   0, 4710.80,  4.2402, 1236.55, 7802.12,60057.74,  0.2628, 14.2138
  55669336,1,   0, 4289.62,  4.5958,  130.36,  822.50,62141.70,  0.5853,  133.34
  55799764,1,   0, 6131.50,  4.3443,  950.39, 5996.55,61361.82,  0.2392, 33.2185
  55829485,1,   0,4979,  4.5115,  747.44, 4716.03,58652.89,  0.7131, 27.0795
  55984945,1,   0,5339,  4.4318, 1795.01,11325.75,61814.21,  0.6861,  8.8926
  55995500,1,   0, 5813.25,  4.3707, 2271.18,14330.17,58914.88,  0.2728, 10.7026
  56201869,1,   0, 5017.68,  4.1689, 1208.61, 7625.78,60530.31,  0.9788,  124.99
  56549038,1,   0, 5193.35,  4.4447,  576.24, 3635.80,62314.62,  0.5839,  9.7255
  56567392,1,   0, 3938.93,  4.4694,  136.82,  863.25,61453.05,  0.6509, 23.6827
  56584102,1,   0,3585,  3.3186, 1602.31,10109.88,59546.75,  0.4093, 53.2519
  56699706,1,   0,6269,  4.4668, 1841.28,11617.70,60816.84,  0.8248, 65.3479
  56886292,1,   0, 5788.33,  3.9449, 2862.87,18063.48,60297.13,  0.5125, 43.6954
  56965869,1,   0, 4213.32,  4.1634, 1132.37, 7144.80,60444.88,  0.2187,  8.7233
  57388585,1,   0, 5343.55,  4.6290,  590.21, 3724.00,59880.65,  0.5106, 24.5243
  57535870,1,   0,4933,  4.2110, 1390.82, 8775.48,59219.43,  0.5585, 12.5557
  57614759,1,   0, 5444.28,  4.6041,  364.34, 2298.82,59731.60,  0.2388, 56.4042
  58110491,1,   0,5719,  4.5056,  853.68, 5386.35,61527.59,  0.9925, 25.5470
  58222022,1,   0,5447,  4.4275,  643.25, 4058.65,59586.65,  0.2084, 57.5112
  58247611,1,   0,4948,  4.6193, 1024.80, 6466.05,61233.80,  0.9441, 13.1779
  58436592,1,   0, 4976.06,  4.4578, 1818.51,11474.04,59269.61,  0.4259, 69.7706
  58550040,1,   0, 6218.93,  3.8679,  709.98, 4479.64,59289.28,  0.4957, 11.7967
  58597506,1,   0,4879,  4.3076,  755.29, 4765.54,59057.34,  0.1687,  9.3114
  58739615,1,   0, 4863.67,  4.1309, 1366.12, 8619.64,59963.23,  0.8844,  416.18
  58750707,1,   0, 5818.75,  3.9063, 1488.98, 9394.84,59903.32,  0.4338, 21.4210
  58891844,1,   0, 4034.16,  4.5290,  362.00, 2284.09,60002.41,  0.7697, 70.0106
  58902067,1,   0, 4852.15,  4.5049, 1101.08, 6947.34,60890.40,  0.3678,  143.60
  59301699,1,   0, 4871.53,  4.6105,  571.10, 3603.41,60922.30,  0.4908,  102.17
  59458503,1,   0, 4901.97,  4.4714,  474.45, 2993.58,61984.29,  0.5395, 34.2477
  59761774,1,   0, 4971.12,  4.3331,  788.52, 4975.22,59909.24,  0.5895, 28.1805
  60613517,1,   0, 5005.40,  4.2975, 1817.19,11465.70,59561.05,  0.0688, 59.5414
  60794815,1,   0,5388,  4.1726, 2279.46,14382.43,62093.09,  0.4816, 18.1997
  60946893,1,   0, 5013.75,  4.6265,  815.33, 5144.37,60844.24,  0.5319, 38.3218
  61033985,1,   0,5763,  3.8972, 3084.52,19461.98,61580.48,  0.7957, 70.7456
  61056588,1,   0,5763,  3.8972, 3084.52,19461.98,61580.48,  0.7957, 70.7456
  61095387,1,   0, 5802.67,  4.4779, 1343.72, 8478.33,59374.05,  0.0333, 83.8255
  61125967,1,   0, 4375.50,  4.4806, 1094.09, 6903.25,58735.59,  0.7008, 16.1817
  61138850,1,   0,5012,  4.4680, 1300.90, 8208.11,59787.06,  0.0776, 75.9289
  61505796,1,   0, 4863.67,  4.1309, 1366.12, 8619.64,59963.23,  0.8844,  416.18
  61708965,1,   0, 5111.33,  3.9034, 2430.13,15333.11,60582.37,  0.3438, 10.6166
  61775846,1,   0,5355,  4.4809,  450.96, 2845.35,61549.62,  0.8724,  7.0672
  62031486,1,   0, 4287.25,  4.4945,  882.77, 5569.89,61917.23,  0.3533, 69.1127
  62072366,1,   0,5298,  4.3198, 1107.79, 6989.67,60755.37,  0.4765, 37.2814
  62476109,1,   0,5525,  3.8918, 1351.35, 8526.45,61788.17,  0.3542, 34.5647
  62816774,1,   0, 4402.50,  4.4332, 1074.81, 6781.57,61656.05,  0.0381,  261.84
  63043633,1,   0, 5235.91,  4.3908,  342.01, 2157.93,59911.06,  0.4597, 76.5123
  63480468,1,   0,4060,  4.6326,  369.88, 2333.77,61903.27,  0.8818, 43.8790
  63527391,1,   0, 5017.68,  4.1689, 1208.61, 7625.78,60530.31,  0.9788,  124.99
  63609998,1,   0,4907,  4.4510,  557.20, 3515.67,62414.09,  0.8599,  231.53
  63646778,1,   0,4917,  4.2835, 1784.44,11259.05,59666.94,  0.6174, 33.1006
  63666565,1,   0,5442,  4.4888,  259.08, 1634.69,60932.77,  0.5058, 83.9750
  63722692,1,   0, 4949.82,  4.7420,  821.76, 5184.96,60694.76,  0.0531, 22.2928
  63753251,1,   0,5770,  4.0625, 1742.77,10996.12,62146.20,  0.5308, 46.0552
  63797839,1,   0, 5793.50,  4.2406, 1963.48,12388.72,60433.41,  0.1085, 20.8843
  63802642,1,   0, 5304.67,  4.2877, 1506.93, 9508.10,59688.07,  0.6589,  9.7640
  63915214,1,   0, 6426.90,  4.0197, 1523.00, 9609.46,59151.31,  0.7797, 25.6920
  64844361,1,   0,5034,  4.4141, 1105.83, 6977.30,59029.46,  0.9498, 46.1694
  64854881,1,   0, 4802.02,  4.4545, 1222.20, 7711.53,62295.45,  0.7348, 26.0910
  65086971,1,   0,5364,  4.4212, 1119.32, 7062.43,61916.66,  0.7420, 21.4390
  65297050,1,   0,7889,  4.3450, 1735.51,10950.32,62144.21,  0.6904,  7.3214
  65506006,1,   0, 4995.34,  3.8388, 1690.05,10663.47,60242.70,  0.0714, 12.1502
  65530351,1,   0, 5686.33,  4.3288,  518.32, 3270.40,61679.90,  0.4250,  9.7004
  65649711,1,   0, 5343.55,  4.6290,  590.21, 3724.00,59880.65,  0.5106, 24.5243
  65687425,1,   0, 5878.76,  4.1330, 1610.31,10160.34,62004.75,  0.3184, 23.9024
  65711369,1,   0, 4008.67,  4.5729,  308.51, 1946.56,62207.60,  0.3767, 84.0733
  65725461,1,   0, 5017.69,  4.2010,  824.88, 5204.63,62418.98,  0.2745,  115.66
  65728026,1,   0, 6037.95,  4.4730, 1115.70, 7039.58,60606.55,  0.2491, 15.0217
  65947735,1,   0, 5098.02,  4.4851, 1398.21, 8822.11,59807.25,  0.2062, 83.6936
  66133749,1,   0, 5607.49,  4.5556, 1149.82, 7254.88,60544.46,  0.1799,  8.9391
  66326671,1,   0,3961,  4.3888,  798.59, 5038.79,58829.30,  0.3113, 50.9097
  66412906,1,   0,5427,  4.4726,  699.20, 4411.67,61638.05,  0.8846, 64.0158
  66586188,1,   0, 5272.67,  4.6426, 1242.54, 7839.93,61362.80,  0.2310, 42.3515
  66751057,1,   0, 5236.35,  4.0355, 1765.23,11137.82,59167.54,  0.8525, 18.0131
  66753762,1,   0, 4802.04,  3.6948, 2085.51,13158.65,58833.90,  0.8195, 39.8088
  66908807,1,   0,5355,  4.4809,  450.96, 2845.35,61549.62,  0.8724,  7.0672
  67003828,1,   0,5384,  4.5486, 1129.56, 7127.05,61340.30,  0.3470, 50.7915
  67270896,1,   0,7278,  4.1754, 1812.25,11434.53,59784.24,  0.7125,  103.53
  67433632,1,   0, 6351.25,  4.3871,  769.23, 4853.52,59152.16,  0.8653,  9.7771
  67486956,1,   0, 4965.50,  4.6590,  474.54, 2994.15,59164.43,  0.4548, 45.0378
  67527026,1,   0, 5825.25,  4.2566, 1196.60, 7550.05,58874.14,  0.4248, 84.1500
  67800368,1,   0, 4868.33,  4.3732, 1945.90,12277.82,60754.97,  0.9296,  101.93
  68038035,1,   0, 4845.02,  4.4732, 1419.65, 8957.37,60952.88,  0.1734, 15.0047
  68056419,1,   0, 4825.23,  4.2675, 1017.09, 6417.39,59760.94,  0.3173, 26.7852
  68219557,1,   0, 5407.50,  4.4371, 1932.74,12194.77,58882.20,  0.1875,  155.71
  68328117,1,   0,4480,  2.8247, 5042.86,31818.32,61291.08,  0.6293, 16.7552
  68494801,1,   0, 4753.99,  3.8304, 2697.60,17020.70,60895.03,  0.7978,  344.12
  68914982,1,   0, 4901.59,  4.5194,  424.09, 2675.82,61174.86,  0.5246, 45.1554
  68959470,1,   0,5097,  4.3171,  955.66, 6029.79,60619.98,  0.7921,  5.1662
  69147716,1,   0, 5013.75,  4.6265,  815.33, 5144.37,60844.24,  0.5319, 38.3218
  69153346,1,   0,5965,  4.1440,  657.42, 4148.03,60982.96,  0.2541, 39.1036
  69169922,1,   0, 5381.75,  4.2171, 1494.10, 9427.12,61945.13,  0.5394, 13.3394
  69212199,1,   0, 4967.50,  3.7828, 2123.59,13398.97,62244.48,  0.2973,  121.85
  69359718,1,   0, 5549.49,  3.8575, 2403.27,15163.60,60069.08,  0.8379, 48.5912
  69501170,1,   0, 4887.50,  4.6321,  558.91, 3526.48,61403.27,  0.3834, 10.2374
  69629671,1,   0, 6328.75,  4.3155,  810.18, 5111.86,61150.21,  0.2785,  6.6391
  69818898,1,   0, 5990.50,  4.5012, 2010.05,12682.56,61473.13,  0.0643, 24.5070
  69994461,1,   0, 5778.50,  4.3148, 1861.50,11745.30,60228.16,  0.9438,  8.2614
  70007715,1,   0, 5159.67,  3.2865, 2287.28,14431.78,59473.57,  0.5252, 19.6019
  70215883,1,   0, 4007.34,  4.5323,  497.56, 3139.40,59117.57,  0.7703, 43.9932
  70276983,1,   0, 5131.81,  4.4107,  502.94, 3173.35,60635.60,  0.1150, 74.9973
  70325641,1,   0,5037,  3.6602, 1686.91,10643.68,61046.11,  0.1217, 79.6126
  70479890,1,   0, 4933.18,  4.1920, 1637.20,10330.02,59506.18,  0.9275,  2.9356
  70492696,1,   0, 4931.26,  4.5619, 1232.59, 7777.12,59077.33,  0.5328, 61.7430
  70566250,1,   0,4013,  4.1447, 1203.51, 7593.66,61496.04,  0.2411, 48.5146
  70637776,1,   0, 5802.67,  4.4779, 1343.72, 8478.33,59374.05,  0.0333, 83.8255
  70900738,1,   0, 4968.10,  4.3900,  751.99, 4744.75,60461.66,  0.6133, 52.2563
  70937024,1,   0,5427,  4.4726,  699.20, 4411.67,61638.05,  0.8846, 64.0158
  71290148,1,   0,4963,  4.4423, 1265.98, 7987.81,59478.74,  0.0481, 29.3908
  71390076,1,   0,4963,  4.4423, 1265.98, 7987.81,59478.74,  0.0481, 29.3908
  71684976,1,   0,3900,  3.1328, 2312.67,14591.98,58817.21,  0.8619, 27.7897
  71788775,1,   0,7109,  4.2814, 1421.46, 8968.83,62180.07,  0.7730, 23.0171
  71980264,1,   0, 4857.50,  4.4109,  466.11, 2940.98,60223.71,  0.5183,  5.6151
  72438964,1,   0,5384,  4.6088, 1266.62, 7991.86,59088.95,  0.0135, 30.3516
  72444874,1,   0,5409,  4.4310,  817.06, 5155.30,61491.14,  0.7075, 12.4206
  72446801,1,   0,5394,  4.1495, 2482.62,15664.28,59201.86,  0.3397, 15.9539
  72663898,1,   0, 4992.79,  4.0261, 2393.49,15101.90,59806.87,  0.0774, 30.7205
  72729504,1,   0, 4990.81,  4.4444, 1646.09,10386.13,62381.50,  0.3031,  209.77
  73019925,1,   0, 5034.67,  4.5496,  270.03, 1703.77,60936.62,  0.5478,  7.2531
  73338080,1,   0, 4998.79,  4.4186, 1135.98, 7167.53,61862.36,  0.8667, 35.7523
  73358089,1,   0, 6303.50,  4.4062, 1357.04, 8562.32,60936.72,  0.2957,  186.97
  73686366,1,   0,4872,  3.9422,  787.65, 4969.73,58732.02,  0.2693,  328.29
  74184335,1,   0, 4462.50,  4.3352,  539.23, 3402.30,60992.34,  0.9919, 38.0938
  74412664,1,   0,5769,  4.3240, 1974.72,12459.66,61578.40,  0.9083, 77.0050
  74609303,1,   0,4420,  4.4197, 1246.57, 7865.34,61975.73,  0.9904, 73.1200
  74733199,1,   0,4475,  4.2095,  952.83, 6011.98,59746.38,  0.9029, 45.1127
  74852850,1,   0, 5768.75,  4.4023, 1374.57, 8672.95,59744.20,  0.7791, 24.5467
  74857376,1,   0, 4889.50,  4.2276, 1110.86, 7009.08,61203.62,  0.3975,  2.6671
  74952264,1,   0, 5373.50,  4.3499, 1408.45, 8886.72,62011.38,  0.2987, 77.9226
  75583508,1,   0, 4049.67,  4.5097,  459.64, 2900.15,61795.24,  0.1975, 79.6107
  75947875,1,   0,5748,  4.1249, 1956.18,12342.67,62498.14,  0.4612, 11.4157
  76015537,1,   0, 4861.85,  3.4438, 2136.30,13479.11,61226.52,  0.7684,  7.5801
  76355772,1,   0, 4865.33,  4.5823,  451.04, 2845.87,60989.37,  0.0774, 50.9905
  76592069,1,   0, 4922.67,  4.1041,  896.30, 5655.26,60464.68,  0.9555, 29.1692
  76618157,1,   0,5100,  4.3641,  278.23, 1755.54,62207.71,  0.3125, 68.2392
  76664408,1,   0, 6131.50,  4.3443,  950.39, 5996.55,61361.82,  0.2392, 33.2185
  76718998,1,   0,4896,  3.5990, 1424.70, 8989.28,59248.41,  0.9980, 12.8001
  76864362,1,   0, 4965.50,  2.7673, 3872.97,24436.77,59970.12,  0.7454, 36.6839
  76907062,1,   0, 4932.50,  4.5144,  869.72, 5487.54,62044.75,  0.3573, 27.1109
  77093219,1,   0, 4990.81,  4.4444, 1646.09,10386.13,62381.50,  0.3031,  209.77
  77456299,1,   0, 5125.23,  4.0752, 1982.95,12511.55,61566.56,  0.9121, 60.1125
  77470275,1,   0, 4524.05,  3.9800, 1262.79, 7967.64,58776.83,  0.1748, 23.3095
  77789517,1,   0, 5016.50,  3.8623, 1701.26,10734.22,61643.79,  0.1666,  9.0849
  77993628,1,   0, 4390.67,  4.0592, 1963.86,12391.15,61484.24,  0.3381, 11.2097
  78116408,1,   0,4446,  4.2101,  613.69, 3872.09,58626.98,  0.7609, 99.8726
  78163307,1,   0, 6591.57,  4.4399, 2268.60,14313.91,60069.35,  0.3469, 50.2501
  78251555,1,   0,4194,  4.4907,  811.10, 5117.67,60746.80,  0.2053, 98.7381
  78329418,1,   0,5824,  4.4736,  951.38, 6002.83,60431.06,  0.4211, 80.4214
  78341394,1,   0, 4016.11,  4.1153, 1388.89, 8763.30,58977.12,  0.0755, 17.7356
  78344612,1,   0,4370,  4.5212,  582.61, 3676.05,59797.12,  0.7336, 29.1971
  78357902,1,   0, 5252.61,  4.3499, 1667.22,10519.46,60079.97,  0.2206, 11.0677
  78579643,1,   0,5001,  4.4128,  340.90, 2150.94,58837.16,  0.0919, 55.8737
  78723353,1,   0,5796,  4.2456,  979.72, 6181.61,60805.89,  0.5536, 40.8469
  78728010,1,   0, 5117.39,  3.9181, 2097.76,13235.94,58994.44,  0.6100, 62.2139
  78960567,1,   0, 4853.55,  4.5309,  198.63, 1253.29,58723.29,  0.5441,  267.32
  79168738,1,   0, 5953.23,  4.2634, 2033.35,12829.55,61349.34,  0.9537,  5.6296
  79322696,1,   0, 4882.96,  4.4703, 1029.76, 6497.35,60675.02,  0.0786, 27.7097
  79477642,1,   0, 5825.25,  4.2566, 1196.60, 7550.05,58874.14,  0.4248, 84.1500
  79675638,1,   0,4917,  3.9641, 2232.14,14083.87,62251.52,  0.4850,  147.53
  79723775,1,   0, 4941.01,  4.2177,  439.35, 2772.10,61837.53,  0.4928, 51.4581
  79819463,1,   0,5100,  4.3641,  278.23, 1755.54,62207.71,  0.3125, 68.2392
  79886597,1,   0,5314,  4.4974,  517.20, 3263.29,59131.77,  0.9937, 87.3389
  79915751,1,   0, 4992.79,  4.0261, 2393.49,15101.90,59806.87,  0.0774, 30.7205
  80067866,1,   0, 5614.55,  4.1557,  270.32, 1705.61, 59237,  0.6319, 35.1242
  80079606,1,   0,4933,  4.2110, 1390.82, 8775.48,59219.43,  0.5585, 12.5557
  80104427,1,   0,5202,  4.5094,  382.10, 2410.90,59108.99,  0.6517, 89.5794
  80124277,1,   0,5367,  4.2353, 2126.75,13418.91,58610.61,  0.3063, 24.1599
  80236423,1,   0, 5017.68,  4.1689, 1208.61, 7625.78,60530.31,  0.9788,  124.99
  80298677,1,   0,6396,  4.4878,  697.84, 4403.05,60978.05,  0.5824, 56.7860
  80699199,1,   0,4902,  4.5041,  643.05, 4057.34,58968.49,  0.4708, 13.6907
  81240200,1,   0, 5304.67,  4.2877, 1506.93, 9508.10,59688.07,  0.6589,  9.7640
  81824634,1,   0, 5793.50,  4.2406, 1963.48,12388.72,60433.41,  0.1085, 20.8843
  81941848,1,   0,4278,  4.0640, 1548.71, 9771.68,58628.24,  0.2973, 20.6120
  82077298,1,   0, 4785.86,  4.6838,  861.10, 5433.20,61639.72,  0.9665, 35.7639
  82126017,1,   0,5428,  4.3265,  959.32, 6052.93,58579.64,  0.9677, 17.7874
  82447262,1,   0,4282,  4.5199,  390.58, 2464.39,59400.45,  0.0369, 75.7609
  82522235,1,   0,3890,  4.0160, 1287.00, 8120.43,60324.74,  0.9344, 38.0814
  82524987,1,   0, 4971.33,  4.6119,  879.66, 5550.29,60872.72,  0.4544, 81.0047
  82549887,1,   0,4764,  4.3818, 1655.90,10448.04,59696.04,  0.6139, 17.2810
  82835730,1,   0,5034,  4.4141, 1105.83, 6977.30,59029.46,  0.9498, 46.1694
  82994851,1,   0,5836,  4.3314,  949.58, 5991.43,61558.32,  0.5520, 28.8956
  83360217,1,   0, 5698.20,  4.7170,  800.26, 5049.27,60039.04,  0.2736, 79.3537
  83453688,1,   0, 5110.62,  4.3347,  701.46, 4425.91,60107.96,  0.7358, 23.1576
  83488720,1,   0, 4545.81,  3.9583, 1038.31, 6551.32,59314.03,  0.7768, 44.9108
  83885139,1,   0, 6223.90,  4.1761, 2444.99,15426.83,60809.84,  0.5245, 19.4814
  84162441,1,   0, 5012.23,  4.4207,  431.61, 2723.28,61513.55,  0.4363, 27.2944
  84207766,1,   0,5384,  4.2852, 2161.69,13639.37,59173.20,  0.6735, 24.8000
  84370832,1,   0, 5549.49,  3.8575, 2403.27,15163.60,60069.08,  0.8379, 48.5912
  84381635,1,   0, 6351.25,  4.3871,  769.23, 4853.52,59152.16,  0.8653,  9.7771
  84988838,1,   0,5003,  4.6331,  897.10, 5660.33,59624.90,  0.1648, 16.7933
  85368668,1,   0, 4975.17,  4.5527, 1061.68, 6698.77,62103.52,  0.1657, 74.4802
  85418844,1,   0, 4743.72,  4.4195, 1533.27, 9674.29,60380.83,  0.2799, 10.8728
  85513757,1,   0, 5452.03,  4.6228, 1558.85, 9835.66,59498.00,  0.9092, 44.2141
  85700741,1,   0,5003,  4.6331,  897.10, 5660.33,59624.90,  0.1648, 16.7933
  85751140,1,   0, 3975.33,  3.5797, 1925.67,12150.15,61136.58,  0.4112, 93.1671
  85984091,1,   0,5300,  4.3254, 1356.67, 8560.00,60879.90,  0.3371, 22.7847
  86151472,1,   0, 4937.50,  4.3494, 1092.66, 6894.20,59254.05,  0.3699, 10.6082
  86213654,1,   0,5273,  4.4793, 1429.59, 9020.12,59558.14,  0.2918, 33.5306
  86224117,1,   0,5785,  4.0750,  915.83, 5778.53,59632.79,  0.2194, 31.4667
  86487763,1,   0, 4400.02,  4.1998, 1141.81, 7204.35,60322.41,  0.4610, 29.1605
  86612891,1,   0, 4655.40,  4.5355, 1118.57, 7057.69,62023.10,  0.9248, 35.9272
  86726996,1,   0, 4785.86,  4.6838,  861.10, 5433.20,61639.72,  0.9665, 35.7639
  86745404,1,   0,4591,  3.7219, 2554.28,16116.41,61311.29,  0.2845, 22.9451
  86777576,1,   0, 4971.12,  4.3331,  788.52, 4975.22,59909.24,  0.5895, 28.1805
  86811787,1,   0, 4402.50,  4.4332, 1074.81, 6781.57,61656.05,  0.0381,  261.84
  87126302,1,   0,4440,  3.6623, 1126.76, 7109.38,61087.59,  0.6119, 37.3839
  87175959,1,   0,4480,  2.8247, 5042.86,31818.32,61291.08,  0.6293, 16.7552
  87183951,1,   0, 5117.39,  3.9181, 2097.76,13235.94,58994.44,  0.6100, 62.2139
  87398487,1,   0, 4416.94,  4.0491, 1207.44, 7618.42,58858.04,  0.4286, 33.5753
  87402469,1,   0, 4643.04,  2.7307, 1399.97, 8833.23,60811.18,  0.2195,  296.58
  87441243,1,   0,4934,  4.4755,  586.99, 3703.67,62424.13,  0.0222, 21.9903
  87487222,1,   0, 4875.80,  4.5754,  656.81, 4144.22,60975.86,  0.6593,  147.71
  87859705,1,   0, 3938.98,  2.2119, 2783.96,17565.63,62461.77,  0.8173, 66.8872
  87997772,1,   0, 5598.75,  4.2644, 1450.33, 9150.94,60371.63,  0.6800,  148.74
  88056614,1,   0, 3694.67,  4.4661,  325.40, 2053.16,61646.36,  0.7066, 21.1893
  88287927,1,   0, 4064.97,  4.5412,  237.89, 1500.99,59109.60,  0.4822, 22.5901
  88333068,1,   0, 6426.90,  4.0197, 1523.00, 9609.46,59151.31,  0.7797, 25.6920
  88336542,1,   0, 5432.72,  4.3323, 2314.81,14605.49,58734.95,  0.2750, 12.6050
  89364184,1,   0, 6037.95,  4.4730, 1115.70, 7039.58,60606.55,  0.2491, 15.0217
  89425817,1,   0, 3572.33,  4.5698,  317.08, 2000.63,59528.28,  0.9167, 33.7615
  89436814,1,   0, 4944.58,  4.4701, 1308.39, 8255.36,59049.93,  0.0463, 75.5271
  89597867,1,   0,3933,  4.0851, 1074.00, 6776.47,61357.21,  0.4760, 48.9650
  90102359,1,   0, 4448.21,  4.3266, 1072.04, 6764.12,59233.18,  0.9996, 16.7389
  90210282,1,   0, 4965.50,  4.6590,  474.54, 2994.15,59164.43,  0.4548, 45.0378
  90235115,1,   0,5836,  4.3314,  949.58, 5991.43,61558.32,  0.5520, 28.8956
  90633538,1,   0, 3938.98,  2.2119, 2783.96,17565.63,62461.77,  0.8173, 66.8872
  91222390,1,   0, 5037.03,  4.5411, 1436.16, 9061.57,58881.40,  0.3879,  142.98
  91236753,1,   0, 6223.90,  4.1761, 2444.99,15426.83,60809.84,  0.5245, 19.4814
  91657831,1,   0,5022,  4.3219,  977.90, 6170.13,59890.71,  0.9779, 38.6515
  91809383,1,   0, 5528.97,  4.6104, 1214.92, 7665.62,61244.03,  0.9707,  6.8671
  91945049,1,   0, 6426.90,  4.0197, 1523.00, 9609.46,59151.31,  0.7797, 25.6920
  91963316,1,   0,5869,  3.9268, 1708.53,10780.07,59597.27,  0.7352, 77.3308
  92050652,1,   0,4058,  4.5919,  647.50, 4085.45,62398.32,  0.7918, 26.5322
  92115303,1,   0, 4923.41,  3.5113, 3792.19,23927.09,60378.66,  0.3936, 18.4736
  92131789,1,   0, 5305.50,  4.2138, 2211.41,13953.06,59974.75,  0.7405,  8.8770
  92604818,1,   0,4308,  4.5233,  706.71, 4459.06,59211.29,  0.4106, 28.4651
  92716647,1,   0,4282,  4.5199,  390.58, 2464.39,59400.45,  0.0369, 75.7609
  92717095,1,   0,5836,  4.3314,  949.58, 5991.43,61558.32,  0.5520, 28.8956
  92863529,1,   0, 4008.67,  4.5729,  308.51, 1946.56,62207.60,  0.3767, 84.0733
  93024634,1,   0, 5549.49,  3.8575, 2403.27,15163.60,60069.08,  0.8379, 48.5912
  93153312,1,   0,5915,  4.3975,  899.44, 5675.10,60759.49,  0.2227,  240.43
  93280287,1,   0,5229,  4.5436,  363.54, 2293.81,59308.79,  0.7344, 36.7420
  93582367,1,   0, 5304.14,  4.5040,  346.37, 2185.44,61209.46,  0.2697, 18.6270
  93673859,1,   0,5052,  4.6115,  406.04, 2561.95,61666.53,  0.9704,  5.7734
  93740508,1,   0, 5652.75,  4.3038,  515.38, 3251.85,60522.04,  0.9715, 48.0523
  93791443,1,   0, 4863.67,  4.1309, 1366.12, 8619.64,59963.23,  0.8844,  416.18
  93858559,1,   0, 5282.65,  4.2596, 2370.79,14958.69,60128.34,  0.5386,  3.9416
  94267812,1,   0, 4464.20,  4.5869,  784.68, 4951.02,60634.84,  0.2432, 73.2184
  94299652,1,   0, 5824.57,  4.1555,  232.32, 1465.84,61244.32,  0.4703, 21.9352
  94510085,1,   0,4308,  4.5233,  706.71, 4459.06,59211.29,  0.4106, 28.4651
  94836172,1,   0, 4539.31,  4.5308, 1062.36, 6703.04,62383.25,  0.3341, 48.3575
  94915335,1,   0, 4642.36,  4.6778,  736.81, 4648.96,58788.18,  0.2995,  113.93
  94962436,1,   0, 5017.68,  4.1689, 1208.61, 7625.78,60530.31,  0.9788,  124.99
  95117378,1,   0, 5435.93,  4.1740, 1492.98, 9420.09,60290.77,  0.5841, 61.4502
  95121324,1,   0, 3705.79,  4.5748,  360.72, 2276.02,61300.14,  0.1268, 11.7767
  95143136,1,   0,5858,  4.4783, 1451.17, 9156.25,61075.77,  0.8921, 29.0473
  95210266,1,   0,5011,  4.7045,  336.09, 2120.58,59831.95,  0.3289, 92.8393
