object_id,submodel,sim_av,PISN_INDEX,Mejecta,Kinetic_energy
  55415053,1,  0.0211, 194,  170.33, 75.6952
  55508947,1,  0.1404, 582,  187.03, 41.4315
  55515291,1,  0.0377, 551,  245.54, 57.3718
  55623213,1,  0.6097, 786,  232.84, 27.6647
  55676536,1,  0.0126, 618,  196.04, 21.6003
  55695439,1,  0.0835, 477,  240.34, 59.1861
  55910296,1,  0.0004, 565,  235.80, 39.3235
  55976540,1,  0.0333, 126,  121.83, 58.1409
  56022795,1,  0.0114, 866,  211.15, 73.9846
  56050311,1,  0.0131, 734,  207.27, 34.4159
  56129732,1,  0.0738, 125,  226.35, 79.4592
  56219984,1,  0.1106,  37, 52.1991, 62.4149
  56348189,1,  0.1374, 930,  187.39, 61.5246
  56397956,1,  0.0560, 879,  192.08, 15.0615
  56408633,1,  0.0491, 440,  148.98, 90.8663
  56424600,1,  0.0846, 305,  235.11, 15.9603
  56453588,1,  0.0134, 647,  234.34, 10.1614
  56495727,1,  0.0732, 605,  135.43, 28.8800
  56507817,1,  0.0733, 893,  208.71, 58.9962
  56545241,1,  0.1378, 498, 62.2000, 43.0785
  56856517,1,  0.2795, 625,  222.17, 52.8719
  57041026,1,  0.0846, 948, 59.1240, 92.7196
  57217311,1,  0.2683, 241,  191.43, 18.4145
  57289868,1,  0.4519, 311,  246.47, 13.3678
  57326956,1,  0.0644, 802,  228.57, 41.2702
  57475685,1,  0.0229, 730,  213.84, 34.8780
  57486653,1,  0.3920, 334,  100.47, 50.5012
  57491939,1,  0.1020, 866,  211.15, 73.9846
  57519164,1,  0.1521, 851,  146.23, 85.4331
  57528943,1,  0.4676, 466,  174.01, 65.5442
  58074380,1,  0.1523, 563,  155.36, 90.5920
  58132013,1,  0.0546, 288,  210.06, 53.4292
  58713326,1,  0.2218, 479, 97.8763, 60.4687
  58916432,1,  0.6347, 781,  242.30, 38.3938
  58955883,1,  0.4487, 981,  109.20, 38.0693
  59083349,1,  0.3254, 828,  171.96, 73.0192
  59141867,1,  0.0241, 779,  221.34, 38.0141
  59282768,1,  0.0160, 697,  217.54, 63.5373
  59416356,1,  0.0505, 781,  242.30, 38.3938
  59510023,1,  0.0408, 564,  214.65, 46.3732
  59574278,1,  0.1924, 892,  122.09, 19.7029
  59725222,1,  0.0915, 309,  140.73, 74.5346
  59831810,1,  0.0339, 154,  114.31, 40.8847
  59860360,1,  0.7772, 473,  249.25, 54.8815
  59973858,1,  0.7658, 807, 97.4587, 48.3372
  60133060,1,  0.4325, 802,  228.57, 41.2702
  60303289,1,  0.5352, 756,  235.34, 34.9808
  60495240,1,  0.0160, 950, 85.0172, 32.0986
  60566219,1,  0.0973, 990,  208.44, 76.1588
  60739583,1,  0.1671, 332,  237.39, 14.6675
  60800064,1,  0.1530, 903,  114.24, 42.8282
  60987949,1,  0.0494, 809,  153.82, 34.9988
  61092313,1,  0.5850,  93,  149.54, 34.2417
  61279912,1,  0.1092, 633,  235.92, 88.4056
  61339366,1,  0.0227, 609,  229.26, 47.8389
  61666483,1,  0.5398,  38,  105.61, 33.0326
  61942832,1,  0.0609, 318,  204.53, 68.1737
  62118573,1,  0.0417, 382,  140.23, 33.2038
  62333716,1,  0.3363, 782,  159.33, 40.6549
  62443788,1,  0.4182, 137,  204.36, 69.6963
  62517954,1,  0.4814, 957,  103.87, 16.9028
  62688420,1,  0.0512, 543,  159.39, 68.7549
  63021608,1,  0.1179,  51, 55.1359, 73.3275
  63055025,1,  0.2087, 253,  208.20, 11.3988
  63096130,1,  0.1485, 951,  200.43, 20.8442
  63126697,1,  0.3197, 263, 54.6316, 12.0645
  63135279,1,  0.3428, 537,  168.85, 29.2904
  63165701,1,  0.1432, 762, 85.9678, 25.5458
  63601490,1,  0.3299, 858,  145.78, 23.7637
  63847763,1,  0.9959, 608,  150.68, 60.9189
  63867600,1,  0.2946, 375, 85.4846, 28.4811
  63920461,1,  0.0261, 917, 86.4901, 98.8607
  64199887,1,  0.3790, 418,  155.43, 47.7408
  64375201,1,  0.0333, 999,  159.43, 51.9234
  64645579,1,  0.0212,  16,  131.92, 31.8988
  64761244,1,  0.0096, 965, 95.3425, 42.3243
  64896750,1,  0.0263, 286, 99.4965, 98.7320
  65051167,1,  0.6423, 497,  233.84, 48.3450
  65187259,1,  0.0298, 303,  246.99, 30.7278
  65192266,1,  0.0246, 554, 61.2368, 38.7852
  65229387,1,  0.0797, 232,  219.03, 98.8422
  65601640,1,  0.3473, 425,  180.03, 28.9457
  65611353,1,  0.0275, 851,  146.23, 85.4331
  65666143,1,  0.2229, 697,  217.54, 63.5373
  65667210,1,  0.9989, 470,  219.54, 43.6909
  65831373,1,  0.0873, 187,  211.24, 23.9310
  65883791,1,  0.0701, 288,  210.06, 53.4292
  66086477,1,  0.0155, 306,  193.77, 94.9687
  66120363,1,  0.0699, 433,  231.80, 37.1257
  66211671,1,  0.1196, 851,  146.23, 85.4331
  66265555,1,  0.0688, 598,  221.21, 66.7967
  66599874,1,  0.1686, 192,  234.66, 60.3203
  66683321,1,  0.5621, 832,  152.07, 78.2177
  66691204,1,  0.0226,   8,  146.75, 27.9567
  66923435,1,  0.3201, 212, 76.1261, 89.7880
  67067426,1,  0.0613, 391,  244.51, 38.8979
  67236859,1,  0.3262, 846,  182.12, 70.3105
  67288867,1,  0.0014,  44,  131.93, 21.9295
  67371699,1,  0.0785, 860,  205.75, 45.7075
  67552986,1,  0.2146, 600,  175.70, 94.0592
  67795021,1,  0.1117,  59,  130.39, 52.5548
  67831180,1,  0.3352, 685,  247.51, 55.9450
  68073046,1,  0.0718, 588, 91.1810, 74.4138
  68112277,1,  0.2074, 685,  247.51, 55.9450
  68333525,1,  1.1937, 951,  200.43, 20.8442
  68357470,1,  0.2557, 104,  189.94, 17.8447
  68369403,1,  0.2800, 159,  221.11, 97.6537
  68443036,1,  0.0274, 451,  242.58, 38.4223
  68465892,1,  0.1067, 866,  211.15, 73.9846
  68477574,1,  0.0285, 482,  223.58, 87.2437
  68682985,1,  0.6325, 845,  163.70, 33.8221
  68818490,1,  0.3874, 777,  154.70, 22.3056
  68904992,1,  0.0780, 430,  107.71, 34.3369
  69213745,1,  0.0146, 276, 74.2989, 21.4927
  69420295,1,  0.0522, 478,  248.12, 29.9617
  69485199,1,  0.6511, 692,  194.36, 27.8482
  70073400,1,  0.5268, 881,  199.44, 86.7277
  70274898,1,  0.0127, 286, 99.4965, 98.7320
  70280676,1,  0.4995, 626,  166.05, 96.9700
  70346946,1,  0.5365,  96,  192.60, 86.6815
  70443903,1,  0.1730, 715,  122.60, 97.7291
  70580321,1,  0.1724, 964, 87.6715, 36.8436
  70617660,1,  0.9644, 564,  214.65, 46.3732
  70997078,1,  0.0869, 530,  217.21, 30.1303
  71000009,1,  0.0136, 292, 54.2950, 44.9186
  71024893,1,  0.0820, 682,  103.79, 55.7639
  71113616,1,  0.0578, 298,  107.23, 29.1083
  71119918,1,  0.2055, 772,  105.25, 73.5634
  71193463,1,  0.3571, 173,  194.31, 51.0089
  71532436,1,  0.4014, 475,  128.06, 33.8297
  71548637,1,  0.0643, 228, 80.9828, 41.7150
  71653784,1,  0.3401, 581,  222.52, 22.2922
  71849402,1,  0.4626, 220,  126.62, 91.2542
  71968922,1,  0.0419, 546,  103.61, 69.2829
  71980759,1,  0.1183,   3,  234.13, 85.6343
  71994585,1,  0.0057, 648, 83.9426, 67.3512
  72086662,1,  0.1832,   7,  217.25, 12.2849
  72122454,1,  2.0329,  50,  129.72, 51.6304
  72225232,1,  0.0763, 973,  202.76, 64.8342
  72533327,1,  0.6070, 262, 75.6705, 26.9858
  72603171,1,  0.1254,   8,  146.75, 27.9567
  72672116,1,  0.0143, 563,  155.36, 90.5920
  73045150,1,  0.0919, 685,  247.51, 55.9450
  73094562,1,  0.2792, 199, 76.0148, 14.8971
  73123622,1,  0.1926, 191, 90.6375, 59.1303
  73142442,1,  0.0715, 168,  174.93, 93.8128
  73142740,1,  0.0389, 425,  180.03, 28.9457
  73174783,1,  0.0475, 508, 86.1727, 59.5433
  73185888,1,  0.0687, 186,  207.11, 62.9632
  73253188,1,  0.7399, 197,  219.85, 72.1414
  73294850,1,  0.1479, 692,  194.36, 27.8482
  73689942,1,  0.0060, 173,  194.31, 51.0089
  73803882,1,  0.0066,  19,  113.62, 69.3716
  73806803,1,  0.0079, 495,  158.73, 35.2892
  73846090,1,  0.0350, 745,  112.14, 26.8649
  73924414,1,  0.0132,  58,  162.57, 82.6936
  73938854,1,  0.0003, 752,  163.54, 39.9400
  74355093,1,  0.1053, 400, 58.2885, 33.0582
  74679071,1,  0.2680, 586,  140.40, 21.5822
  74781905,1,  0.5761, 299,  190.98, 26.7598
  74784851,1,  0.5261, 858,  145.78, 23.7637
  74870459,1,  1.0763, 425,  180.03, 28.9457
  74891754,1,  0.3727, 263, 54.6316, 12.0645
  75125774,1,  0.5302, 945, 78.9364, 98.7677
  75144046,1,  0.1248, 321,  148.02, 85.1958
  75526900,1,  0.1967, 848,  105.53, 27.3758
  75541477,1,  0.0489, 954, 75.9436, 96.1557
  75839997,1,  0.0902, 467,  188.60, 58.8636
  75930091,1,  0.1035, 182, 84.0950, 96.7510
  76124285,1,  0.0883, 576,  235.31, 84.3418
  76137707,1,  0.2494, 159,  221.11, 97.6537
  76200217,1,  0.0086, 725,  206.36, 26.7604
  76203514,1,  0.1788, 501,  137.04, 93.3376
  76259985,1,  0.3173, 368,  137.24, 30.3569
  76303614,1,  0.0552,  30, 70.2032, 90.8487
  76434097,1,  0.1859,  20,  131.52, 25.5873
  76543948,1,  0.0879, 806,  198.94, 10.2644
  76547389,1,  0.1639, 317,  136.29, 10.1144
  76658908,1,  0.1886, 771,  122.82, 45.2861
  76687640,1,  0.0524, 270,  242.30, 98.8866
  76862863,1,  0.0916, 667,  223.26, 52.3200
  76871100,1,  0.0374, 464,  243.85, 23.9096
  76916612,1,  0.1210, 249,  224.29, 87.4141
  76947883,1,  0.1014, 175,  203.16, 14.4873
  76994444,1,  0.0394, 307,  192.67, 78.5514
  77132543,1,  0.1492, 256,  117.19, 33.8891
  77142238,1,  0.1781, 181, 54.6104, 33.3020
  77160277,1,  0.1651, 153,  220.76, 97.5559
  77171904,1,  0.1068, 781,  242.30, 38.3938
  77202545,1,  0.1159, 497,  233.84, 48.3450
  77316100,1,  0.2098, 727, 79.8672, 77.9103
  77520661,1,  0.0513, 730,  213.84, 34.8780
  77606309,1,  1.0167, 282, 82.8279, 63.6975
  77611910,1,  0.0537, 686,  203.96, 74.4697
  77676297,1,  0.0120, 914,  130.81, 24.6089
  78033897,1,  0.0783, 494,  239.24, 56.6979
  78135198,1,  0.0602, 400, 58.2885, 33.0582
  78179700,1,  0.0895,  85,  150.89, 37.8970
  78324422,1,  0.0782, 770,  150.56, 43.7629
  78354343,1,  0.1819, 514,  215.67, 15.9022
  78461727,1,  0.0152, 305,  235.11, 15.9603
  78634228,1,  0.1042, 545,  212.05, 95.0787
  78638610,1,  0.1265, 143, 53.4093, 16.6303
  78670536,1,  0.2849, 871, 69.7050, 25.4674
  78699366,1,  0.0119,  81, 66.5716, 30.2045
  78861961,1,  0.9024,   6,  191.31, 64.9373
  78910715,1,  0.0177, 379,  232.65, 49.3719
  78938539,1,  0.0724, 429, 80.0938, 94.9316
  79127695,1,  0.2713, 947, 66.9299, 93.3380
  79193834,1,  0.4154, 684,  156.66, 14.4221
  79351317,1,  0.0107, 345,  164.33, 13.0264
  79355234,1,  0.4827, 755,  126.66, 38.6247
  79542443,1,  0.7295,  59,  130.39, 52.5548
  79597461,1,  0.6033,  73,  187.65, 48.1458
  79687898,1,  0.0401, 148,  152.19, 80.0541
  79767085,1,  0.2192, 173,  194.31, 51.0089
  79791444,1,  0.0284, 530,  217.21, 30.1303
  79807611,1,  0.0346, 575,  158.16, 99.3895
  79819155,1,  0.0673, 524,  158.73, 35.4515
  80086326,1,  0.7841, 803,  127.40, 60.7100
  80115822,1,  0.9321, 494,  239.24, 56.6979
  80223572,1,  0.0066,  22,  183.61, 18.1950
  80685166,1,  0.1119, 742,  239.10, 21.8864
  80712277,1,  0.2588, 504,  175.66, 39.9940
  80772503,1,  0.0764, 389,  166.50, 23.6931
  80836933,1,  0.1222,  77,  138.94, 60.2855
  80874694,1,  0.1227, 698,  187.46, 80.3005
  80911692,1,  0.1408,  85,  150.89, 37.8970
  81232571,1,  0.0939, 302, 82.3554, 12.2857
  81323085,1,  0.5904, 855, 77.2883, 67.1735
  81420413,1,  0.0773,  42,  141.10, 40.0913
  81460229,1,  0.2180, 925, 84.7687, 65.1439
  81565596,1,  0.1153, 838,  189.11, 99.4679
  81799015,1,  0.0514, 824,  245.79, 21.2502
  81828201,1,  0.2436, 978, 97.4847, 15.3548
  82015715,1,  0.3512, 180,  195.78, 59.1257
  82203807,1,  0.0409, 725,  206.36, 26.7604
  82221432,1,  0.0047,  99,  201.95, 58.7451
  82356576,1,  0.6033,  33,  136.38, 98.8561
  82406470,1,  0.2218, 133,  150.06, 50.4322
  82408234,1,  0.0207, 931, 61.1452, 21.8921
  82586595,1,  0.0038, 798,  206.55, 83.4578
  82775391,1,  0.1682, 241,  191.43, 18.4145
  83132369,1,  0.3290, 661,  246.34, 76.6305
  83172257,1,  0.0342, 101,  150.00, 10.0513
  83200146,1,  0.4240, 462,  173.37, 54.7276
  83374705,1,  0.4620, 624,  237.41, 14.2088
  83532561,1,  0.1031,   5, 69.5893, 45.2751
  83619413,1,  0.7435, 733, 53.6155, 38.6295
  83854468,1,  0.0022, 324,  190.01, 89.5429
  83891368,1,  0.2995, 564,  214.65, 46.3732
  84071464,1,  0.0523,  32,  100.18, 33.1756
  84383591,1,  1.0201, 163,  148.20, 12.1718
  84458401,1,  0.2598, 658,  178.93, 41.9680
  84518924,1,  0.0285, 474,  187.95, 26.6008
  84520651,1,  0.0473, 282, 82.8279, 63.6975
  84631660,1,  0.0836, 852,  120.76, 54.8970
  84635437,1,  0.3529, 304,  147.17, 50.5162
  84693481,1,  0.1833, 621,  181.23, 55.8398
  85056542,1,  0.0464, 339,  146.33, 75.6263
  85123926,1,  0.2234, 357,  218.48, 82.8807
  85157997,1,  1.3705, 779,  221.34, 38.0141
  85378147,1,  0.2849, 175,  203.16, 14.4873
  85405405,1,  0.0323,  60, 93.2760, 72.0524
  85420988,1,  0.0437, 387,  244.22, 69.5364
  85570446,1,  0.0875, 975,  234.57, 77.9922
  85632848,1,  0.2690, 860,  205.75, 45.7075
  85661225,1,  0.6141,   2,  198.79, 36.3907
  85802552,1,  0.1444, 755,  126.66, 38.6247
  85829199,1,  0.1644, 365,  226.76, 99.8758
  86004469,1,  0.0942, 122, 68.6878, 10.6550
  86227110,1,  0.0678, 616,  103.85, 65.3397
  86238564,1,  0.0285, 448,  190.56, 13.2866
  86240341,1,  0.0502, 747,  169.16, 15.6694
  86285715,1,  0.8018, 749,  201.03, 28.9312
  86378026,1,  0.1665, 810,  197.04, 67.4595
  86391132,1,  0.7108, 657,  219.75, 77.2924
  86487637,1,  0.1441, 891,  213.82, 55.8753
  86535607,1,  0.0495, 226,  210.94, 74.8625
  86652997,1,  0.0180, 188,  118.82, 21.6804
  86678830,1,  0.0633, 266,  216.88, 44.4489
  87056998,1,  0.4363, 137,  204.36, 69.6963
  87092784,1,  0.1383, 278,  177.37, 51.9153
  87206742,1,  0.0814, 259, 99.4095, 35.6243
  87397737,1,  0.0278, 374, 52.4363, 73.2289
  87423812,1,  0.0528, 872,  229.00, 81.2446
  87633878,1,  0.0153, 803,  127.40, 60.7100
  87947111,1,  1.6773, 245,  129.35, 21.4433
  87954607,1,  0.0106, 382,  140.23, 33.2038
  87992904,1,  0.1440, 405,  244.07, 85.3692
  88001775,1,  0.5524, 750,  231.45, 95.7822
  88048592,1,  0.4087, 374, 52.4363, 73.2289
  88130113,1,  0.2929, 309,  140.73, 74.5346
  88139442,1,  0.0786, 364,  199.95, 56.6636
  88186545,1,  0.1621, 295,  121.37, 23.1720
  88338801,1,  0.0325, 474,  187.95, 26.6008
  88487596,1,  0.2416, 797,  232.47, 12.8118
  88760140,1,  0.2394, 425,  180.03, 28.9457
  88903083,1,  0.0639, 872,  229.00, 81.2446
  88994900,1,  0.1993, 236,  163.17, 52.5513
  88998898,1,  0.1876, 618,  196.04, 21.6003
  89053969,1,  0.2225, 421,  186.89, 82.8897
  89078941,1,  0.1124, 716,  122.12, 24.2516
  89194226,1,  1.2402, 384,  103.21, 99.5012
  89348831,1,  0.3616, 692,  194.36, 27.8482
  89396160,1,  0.1170, 718,  198.57, 76.5023
  89410586,1,  0.0881, 887,  213.15, 41.6686
  89493863,1,  0.0947, 564,  214.65, 46.3732
  89729396,1,  0.9209, 619,  200.56, 93.6411
  89964861,1,  0.0631, 143, 53.4093, 16.6303
  90354176,1,  0.1913, 663,  104.69, 85.9235
  90523509,1,  0.1538, 564,  214.65, 46.3732
  90644669,1,  0.0887, 720,  240.14, 19.0575
  90647213,1,  0.1299,  20,  131.52, 25.5873
  90749191,1,  0.0716, 100,  115.11, 45.4684
  90759593,1,  0.5519, 572,  122.69, 14.1579
  91208745,1,  0.1198, 734,  207.27, 34.4159
  91239925,1,  0.4476, 512,  222.72, 10.0949
  91327042,1,  0.0500, 174,  193.33, 71.1735
  91356614,1,  0.0942, 331,  137.33, 64.1713
  91384532,1,  0.0627, 919,  195.74, 41.2678
  91437598,1,  0.1729, 187,  211.24, 23.9310
  91750451,1,  0.0742, 935,  130.11, 21.7537
  91751613,1,  0.0358,  44,  131.93, 21.9295
  91859408,1,  0.1421, 166,  102.65, 52.8126
  91859757,1,  0.0951, 102,  199.53, 75.1870
  92056702,1,  0.2228, 366, 81.4190, 27.2198
  92238219,1,  0.0529, 443,  157.22, 74.0012
  92460288,1,  0.1160, 667,  223.26, 52.3200
  92521636,1,  0.6494, 790,  130.22, 80.4306
  92524053,1,  0.3550, 155, 85.9571, 93.9312
  92763942,1,  0.1324, 386,  209.04, 77.0409
  92994880,1,  0.0561, 126,  121.83, 58.1409
  93168780,1,  0.3361, 710,  108.64, 17.0006
  93703421,1,  0.0258, 419,  192.60, 31.2611
  93766321,1,  1.2720, 728, 69.5778, 67.4753
  93786453,1,  0.0356, 558,  180.20, 52.3105
  93795721,1,  0.0591, 271,  119.85, 65.6350
  93858572,1,  0.0264, 154,  114.31, 40.8847
  93951303,1,  0.0266, 823,  200.77, 51.6698
  94055997,1,  0.0179, 851,  146.23, 85.4331
  94372768,1,  0.2334, 225, 67.9776, 63.4472
  94495683,1,  0.0864, 375, 85.4846, 28.4811
  94496351,1,  0.0994, 328,  158.73, 82.8869
  94679972,1,  0.1016, 985,  218.58, 97.0180
  94683410,1,  0.1561, 575,  158.16, 99.3895
  94754664,1,  0.0485, 636,  217.25, 39.5543
  94768664,1,  0.3454, 167,  170.82, 47.8109
  95110852,1,  0.0564,  51, 55.1359, 73.3275
  95140080,1,  0.0426, 915, 82.0920, 31.6334
  95144658,1,  0.0567, 425,  180.03, 28.9457
  95354135,1,  0.9318, 379,  232.65, 49.3719
  95456640,1,  0.3393, 558,  180.20, 52.3105
  95674954,1,  0.0045, 905,  150.51, 22.1891
  95690750,1,  1.1190, 381,  242.90, 38.2677
  95710304,1,  0.3893, 912,  223.76, 78.8172
  95719767,1,  0.1046,  84,  245.44, 75.6588
  95742005,1,  0.6859, 674, 91.4147, 61.6265
  95829677,1,  0.2320, 256,  117.19, 33.8891
  95841265,1,  0.3517, 916,  167.74, 22.1622
  95889308,1,  0.0306, 841, 85.5019, 91.2248
  95940336,1,  0.2051, 718,  198.57, 76.5023
  96020492,1,  1.3029, 422,  136.01, 44.4101
  96122622,1,  0.1086, 612, 69.9065, 70.6337
  96235366,1,  0.0976, 125,  226.35, 79.4592
  96246636,1,  0.3275,  54,  239.94, 11.0750
  96349050,1,  0.0470, 849,  222.70, 30.1613
  96388589,1,  1.5110, 245,  129.35, 21.4433
  96630704,1,  0.1297, 152,  248.69, 92.4035
  97005989,1,  0.1228, 860,  205.75, 45.7075
  97164097,1,  0.1505, 352,  240.00, 57.0250
  97225452,1,  0.4501, 378, 68.0203, 43.9024
  97247551,1,  0.0021,   4,  249.47, 44.4243
  97369133,1,  0.3242, 492,  186.04, 36.6334
  97406630,1,  0.0037, 711,  218.41, 14.7699
  97507472,1,  1.1859,  97, 83.3328, 41.3529
  97528119,1,  0.5303,  39,  143.74, 53.5920
  97710613,1,  0.2536, 574,  159.73, 81.7254
  97721252,1,  0.0760, 551,  245.54, 57.3718
  97854654,1,  0.0094, 276, 74.2989, 21.4927
  98030690,1,  0.0540, 674, 91.4147, 61.6265
  98068354,1,  0.0644, 924,  142.78, 11.4410
  98322331,1,  0.0288, 649,  144.91, 39.9363
  98445976,1,  0.1292, 183, 96.0762, 56.4871
  98585953,1,  0.0989, 701, 75.6686, 47.0073
  98869953,1,  0.1460, 659,  218.35, 73.1778
  99060529,1,  0.2764, 703,  145.01, 73.4502
  99081699,1,  0.0160, 414,  249.15, 95.6532
  99367816,1,  0.0832, 146, 92.7417, 35.0429
  99384214,1,  0.0574, 898, 79.4990, 75.1433
  99423342,1,  0.0215, 709,  124.54, 95.4094
  99494853,1,  0.4583, 711,  218.41, 14.7699
  99499070,1,  0.1938, 768,  210.84, 91.5615
  99509862,1,  0.0484,  38,  105.61, 33.0326
  99512337,1,  0.0190, 370,  197.91, 94.9617
  99612662,1,  0.0196, 509,  212.94, 12.2907
  99708740,1,  0.0029, 887,  213.15, 41.6686
  99721590,1,  0.1265, 691,  137.57, 75.8423
  99869856,1,  0.4531,  56,  204.10, 87.7843
  99893593,1,  0.0390, 554, 61.2368, 38.7852
  99997894,1,  0.1079, 609,  229.26, 47.8389
 100055533,1,  0.7075, 131,  109.96, 89.4751
 100300759,1,  0.0246, 583,  192.06, 93.1062
 100361308,1,  0.3976, 592,  185.61, 87.0953
 100374822,1,  0.2383, 726,  234.65, 36.2541
 100489896,1,  0.2824, 248,  137.19, 47.8637
 100553627,1,  0.2390, 133,  150.06, 50.4322
 100559025,1,  1.0722,  24, 65.9661, 39.6271
 100959838,1,  0.2902, 921,  202.44, 37.8222
 100962027,1,  0.0358, 902,  202.73, 74.7719
 101093490,1,  0.5126, 398, 70.0179, 76.5333
 101267729,1,  0.1064,  12,  200.31, 62.0205
 101300151,1,  0.0911, 937, 71.4369, 87.3331
 101393191,1,  0.8433, 404,  216.37, 53.1831
 101482809,1,  0.2777, 729,  137.49, 11.5903
 101508365,1,  0.2286, 604,  128.20, 74.8764
 101527165,1,  0.0470, 644, 97.7311, 14.3521
 101848470,1,  0.7764, 318,  204.53, 68.1737
 101881547,1,  0.2335, 442,  119.75, 39.4850
 102054862,1,  0.0223, 665,  151.25, 23.5510
 102251419,1,  0.3180, 180,  195.78, 59.1257
 102293476,1,  0.0736, 783, 53.4614, 29.2401
 102521613,1,  0.1703, 611,  119.96, 53.9702
 102549328,1,  0.0948, 558,  180.20, 52.3105
 102578037,1,  0.0407, 249,  224.29, 87.4141
 102589295,1,  0.0376, 562,  228.02, 23.3365
 102665504,1,  0.1180, 516, 50.6682, 28.0107
 102720319,1,  0.1986, 967,  204.59, 97.2046
 102781793,1,  0.0339,   8,  146.75, 27.9567
 102824316,1,  0.0437, 282, 82.8279, 63.6975
 102836742,1,  0.0786, 188,  118.82, 21.6804
 102883557,1,  0.1218, 576,  235.31, 84.3418
 102906529,1,  0.0437, 594,  160.09, 89.8885
 102917974,1,  0.0129, 241,  191.43, 18.4145
 103023659,1,  0.0294, 278,  177.37, 51.9153
 103172909,1,  0.0687, 188,  118.82, 21.6804
 103175894,1,  0.7334, 860,  205.75, 45.7075
 103288611,1,  0.0010, 575,  158.16, 99.3895
 103535220,1,  0.0491, 604,  128.20, 74.8764
 103994558,1,  0.0327, 624,  237.41, 14.2088
 104260547,1,  0.1274,  43,  222.39, 48.3740
 104609894,1,  0.0015, 720,  240.14, 19.0575
 104640560,1,  0.0926, 662,  127.80, 31.9426
 104734099,1,  1.3071, 770,  150.56, 43.7629
 104826024,1,  0.0994, 254,  141.39, 55.6604
 104919962,1,  0.3265, 782,  159.33, 40.6549
 104920631,1,  0.0360, 829,  135.29, 27.1083
 105196131,1,  0.0821, 800,  171.36, 95.0651
 105336854,1,  0.1048, 121,  184.81, 31.6979
 105363939,1,  0.0057, 484, 98.1142, 13.5865
 105419108,1,  0.0753, 716,  122.12, 24.2516
 105530631,1,  0.0554,  30, 70.2032, 90.8487
 105555388,1,  0.0267, 152,  248.69, 92.4035
 105564793,1,  0.1116, 828,  171.96, 73.0192
 105569900,1,  0.1008, 273,  109.64, 42.7135
 105589119,1,  0.0465, 504,  175.66, 39.9940
 105598111,1,  0.2090, 721,  100.21, 25.0351
 105687667,1,  0.0028, 749,  201.03, 28.9312
 105708190,1,  0.0564, 146, 92.7417, 35.0429
 105851477,1,  0.0621, 972,  106.74, 64.1868
 105929527,1,  0.2854, 789,  187.80, 78.4956
 106062299,1,  0.2386, 910,  216.15, 90.0546
 106253251,1,  0.6809, 966,  239.49, 35.2912
 106426625,1,  0.0517, 786,  232.84, 27.6647
 106497542,1,  1.1745, 572,  122.69, 14.1579
 106624693,1,  0.2172,  88, 70.4774, 78.2301
 106634829,1,  0.0624, 989,  221.51, 84.1400
 106707155,1,  0.2364, 617,  131.34, 16.4282
 106774498,1,  0.0590, 981,  109.20, 38.0693
 106917929,1,  0.0045, 957,  103.87, 16.9028
 106999245,1,  0.8963, 823,  200.77, 51.6698
 107011534,1,  0.2418, 982,  230.61, 61.4770
 107419520,1,  0.3610, 832,  152.07, 78.2177
 107533421,1,  0.0584, 860,  205.75, 45.7075
 107572546,1,  0.3049, 111,  219.29, 24.5962
 107725258,1,  0.5962, 298,  107.23, 29.1083
 107738082,1,  0.0604, 482,  223.58, 87.2437
 108003325,1,  0.1449,  18,  138.16, 65.6040
 108079440,1,  0.0053, 325, 82.7340, 25.3176
 108080947,1,  0.2332,  28,  235.29, 42.7099
 108159958,1,  0.0774, 982,  230.61, 61.4770
 108337340,1,  0.1126, 573, 71.2173, 35.9239
 108412566,1,  0.3668, 909,  226.73, 10.3472
 109053073,1,  0.2144, 979,  180.13, 19.2651
 109101011,1,  0.0097, 452,  175.03, 31.0606
 109215844,1,  0.0005, 844,  137.24, 79.7339
 109306970,1,  0.2461, 106, 77.9704, 80.7633
 109324382,1,  0.0253, 910,  216.15, 90.0546
 109367741,1,  0.0118, 860,  205.75, 45.7075
 109388157,1,  0.1133, 263, 54.6316, 12.0645
 109395138,1,  0.1212, 254,  141.39, 55.6604
 109532730,1,  0.0016, 502, 75.3613, 68.7432
 109635158,1,  0.0638, 317,  136.29, 10.1144
 109735343,1,  0.3669, 733, 53.6155, 38.6295
 110021072,1,  0.0501,  87,  151.99, 16.1232
 110079758,1,  0.1581, 251,  241.84, 74.1069
 110165129,1,  0.0508, 363, 61.6712, 71.3627
 110245341,1,  0.3717, 578,  227.96, 80.9660
 110333801,1,  0.0074, 872,  229.00, 81.2446
 110440066,1,  0.2632,  46,  214.73, 62.1518
 110541856,1,  0.0568,  20,  131.52, 25.5873
 110806262,1,  0.0613, 445,  184.11, 70.6971
 110848738,1,  0.0176, 117,  124.71, 77.3233
 110861142,1,  0.0978, 538,  224.28, 85.0955
 110914058,1,  0.0044, 429, 80.0938, 94.9316
 111055839,1,  0.1360, 205, 92.8418, 91.5368
 111097800,1,  0.1179, 766, 98.2841, 72.3809
 111322225,1,  0.1122,  68, 61.3250, 17.0805
 111519683,1,  0.2157, 430,  107.71, 34.3369
 111628647,1,  0.0557, 846,  182.12, 70.3105
 111833692,1,  0.1112, 417,  184.18, 24.2361
 111907426,1,  0.0257, 722,  183.21, 97.2974
 112007918,1,  0.0288, 278,  177.37, 51.9153
