object_id,submodel,sim_av,Cart_INDEX,Mejecta,Vejecta,Fnick,Kappagamma,Temperature
  33297894,1,  0.0458,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  33305551,1,  0.1070, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  33357661,1,  0.0570, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  33361241,1,  0.0448, 215,  0.3386, 4188.56,  0.4037, 96.3144, 3553.54
  33377438,1,  0.0444, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  33377550,1,  0.1723,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  33382807,1,  0.5600, 122,  0.7923, 6202.78,  0.0813, 23.2744, 2989.89
  33403920,1,  0.2011,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  33415078,1,  0.1609,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
  33415697,1,  0.0383,  78,  3.4726, 9341.65,  0.0051, 17.8184, 4632.09
  33475066,1,  0.4167, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  33478954,1,  0.3333, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  33479610,1,  0.0228, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  33483270,1,  0.0404, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  33498453,1,  0.4486,  70,  0.9779, 3362.59,  0.0329,  0.6992, 3801.32
  33526591,1,  0.2875, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  33560387,1,  0.3906, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  33566532,1,  0.0737,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  33583001,1,  0.0060, 116,  0.1610, 9427.17,  0.1514,  0.5598, 3280.00
  33613462,1,  0.5003, 215,  0.3386, 4188.56,  0.4037, 96.3144, 3553.54
  33617574,1,  0.1414,  97,  2.1400, 5770.23,  0.0046,  4.6610, 2386.78
  33645502,1,  0.1486, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  33650505,1,  0.0476,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  33676281,1,  0.0466, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  33676787,1,  0.1658, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  33679701,1,  0.4788, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  33681089,1,  0.1421,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  33685944,1,  0.2122, 104,  0.3466, 5854.19,  0.1667, 41.4651, 4789.56
  33696279,1,  0.6467,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  33698147,1,  0.2573, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  33705537,1,  0.1840, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  33720194,1,  0.0484,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  33722402,1,  0.0443,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  33723171,1,  0.0261, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  33775831,1,  0.3779,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  33813591,1,  0.1122,  23,  0.0694, 5806.75,  0.0470, 10.9067, 1915.68
  33818406,1,  0.0797, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  33822133,1,  0.0025,   6,  0.0614, 3348.01,  0.0512, 38.0210, 2602.65
  33830102,1,  0.0223, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  33845269,1,  0.0030, 146,  0.0804, 6567.65,  0.0024,  0.7438, 4879.34
  33847802,1,  0.0382,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  33852393,1,  1.1070, 175,  0.0525, 8969.80,  0.0074,  288.94, 3163.86
  33853281,1,  0.0205,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
  33862501,1,  0.2062, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  33865015,1,  0.0935,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  33874053,1,  0.0373, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  33891765,1,  0.2927,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  33925682,1,  0.3279, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  33935782,1,  0.0278, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
  33978794,1,  0.2819,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  33989492,1,  1.0430, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
  34006705,1,  0.0721, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  34009155,1,  0.1189,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  34059331,1,  0.0591, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  34068358,1,  0.2014, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  34073805,1,  0.0387, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  34087975,1,  0.1187, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  34090599,1,  0.0344,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
  34126702,1,  0.3445, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  34134505,1,  0.0232, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  34147885,1,  0.4444, 215,  0.3386, 4188.56,  0.4037, 96.3144, 3553.54
  34150711,1,  0.0424,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  34167077,1,  0.3326, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  34171891,1,  0.0468, 127,  0.2353, 7695.68,  0.0049,  4.4954, 1459.82
  34191572,1,  0.1520, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  34196419,1,  0.4039, 164,  0.2681, 4118.28,  0.0090, 48.6520, 1498.26
  34214946,1,  0.0721, 185,  1.1395, 3864.34,  0.0393,  513.86, 2154.51
  34231409,1,  0.7525,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  34258031,1,  0.4408, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  34281478,1,  0.5122, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  34294027,1,  0.0382,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  34308601,1,  0.3546, 205,  0.1141, 3860.49,  0.2373,  3.6289, 3470.48
  34355640,1,  0.1774, 142,  0.0401, 9343.24,  0.0049,  527.02, 2898.94
  34368782,1,  0.1226, 199,  0.2494, 4499.56,  0.0042,  322.70, 4183.91
  34379024,1,  0.0518,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  34382015,1,  0.0542,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  34403263,1,  0.6023,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  34405337,1,  0.1874,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  34406201,1,  0.0498, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  34421428,1,  0.2109, 211,  0.9917, 9866.03,  0.0029,  447.67, 2635.86
  34425816,1,  1.0311, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  34426880,1,  0.1760,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  34429939,1,  0.0827, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  34430887,1,  0.0225, 211,  0.9917, 9866.03,  0.0029,  447.67, 2635.86
  34439497,1,  0.0651,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  34456016,1,  0.2844,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  34469889,1,  0.2953,  71,  0.0915, 6988.06,  0.0106,  297.75, 1470.78
  34486725,1,  0.0419, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  34495269,1,  0.4307, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
  34499818,1,  0.0621, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  34506536,1,  0.0126,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  34511807,1,  0.0476, 194,  0.5798, 7499.30,  0.0113, 57.8920, 2464.62
  34548529,1,  0.0894, 211,  0.9917, 9866.03,  0.0029,  447.67, 2635.86
  34553823,1,  0.0309,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  34607308,1,  0.0395, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  34620141,1,  1.2303,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  34622291,1,  0.0021,  84,  0.8886, 4306.31,  0.0034, 34.7945, 2998.70
  34629797,1,  0.0468, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  34635606,1,  0.0050,  76,  1.5874, 3052.89,  0.0051,  0.1794, 2127.54
  34649171,1,  0.1331, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  34649224,1,  0.0152,  30,  0.1795, 5137.26,  0.0147,  273.01, 2205.85
  34653507,1,  0.0769,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  34669952,1,  0.1376,   2,  3.3522, 9569.76,  0.0187,  0.1085, 4773.27
  34670483,1,  0.0866, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  34678126,1,  0.1335,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  34683385,1,  0.1298, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  34683820,1,  0.0997,  42,  0.1026, 8917.97,  0.1450,  276.39, 1378.22
  34692101,1,  0.0897, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  34717054,1,  0.4546, 159,  2.0958, 7627.99,  0.2075, 25.1596, 1773.87
  34774044,1,  1.0087,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  34783149,1,  0.3506, 176,  3.0891, 7261.33,  0.1679,  0.2012, 2144.21
  34785792,1,  0.0847,  59,  0.7146, 3972.96,  0.2830, 22.1214, 1350.92
  34806719,1,  0.6607, 174,  0.9674, 4727.59,  0.1474,  366.94, 2615.61
  34808941,1,  0.0997, 137,  0.2167, 7155.97,  0.4821, 59.5978, 3975.38
  34817553,1,  0.3913, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  34829356,1,  0.1213,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  34830277,1,  0.0840, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  34831725,1,  0.0767,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  34862491,1,  0.4016,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  34864129,1,  0.0356,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  34970375,1,  1.2466,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  34986837,1,  0.7040,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  35002417,1,  0.0812,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  35027286,1,  0.2424, 142,  0.0401, 9343.24,  0.0049,  527.02, 2898.94
  35048536,1,  0.3164, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  35054348,1,  0.6174, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  35074271,1,  0.0312,   2,  3.3522, 9569.76,  0.0187,  0.1085, 4773.27
  35082540,1,  0.0055, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  35107280,1,  0.0053,  65,  1.4613, 9182.45,  0.0577,  0.5795, 1646.06
  35125627,1,  0.0589,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  35156536,1,  0.0139, 215,  0.3386, 4188.56,  0.4037, 96.3144, 3553.54
  35156576,1,  0.4119, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  35157285,1,  0.0254,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  35161550,1,  0.0275, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
  35188719,1,  0.1303,  29,  3.4985, 9859.87,  0.0841,  354.93, 1526.96
  35191416,1,  0.2708,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  35197822,1,  0.0325, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  35204145,1,  0.0048, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  35211346,1,  0.0070,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  35220409,1,  0.3818, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  35233209,1,  0.0696, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  35234441,1,  1.7365, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
  35234632,1,  0.1086, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
  35243615,1,  0.0606,  23,  0.0694, 5806.75,  0.0470, 10.9067, 1915.68
  35258746,1,  0.3818,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  35272358,1,  0.1088, 150,  0.2054, 4425.04,  0.0232,  560.65, 4212.35
  35273653,1,  0.5604, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  35298550,1,  0.0047, 127,  0.2353, 7695.68,  0.0049,  4.4954, 1459.82
  35331520,1,  0.0279,  26,  0.0445, 9096.99,  0.1571, 12.2831, 1819.45
  35360642,1,  0.0017, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  35379913,1,  0.0253,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  35380373,1,  0.1156,  94,  0.0501, 9445.71,  0.0235,  324.88, 3446.89
  35385532,1,  0.0395,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  35411372,1,  0.0179, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  35439882,1,  0.7349, 198,  1.0023, 9236.79,  0.1111,  534.21, 4196.35
  35445058,1,  0.0050, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  35450975,1,  1.1884,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  35481789,1,  0.0040,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
  35498810,1,  0.0938,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  35510749,1,  0.1344, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  35517537,1,  0.0159, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  35533263,1,  0.1139, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  35537003,1,  0.0175,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  35537131,1,  0.1378,  60,  0.1910, 6685.08,  0.2188,  551.46, 2553.56
  35550578,1,  0.0893,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  35552719,1,  0.0954,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  35554284,1,  0.0427, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  35573642,1,  0.0243,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  35589653,1,  0.0216,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  35612531,1,  0.2488, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  35627835,1,  0.0796, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  35628957,1,  0.2584,  62,  0.7323, 6457.12,  0.0026, 51.8076, 3423.59
  35629121,1,  0.1359, 134,  0.1864, 5883.75,  0.0610,  475.03, 4766.32
  35650855,1,  0.0044,  89,  0.0476, 8718.13,  0.1462,  2.3477, 2758.60
  35651782,1,  0.2999, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  35653786,1,  0.0489,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  35681378,1,  0.3264,  94,  0.0501, 9445.71,  0.0235,  324.88, 3446.89
  35699933,1,  0.2158, 143,  0.6128, 6627.87,  0.1994,  0.3490, 4166.89
  35701314,1,  0.0247, 185,  1.1395, 3864.34,  0.0393,  513.86, 2154.51
  35711407,1,  1.2083,  77,  0.6672, 5422.76,  0.0337, 80.2449, 1758.04
  35712321,1,  0.1293, 100,  3.4837, 5371.65,  0.0035,  9.7241, 2827.50
  35718429,1,  0.1604,   9,  0.0485, 7038.25,  0.0048, 19.2183, 4310.95
  35737603,1,  0.0301, 206,  3.6553, 3748.61,  0.0227,  3.7908, 3770.28
  35744983,1,  0.6184, 205,  0.1141, 3860.49,  0.2373,  3.6289, 3470.48
  35765540,1,  0.0239, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  35766521,1,  0.0117,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  35771344,1,  0.0159, 149,  0.1376, 7095.38,  0.7152, 17.9414, 4382.78
  35771372,1,  0.6894, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  35772572,1,  0.3462,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  35786466,1,  0.1669, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  35786505,1,  0.1301, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  35820857,1,  0.0461,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  35823355,1,  0.1174,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  35839595,1,  0.2056,  42,  0.1026, 8917.97,  0.1450,  276.39, 1378.22
  35844018,1,  0.1256, 184,  2.6683, 9183.03,  0.0697,  0.3260, 1339.12
  35845802,1,  0.1554,  47,  0.2986, 4691.08,  0.0384,  1.3589, 3956.60
  35853355,1,  0.4366, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  35880412,1,  0.0058, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  35886526,1,  0.4975, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  35915680,1,  0.0410,   8,  0.2393, 6796.13,  0.0035, 66.8446, 4091.68
  35929130,1,  0.0169,   6,  0.0614, 3348.01,  0.0512, 38.0210, 2602.65
  35935979,1,  0.0071,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  35936127,1,  0.0840, 221,  0.1595, 5683.75,  0.0508, 83.3421, 3666.10
  35949031,1,  0.1755, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  35980776,1,  0.1950,  20,  0.4166, 5091.09,  0.7028,  5.0629, 1394.19
  35986413,1,  0.0755, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  35996868,1,  0.0774,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
  35998910,1,  0.0697, 166,  0.4061, 4778.10,  0.0503,  0.1469, 4331.24
  36032108,1,  0.1081, 108,  0.2433, 5125.07,  0.0024,  339.62, 1963.59
  36049138,1,  0.0629,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  36088189,1,  0.1346,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36095041,1,  0.0522,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  36104188,1,  0.5382,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36111107,1,  0.0723,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  36131331,1,  0.0101,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36142570,1,  0.0918,   1,  3.6982, 8842.07,  0.2895,  5.4983, 1260.04
  36181439,1,  0.3376, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  36185704,1,  0.1202, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
  36190923,1,  0.1219,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  36252745,1,  0.0321, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  36279412,1,  0.1148, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  36284012,1,  0.0016, 173,  0.1088, 3219.90,  0.1051,  3.8293, 3294.49
  36310241,1,  0.5472,   9,  0.0485, 7038.25,  0.0048, 19.2183, 4310.95
  36324466,1,  0.6124, 209,  0.7276, 9556.75,  0.4253,  3.8727, 4914.65
  36329704,1,  0.5608, 169,  1.2971, 8166.86,  0.0102,  0.1404, 4684.27
  36419636,1,  0.1609, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
  36425634,1,  0.1391, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  36426214,1,  0.1871,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36428216,1,  0.1249,  55,  0.1269, 9101.66,  0.0257,  5.3697, 4361.04
  36454916,1,  0.0752,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  36466502,1,  0.2523, 114,  3.1836, 6462.23,  0.0049,  431.01, 4802.59
  36467103,1,  0.0244, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  36469994,1,  0.2203, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  36499040,1,  0.0759,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36499547,1,  0.0361, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  36532156,1,  0.3458, 129,  3.2410, 7856.37,  0.1047,  3.1030, 3764.81
  36556703,1,  0.3818,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  36559414,1,  0.2227,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  36562143,1,  0.0413,  25,  1.3683, 4855.48,  0.2589,  1.4109, 2984.33
  36569770,1,  0.2989, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  36581214,1,  0.2491, 130,  2.2611, 8516.38,  0.0065,  1.4435, 3531.22
  36600200,1,  0.1232,  51,  2.2394, 6241.41,  0.0049,  4.0567, 2770.86
  36633012,1,  0.0457, 218,  1.8112, 5826.14,  0.0070,  966.75, 1926.36
  36655217,1,  0.0716, 211,  0.9917, 9866.03,  0.0029,  447.67, 2635.86
  36655712,1,  0.1512, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  36679238,1,  0.1475, 152,  0.3794, 3570.42,  0.0095,  4.3540, 1249.63
  36691020,1,  0.0232, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  36695413,1,  0.3027, 188,  3.5495, 4119.20,  0.0549,  3.5900, 2920.32
  36710818,1,  0.0008, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  36737992,1,  0.1698,  42,  0.1026, 8917.97,  0.1450,  276.39, 1378.22
  36750533,1,  0.1496, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  36755626,1,  0.3058,  58,  0.1122, 6414.11,  0.0040,  4.1954, 2842.23
  36764501,1,  0.1887,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  36817532,1,  0.0503,   3,  0.1585, 6960.11,  0.0382,  0.6977, 3277.79
  36832919,1,  0.0823, 102,  3.0315, 9890.40,  0.0020, 83.1170, 3011.20
  36861978,1,  0.3848, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  36902310,1,  0.0478,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  36919531,1,  0.0025, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  36922749,1,  0.0796, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  36933237,1,  0.1338, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  36944390,1,  0.2035, 140,  3.2364, 8614.70,  0.1645,  4.5071, 2434.52
  36950163,1,  0.1536, 112,  0.0514, 8328.34,  0.0091,  1.7597, 2839.06
  36971133,1,  0.0384,  14,  0.1698, 3590.12,  0.3925, 91.9875, 2379.64
  37002192,1,  0.0662,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  37021077,1,  0.0591,  87,  0.3812, 7842.73,  0.0054,  178.22, 1948.81
  37028847,1,  0.0518,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  37033764,1,  0.1878, 113,  0.5055, 9210.35,  0.0675,  0.2009, 4560.34
  37046906,1,  0.0262,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  37047688,1,  0.0250, 196,  0.9419, 8002.32,  0.1262,  0.9832, 4193.79
  37053261,1,  0.2288, 162,  1.2254, 3531.49,  0.0044,  0.3382, 2444.79
  37072243,1,  0.4465, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
  37072324,1,  0.1071, 172,  0.1053, 9419.46,  0.2397,  7.3357, 4088.20
  37074594,1,  0.0200, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  37084691,1,  0.0226,   7,  0.1015, 3984.38,  0.2366, 10.4438, 1887.56
  37137333,1,  0.0269,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  37140217,1,  0.1394, 115,  1.0169, 6435.94,  0.2169,  0.5423, 3233.44
  37165445,1,  0.5153, 147,  1.6894, 3840.88,  0.2952,  0.9044, 2665.34
  37173364,1,  0.0030,  30,  0.1795, 5137.26,  0.0147,  273.01, 2205.85
  37174649,1,  0.0341, 223,  0.5873, 8281.86,  0.0075,  5.3127, 3774.98
  37191760,1,  0.0556,  66,  0.6000, 8716.42,  0.5662,  262.04, 4677.95
  37223516,1,  0.0546, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  37241519,1,  0.0442,  63,  0.2216, 3985.11,  0.0022,  0.4288, 4495.15
  37245622,1,  0.3771, 186,  0.3299, 6928.02,  0.6517,  261.58, 3284.21
  37270355,1,  0.7080, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
  37285194,1,  0.0470, 217,  0.1285, 4439.94,  0.0464, 40.2629, 2316.00
  37297007,1,  0.1712, 136,  0.5506, 8913.20,  0.0693, 57.5370, 3194.48
  37309666,1,  0.1220, 201,  1.2541, 9311.53,  0.2470, 59.0541, 2198.17
  37337603,1,  0.1694, 138,  0.7778, 4380.36,  0.0602,  101.55, 3628.96
  37339319,1,  0.0220,  12,  0.1259, 8565.72,  0.0060,  1.0413, 1917.15
  37347898,1,  0.1880, 107,  0.7064, 3315.80,  0.0028, 50.3222, 1861.41
  37350326,1,  0.1106, 210,  2.4692, 9643.91,  0.0251,  0.3152, 4838.06
  37350733,1,  0.9921, 158,  0.9010, 6714.44,  0.2368,  1.0521, 4840.01
  37358291,1,  0.3126, 170,  0.0718, 6980.87,  0.0033,  825.30, 4724.41
  37360862,1,  0.0038, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  37368331,1,  0.2331, 151,  0.6066, 6498.63,  0.1056, 56.5889, 4249.34
  37402765,1,  0.1000, 178,  0.2428, 3666.75,  0.5281, 20.8435, 1689.20
  37407891,1,  0.0377,  31,  0.1295, 8878.26,  0.0024,  140.18, 3158.79
  37413403,1,  0.0345,  39,  2.2300, 6650.18,  0.0025, 49.3928, 3845.74
  37436269,1,  0.0228, 148,  0.3767, 8104.01,  0.0727,  1.7080, 1362.57
  37437737,1,  0.0436,  40,  3.6603, 3595.97,  0.0229,  296.60, 2089.94
  37441687,1,  0.0245, 142,  0.0401, 9343.24,  0.0049,  527.02, 2898.94
  37467694,1,  0.4079, 182,  0.1134, 3864.80,  0.0087,  4.5063, 3032.14
  37473170,1,  0.0080,  59,  0.7146, 3972.96,  0.2830, 22.1214, 1350.92
  37487968,1,  0.2265, 120,  0.7984, 9897.95,  0.0572,  273.27, 3073.01
  37540195,1,  0.0394, 175,  0.0525, 8969.80,  0.0074,  288.94, 3163.86
