object_id,submodel,sim_av,IIN_INDEX,Mejecta,Kinetic_energy,Mcsm,R0,Rho
  20027414,3,  0.2305, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  20027796,3,  0.1158, 650,  6.2645,  1.6911,  0.7633, 85.7795, 0.416E-14
  20035463,3,  0.0191, 997,  3.0974,  2.4077,  0.1577, 25.4737, 0.916E-14
  20036985,3,  0.0088, 997,  3.0974,  2.4077,  0.1577, 25.4737, 0.916E-14
  20049674,3,  0.0842, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20054590,3,  0.0129, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20061281,3,  0.0494, 604,  8.0738,  1.1271,  0.3587, 21.8981, 0.244E-13
  20062290,3,  0.1131, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20072155,3,  0.1043, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20075560,3,  0.0801, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20079858,3,  0.1195, 974,  8.7518,  5.1021,  0.3818, 91.7322, 0.262E-14
  20082003,3,  0.4894, 250,  5.6874,  6.9709,  0.1126,  8.9682, 0.643E-13
  20083824,3,  0.0276, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20089038,3,  0.5505, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  20097448,3,  0.1266, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20099201,3,  0.1646, 217,  2.9405,  2.5623,  0.2971, 21.8622, 0.688E-14
  20100188,3,  0.0171, 924,  8.6538,  3.5904,  0.1960, 94.6994, 0.257E-14
  20101934,3,  0.7424, 781,  7.6820,  3.4913,  0.3383, 44.4396, 0.721E-14
  20108180,3,  0.2720, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20112272,3,  0.3063, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  20120772,3,  0.1413, 320,  6.1046,  2.0270,  1.6722, 19.3759, 0.754E-13
  20122293,3,  0.0611, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20130395,3,  0.0538, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  20131128,3,  0.0021, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20140097,3,  0.1618, 419,  6.5080,  7.1645,  2.9430, 53.8994, 0.457E-14
  20145243,3,  0.0092, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20145927,3,  0.2393, 771,  7.1322,  3.4815,  1.4544, 67.5525, 0.571E-14
  20148769,3,  0.9178, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20150427,3,  0.1188, 650,  6.2645,  1.6911,  0.7633, 85.7795, 0.416E-14
  20151502,3,  0.0845, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20151645,3,  0.3810, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20154078,3,  0.0446, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20154789,3,  0.1566, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20154906,3,  0.0321, 974,  8.7518,  5.1021,  0.3818, 91.7322, 0.262E-14
  20157138,3,  0.6036, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20161527,3,  0.0884, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20169273,3,  0.0860, 531,  5.0304,  1.4856,  0.0842, 50.1059, 0.839E-14
  20175631,3,  0.2125, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20176444,3,  0.0802, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20177755,3,  0.3771, 882,  7.9542,  8.3332,  0.5025, 24.2239, 0.203E-13
  20181203,3,  0.1238, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20183552,3,  0.0383, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20184013,3,  0.0666, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20186683,3,  0.0081, 631,  7.1927,  7.5495,  0.7402, 46.0529, 0.765E-14
  20189067,3,  0.0125, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20192064,3,  0.1764, 947,  6.3480,  5.7591,  0.2499, 22.8723, 0.244E-13
  20193051,3,  0.1343, 326,  6.4143,  2.2104,  1.4725, 14.7962, 0.669E-13
  20194265,3,  0.1971, 734,  6.8292,  3.0695,  0.1832, 89.5767, 0.264E-14
  20196855,3,  0.3156, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  20201146,3,  0.1755, 928,  6.4616,  5.8610,  0.1942, 17.2608, 0.428E-13
  20202959,3,  0.0922, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20206323,3,  0.3974, 965,  7.6644,  2.5606,  0.7794, 38.2697, 0.130E-13
  20207686,3,  0.0474, 908,  6.2084,  3.7452,  0.2087, 77.8345, 0.236E-14
  20212869,3,  0.0367, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20218891,3,  0.0565, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  20221969,3,  0.0387, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  20226497,3,  0.0674, 503,  2.9456,  2.3065,  0.1674, 31.7051, 0.902E-14
  20227373,3,  0.2757, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20230286,3,  0.2983, 879,  8.9557,  5.2640,  0.4159, 44.4473, 0.273E-14
  20230646,3,  0.0266, 913,  9.3303,  4.2403,  0.3801, 88.7042, 0.256E-14
  20231270,3,  0.0873, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  20232172,3,  0.0639, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20232779,3,  0.0463, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  20233701,3,  0.2120, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  20237336,3,  0.2290, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20241189,3,  0.2223, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20242120,3,  0.1948, 898,  4.2779,  2.2205,  0.4536, 39.1106, 0.912E-14
  20242849,3,  0.0236, 928,  6.4616,  5.8610,  0.1942, 17.2608, 0.428E-13
  20244090,3,  0.1165, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  20246878,3,  0.1972, 734,  6.8292,  3.0695,  0.1832, 89.5767, 0.264E-14
  20247940,3,  0.6018, 476,  7.1588,  9.1403,  0.1614,  9.6368, 0.262E-13
  20248414,3,  0.1409, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20248816,3,  0.0064, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  20253312,3,  0.1671, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20254226,3,  0.3903, 736,  9.9517,  7.0128,  0.7278, 27.6615, 0.138E-13
  20257776,3,  0.0205, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20258743,3,  0.1269, 735,  8.5361,  2.5228,  0.8486, 50.8416, 0.105E-13
  20261703,3,  0.0512, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20263322,3,  0.1217, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20264880,3,  0.0121, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20265703,3,  0.5930, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20266523,3,  0.3655, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20267373,3,  0.0073, 921,  8.5742,  9.0331,  0.2293, 42.8661, 0.400E-14
  20267497,3,  0.0684, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20269273,3,  0.1276, 954,  7.1552, 10.0353,  0.3705, 47.3038, 0.463E-14
  20271686,3,  0.0009, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20273671,3,  0.1604, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  20275156,3,  0.0152, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  20276477,3,  0.4332, 735,  8.5361,  2.5228,  0.8486, 50.8416, 0.105E-13
  20280335,3,  0.8919, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  20296525,3,  0.0803, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20297645,3,  0.2707, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20301042,3,  0.0094, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20304892,3,  0.8003, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  20305085,3,  0.0594, 642,  6.6578,  8.5523,  0.6737, 14.5148, 0.559E-13
  20306003,3,  0.0147, 344,  5.3664,  2.4490,  4.4001, 18.6027, 0.617E-13
  20306956,3,  0.1769, 973,  4.4152,  2.1127,  0.1753, 63.8051, 0.356E-14
  20310695,3,  0.5869, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20312871,3,  0.0135, 777,  5.4362,  6.9223,  0.1067,  7.8699, 0.660E-13
  20314639,3,  0.0468, 359, 10.6593,  3.7482,  0.9302, 12.8903, 0.732E-13
  20317367,3,  0.1839, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20324029,3,  0.0179, 943,  8.8568,  6.2999,  3.5548, 41.6558, 0.844E-14
  20327549,3,  0.5570, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20327749,3,  0.5679, 457,  9.3729,  2.4941,  0.1013, 56.4673, 0.398E-14
  20333739,3,  0.2128, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20337061,3,  0.0176, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20340733,3,  0.4818, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  20342012,3,  0.2857, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20345225,3,  0.1843, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  20345686,3,  0.0064, 631,  7.1927,  7.5495,  0.7402, 46.0529, 0.765E-14
  20346439,3,  0.4874, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20347762,3,  0.0601, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20348564,3,  0.0699, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  20350371,3,  0.2297, 243,  9.4927,  4.8721,  1.8876, 16.8176, 0.587E-13
  20354834,3,  0.9941, 651,  9.0047,  2.4328,  5.5811, 26.0670, 0.570E-13
  20358361,3,  0.3316, 650,  6.2645,  1.6911,  0.7633, 85.7795, 0.416E-14
  20360444,3,  0.2237, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20363632,3,  0.0150, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20367346,3,  0.0876, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20367793,3,  0.0054, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20371154,3,  0.0496, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20372489,3,  0.0173, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20373817,3,  0.1439, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20375169,3,  0.0606, 642,  6.6578,  8.5523,  0.6737, 14.5148, 0.559E-13
  20376206,3,  0.0905, 927,  6.4050,  3.1550,  0.1340, 23.8365, 0.315E-13
  20383769,3,  0.0861, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  20384324,3,  0.2541, 874,  9.4868,  3.5144,  0.4858, 42.7582, 0.137E-13
  20388159,3,  0.0969, 320,  6.1046,  2.0270,  1.6722, 19.3759, 0.754E-13
  20388374,3,  0.0581, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20389105,3,  0.1025, 874,  9.4868,  3.5144,  0.4858, 42.7582, 0.137E-13
  20398471,3,  0.6281, 807,  7.3078,  8.2168,  2.2190, 18.4418, 0.334E-13
  20404343,3,  0.0988, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20405386,3,  0.0664, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20407580,3,  0.1734, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20409593,3,  0.0945, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20410089,3,  0.3303, 606,  7.0034,  7.3988,  0.3931, 50.6142, 0.419E-14
  20414927,3,  0.9496, 877,  7.5270,  5.8398,  0.5096, 24.7447, 0.252E-13
  20421339,3,  0.1801, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20422743,3,  0.0329, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20423361,3,  0.2839, 801,  7.4119,  1.5891,  4.7343, 56.0676, 0.103E-13
  20423632,3,  0.0202, 531,  5.0304,  1.4856,  0.0842, 50.1059, 0.839E-14
  20424118,3,  0.0752, 287, 10.0857,  8.3486,  3.6524, 20.0179, 0.562E-13
  20426226,3,  0.5948, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  20431301,3,  0.0527, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20435175,3,  0.1316, 631,  7.1927,  7.5495,  0.7402, 46.0529, 0.765E-14
  20436026,3,  0.7217, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20446980,3,  0.0278, 320,  6.1046,  2.0270,  1.6722, 19.3759, 0.754E-13
  20447115,3,  0.1219, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  20452207,3,  0.0674, 954,  7.1552, 10.0353,  0.3705, 47.3038, 0.463E-14
  20454331,3,  0.0654, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20456593,3,  0.0082, 648,  5.8835,  3.2190,  0.1661, 23.9503, 0.304E-13
  20459700,3,  0.2081, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20460090,3,  0.0790, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20460321,3,  0.0171, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  20460475,3,  0.0041, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20461983,3,  0.0080, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20464552,3,  0.0078, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20466227,3,  0.0208, 962,  7.5062,  6.7677,  0.2141, 17.2969, 0.432E-13
  20469637,3,  0.0374, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20470538,3,  0.0063, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  20470971,3,  0.3121, 187,  3.5448,  2.4706,  0.1524, 31.7888, 0.916E-14
  20485603,3,  0.0654, 928,  6.4616,  5.8610,  0.1942, 17.2608, 0.428E-13
  20486022,3,  0.0784, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20486147,3,  0.1816, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20487245,3,  0.6187, 810,  6.7773,  1.3907,  2.1574, 17.9267, 0.550E-13
  20488447,3,  0.2357, 962,  7.5062,  6.7677,  0.2141, 17.2969, 0.432E-13
  20490971,3,  0.1087, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  20491853,3,  0.0634, 639,  9.3833,  2.7198,  0.9642, 41.5601, 0.132E-13
  20492314,3,  0.0382, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20497853,3,  0.0499, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20506992,3,  0.0875, 489,  6.3493,  5.7052,  0.2245, 20.7260, 0.254E-13
  20513696,3,  0.1399, 528,  8.4204,  7.9760,  4.8450, 17.4975, 0.593E-13
  20515613,3,  0.1241, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20520260,3,  0.4038, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20520416,3,  0.0613, 642,  6.6578,  8.5523,  0.6737, 14.5148, 0.559E-13
  20521567,3,  0.1961, 475,  7.4930,  9.1090,  1.0194, 19.1214, 0.425E-13
  20522190,3,  0.1736, 829,  5.8104,  3.0746,  0.2486, 13.7084, 0.549E-13
  20523457,3,  0.0930, 548,  5.0725,  1.0153,  0.1384, 26.3856, 0.296E-13
  20529299,3,  0.0221, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  20531504,3,  0.7575, 964,  8.1560,  8.2351,  1.2569, 18.2446, 0.444E-13
  20532516,3,  0.3005, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20534093,3,  0.0106, 382,  7.9087,  8.0518,  0.4774, 27.7144, 0.197E-13
  20534282,3,  0.1514, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20537656,3,  0.9279, 819,  9.3791,  7.2870,  0.2636, 44.9222, 0.418E-14
  20537896,3,  0.1713, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20541875,3,  0.0359, 731,  7.4285,  5.8285,  0.2929, 64.8522, 0.341E-14
  20547133,3,  0.0924, 821,  7.3894,  5.2863,  0.3320, 53.5018, 0.461E-14
  20548367,3,  0.1542, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20549346,3,  0.0890, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20551806,3,  0.1904, 285,  6.6578,  4.2292,  2.6273, 46.3546, 0.899E-14
  20551994,3,  0.1078, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20553510,3,  1.3446, 890,  8.9542,  1.7413,  3.8678, 63.3275, 0.871E-14
  20554920,3,  0.0435, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20559075,3,  0.0742, 691,  7.4155,  9.0922,  1.1697, 19.0840, 0.399E-13
  20561544,3,  0.6195, 813,  7.0033,  8.0264,  0.2030, 16.7629, 0.336E-13
  20562164,3,  0.5735, 330,  8.1426,  6.7418,  0.4429, 41.5555, 0.460E-14
  20562796,3,  0.0249, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20562970,3,  0.0742, 992,  9.0782,  4.8351,  0.3576, 72.3647, 0.254E-14
  20563016,3,  0.1475, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20563416,3,  0.8629, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20564248,3,  0.1964, 213,  9.6289,  9.5823,  0.2559, 45.2307, 0.422E-14
  20565014,3,  0.0467, 734,  6.8292,  3.0695,  0.1832, 89.5767, 0.264E-14
  20567777,3,  0.0003, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20568285,3,  0.0784, 249,  7.9638,  9.2530,  0.0941,  8.8236, 0.253E-13
  20579394,3,  0.1376, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20581447,3,  0.0173, 574,  7.7692,  8.0752,  4.0770, 17.6457, 0.575E-13
  20581905,3,  0.0232, 848,  6.8111,  4.7226,  0.1837, 73.1368, 0.324E-14
  20584903,3,  0.3268, 791,  9.6943,  6.8393,  0.2414, 17.7915, 0.489E-13
  20585801,3,  0.0043, 735,  8.5361,  2.5228,  0.8486, 50.8416, 0.105E-13
  20587444,3,  0.0140, 398,  3.1054,  2.4345,  0.1261, 27.9061, 0.101E-13
  20591501,3,  0.1360, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20593242,3,  0.0392, 699,  6.4504,  8.8400,  1.2265, 17.1602, 0.457E-13
  20595414,3,  0.5896, 779,  6.1495,  4.7044,  0.3629, 57.6040, 0.398E-14
  20595670,3,  0.0066, 570,  7.9453,  2.8568,  0.5376, 54.4928, 0.854E-14
  20596978,3,  0.2707, 104,  6.2890,  3.3953,  0.2561, 13.3816, 0.508E-13
  20600715,3,  0.1768, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20602778,3,  0.8844, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20605969,3,  0.0790, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20611435,3,  0.0283, 912,  9.2489,  8.7622,  1.9812, 31.3038, 0.235E-13
  20612426,3,  0.1424, 427,  7.8223, 10.0312,  0.4417, 21.9632, 0.204E-13
  20613155,3,  0.0267, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20613159,3,  0.0751, 382,  7.9087,  8.0518,  0.4774, 27.7144, 0.197E-13
  20616034,3,  1.6086, 979,  8.2395,  3.2381,  0.1645, 93.9693, 0.261E-14
  20619063,3,  0.1715, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20621243,3,  0.3459, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20621779,3,  0.3750, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  20622499,3,  0.6822, 430,  7.3847,  9.0085,  1.3444, 17.2644, 0.454E-13
  20622698,3,  0.1924, 719,  8.0215,  1.8046,  4.4295, 57.4328, 0.979E-14
  20625002,3,  0.3956, 605,  8.1931,  1.6117,  4.5981, 57.3332, 0.106E-13
  20626640,3,  0.0281, 669,  6.0560,  4.5165,  2.6120, 17.8601, 0.476E-13
  20626999,3,  0.1155, 821,  7.3894,  5.2863,  0.3320, 53.5018, 0.461E-14
  20632507,3,  0.0311, 320,  6.1046,  2.0270,  1.6722, 19.3759, 0.754E-13
  20633107,3,  0.0689, 981,  9.6709,  4.2289,  0.4766, 93.1963, 0.289E-14
  20634920,3,  0.2629, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20636299,3,  0.2129, 738,  7.6882,  1.6381,  7.8300, 23.4084, 0.717E-13
  20641765,3,  0.0097, 468,  2.5357,  1.6464,  0.1017, 13.8865, 0.196E-13
  20643086,3,  0.6490, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20643114,3,  0.0007, 966,  9.9119,  6.4980,  0.1951, 18.7848, 0.465E-13
  20654136,3,  0.3015, 837,  6.1279,  5.5595,  0.2999, 61.8247, 0.361E-14
  20655252,3,  0.0192, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20656637,3,  0.1848, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20657007,3,  0.0375, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20660130,3,  0.6952, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20662371,3,  0.9808, 888,  8.8897,  5.0946,  0.4462, 93.6085, 0.255E-14
  20667483,3,  0.1902, 813,  7.0033,  8.0264,  0.2030, 16.7629, 0.336E-13
  20669125,3,  0.4476, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  20675935,3,  0.1905, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20676481,3,  0.1296, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  20676702,3,  0.0739, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20676962,3,  0.1357, 853, 10.5991,  4.6106,  0.5831, 21.7183, 0.669E-13
  20677359,3,  0.0474, 964,  8.1560,  8.2351,  1.2569, 18.2446, 0.444E-13
  20679732,3,  0.3568, 749,  5.2208,  1.5512,  0.6166, 79.4708, 0.331E-14
  20679755,3,  0.1239, 895, 10.5530,  7.4404,  0.7902, 76.2025, 0.441E-14
  20681954,3,  0.0678, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20684519,3,  0.1162, 712,  4.2930,  1.7727,  1.0747, 25.2412, 0.270E-13
  20685224,3,  0.2116, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20686978,3,  0.0632, 175,  3.1265,  4.5523,  0.7575, 14.0783, 0.269E-13
  20690258,3,  0.1304, 538,  9.2245,  6.2968,  1.0205, 25.7493, 0.172E-13
  20692892,3,  0.1446, 986,  7.6827,  2.2682,  1.7072, 38.7145, 0.210E-13
  20707073,3,  0.0529, 890,  8.9542,  1.7413,  3.8678, 63.3275, 0.871E-14
  20709607,3,  0.0318, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20709656,3,  0.1300, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20711173,3,  0.1495, 759,  5.8975,  6.0426,  0.1600, 24.0059, 0.170E-13
  20711713,3,  0.2844, 650,  6.2645,  1.6911,  0.7633, 85.7795, 0.416E-14
  20712350,3,  0.0390, 735,  8.5361,  2.5228,  0.8486, 50.8416, 0.105E-13
  20717451,3,  0.0610, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20720257,3,  0.0184, 799,  7.1336,  5.4717,  0.1510, 38.2274, 0.152E-13
  20725026,3,  0.3600, 932,  9.1438,  1.2977,  6.7639, 76.7481, 0.922E-14
  20727617,3,  0.0467, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  20728430,3,  0.5458, 947,  6.3480,  5.7591,  0.2499, 22.8723, 0.244E-13
  20735737,3,  0.0816, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20735915,3,  1.0388, 962,  7.5062,  6.7677,  0.2141, 17.2969, 0.432E-13
  20737797,3,  0.1149, 612,  5.6559,  5.2837,  0.1106, 53.1298, 0.392E-14
  20740477,3,  0.2567, 900, 10.7861,  2.6944,  2.0177, 31.3633, 0.341E-13
  20740479,3,  0.4962, 480,  9.6433,  2.3865,  0.2585, 38.0361, 0.140E-13
  20743069,3,  0.1505, 961,  6.1171,  4.6767,  0.2371, 17.3406, 0.427E-13
  20744894,3,  0.0165, 783, 11.0693,  4.3813,  2.2677, 31.3006, 0.149E-13
  20745849,3,  0.2035, 947,  6.3480,  5.7591,  0.2499, 22.8723, 0.244E-13
  20752746,3,  0.1529, 531,  5.0304,  1.4856,  0.0842, 50.1059, 0.839E-14
  20761363,3,  0.3005, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20762047,3,  0.1254, 813,  7.0033,  8.0264,  0.2030, 16.7629, 0.336E-13
  20766851,3,  0.4135, 788,  5.5682,  2.3515,  0.4386, 47.4369, 0.728E-14
  20767596,3,  0.2603, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
  20768033,3,  0.0593, 642,  6.6578,  8.5523,  0.6737, 14.5148, 0.559E-13
  20769936,3,  0.1902, 888,  8.8897,  5.0946,  0.4462, 93.6085, 0.255E-14
  20775360,3,  0.2239, 659,  9.8276,  1.9998,  1.5994, 44.4668, 0.226E-13
  20775377,3,  0.0260, 865,  8.0495,  8.8560,  0.2338, 50.0916, 0.360E-14
  20775559,3,  0.0300, 714,  8.4513,  1.5730,  4.7935, 54.6429, 0.832E-14
  20781056,3,  0.2999, 575,  7.7414,  8.4876,  0.9196, 13.7285, 0.831E-13
  20782896,3,  0.0775, 958, 10.7363,  8.2314,  0.6623, 18.5981, 0.970E-13
