object_id,submodel,sim_av,stretch,color
  11558022,1,   0,  0.8834,  0.4722
  11558196,1,   0,  0.9427,  0.5615
  11558708,1,   0,  0.9982,  0.5168
  11559005,1,   0,  0.9977,  0.6233
  11560605,1,   0,  1.1799,  0.3972
  11563509,1,   0,  0.9798,  0.6597
  11565409,1,   0,  0.8916,  0.6367
  11566219,1,   0,  0.9984,  0.4254
  11568745,1,   0,  1.1381,  0.2114
  11577060,1,   0,  0.8264,  0.9347
  11577908,1,   0,  1.0774,  0.4107
  11577986,1,   0,  1.1224,  0.2305
  11582662,1,   0,  1.0407,  0.3203
  11586805,1,   0,  0.9908,  0.4607
  11593723,1,   0,  0.9731,  0.7926
  11597781,1,   0,  1.0737,  0.3405
  11600301,1,   0,  1.1936,  0.0689
  11614696,1,   0,  1.1354,  0.2760
  11615635,1,   0,  0.9380,  0.5808
  11616694,1,   0,  1.2381,  0.2715
  11627907,1,   0,  1.0755,  0.5811
  11628444,1,   0,  0.9180,  0.6270
  11631760,1,   0,  0.9641,  0.5289
  11631953,1,   0,  0.9758,  0.6293
  11633721,1,   0,  1.0201,  0.4195
  11636410,1,   0,  1.0228,  0.4060
  11637938,1,   0,  0.9838,  0.5638
  11638238,1,   0,  0.9730,  0.6272
  11643965,1,   0,  0.9498,  0.4867
  11644622,1,   0,  1.2052,  0.2864
  11647575,1,   0,  0.9097,  0.6367
  11650898,1,   0,  0.9710,  0.5165
  11654868,1,   0,  0.9789,  0.3793
  11662989,1,   0,  0.9451,  0.4436
  11666402,1,   0,  1.1197,  0.4157
  11669879,1,   0,  1.0578,  0.5035
  11670322,1,   0,  1.0790,  0.4093
  11672341,1,   0,  1.0576,  0.2823
  11675135,1,   0,  1.0396,  0.3552
  11675238,1,   0,  0.9685,  0.6903
  11675628,1,   0,  0.8152,  0.7788
  11677210,1,   0,  0.9538,  0.3661
  11680789,1,   0,  0.9347,  0.6542
  11681368,1,   0,  1.0824,  0.4064
  11685517,1,   0,  1.0339,  0.4795
  11686628,1,   0,  0.8532,  0.6545
  11687095,1,   0,  1.0594,  0.3919
  11687174,1,   0,  0.9146,  0.6216
  11693009,1,   0,  1.0535,  0.2329
  11694628,1,   0,  0.8631,  0.4071
  11697355,1,   0,  1.0401,  0.6634
  11697356,1,   0,  0.9027,  0.6736
  11698203,1,   0,  1.0940,  0.2910
  11701729,1,   0,  1.0946,  0.2994
  11702011,1,   0,  1.1210,  0.5061
  11705103,1,   0,  0.8952,  0.9524
  11705962,1,   0,  1.0464,  0.2201
  11709548,1,   0,  0.9910,  0.7610
  11711500,1,   0,  0.9007,  0.6699
  11715768,1,   0,  1.0498,  0.4294
  11723596,1,   0,  0.8793,  0.7525
  11731014,1,   0,  1.0366,  0.5609
  11731706,1,   0,  1.0050,  0.7763
  11732573,1,   0,  0.9653,  0.7075
  11740074,1,   0,  0.9360,  0.7883
  11741439,1,   0,  0.9214,  0.5062
  11743295,1,   0,  0.9567,  0.6669
  11746221,1,   0,  0.9773,  0.5120
  11752135,1,   0,  1.0520,  0.6107
  11756945,1,   0,  0.9495,  0.7064
  11758905,1,   0,  1.1302,  0.5512
  11759135,1,   0,  1.1102,  0.4716
  11760743,1,   0,  1.1251,  0.2429
  11765859,1,   0,  0.8730,  0.7206
  11766161,1,   0,  1.0722,  0.5696
  11769140,1,   0,  1.0358,  0.5117
  11769356,1,   0,  1.0900,  0.3306
  11777761,1,   0,  0.8871,  0.6154
  11779105,1,   0,  0.9807,  0.5705
  11781588,1,   0,  1.0027,  0.6135
  11782154,1,   0,  0.8568,  0.8710
  11783601,1,   0,  1.0637,  0.3564
  11784677,1,   0,  1.1410,  0.4533
  11787092,1,   0,  0.8648,  0.5698
  11787163,1,   0,  1.0489,  0.5409
  11792135,1,   0,  0.9004,  0.4692
  11792910,1,   0,  1.0038,  0.4866
  11793261,1,   0,  1.1323,  0.4398
  11793704,1,   0,  0.9246,  0.6295
  11797033,1,   0,  1.0959,  0.1531
  11799771,1,   0,  0.9676,  0.6192
  11799999,1,   0,  0.9451,  0.7571
  11813112,1,   0,  0.9974,  0.4827
  11814080,1,   0,  1.1657,  0.6635
  11814196,1,   0,  1.0225,  0.6188
  11815292,1,   0,  0.9073,  0.7510
  11816744,1,   0,  0.9909,  0.3376
  11821182,1,   0,  0.8979,  0.5296
  11825776,1,   0,  1.1202,  0.3606
  11827543,1,   0,  1.0252,  0.4667
  11828497,1,   0,  1.0211,  0.4582
  11832126,1,   0,  0.8816,  0.6743
  11833129,1,   0,  1.1295,  0.2913
  11835557,1,   0,  1.1936,  0.2449
  11843772,1,   0,  0.9628,  0.4120
  11846258,1,   0,  1.1021,  0.2887
  11846513,1,   0,  1.0214,  0.5594
  11847268,1,   0,  0.9007,  0.6798
  11851720,1,   0,  0.8822,  0.5922
  11857660,1,   0,  0.9448,  0.7226
  11860671,1,   0,  0.9754,  0.4672
  11861958,1,   0,  0.9902,  0.3478
  11867775,1,   0,  1.0653,  0.3194
  11868068,1,   0,  1.0319,  0.3479
  11868466,1,   0,  1.0141,  0.3365
  11873294,1,   0,  1.0004,  0.5161
  11873601,1,   0,  0.8495,  0.2386
  11877246,1,   0,  0.8484,  0.5937
  11881914,1,   0,  1.1469,  0.2492
  11892933,1,   0,  1.0420,  0.1912
  11897099,1,   0,  0.8687,  0.8203
  11900658,1,   0,  0.8378,  0.5470
  11902438,1,   0,  1.0086,  0.5054
  11902803,1,   0,  1.0987,  0.4847
  11904464,1,   0,  1.0036,  0.4658
  11906512,1,   0,  1.0133,  0.4734
  11910256,1,   0,  1.1122,  0.5107
  11911579,1,   0,  0.9846,  0.6878
  11912595,1,   0,  0.7768,  0.7817
  11913896,1,   0,  0.8876,  0.7230
  11918806,1,   0,  0.8163,  0.7833
  11922736,1,   0,  1.0630,  0.4240
  11923996,1,   0,  1.1124,  0.2939
  11925642,1,   0,  0.9718,  0.7135
  11927183,1,   0,  1.0556,  0.5102
  11927268,1,   0,  0.9076,  0.6128
  11928034,1,   0,  1.0988,  0.3027
  11931034,1,   0,  0.9497,  0.5218
  11932754,1,   0,  0.8945,  0.6552
  11933104,1,   0,  0.9976,  0.5125
  11933758,1,   0,  0.7284,  0.6591
  11936430,1,   0,  1.0052,  0.3988
  11937511,1,   0,  1.0043,  0.6414
  11937784,1,   0,  1.0428,  0.5556
  11939312,1,   0,  0.9250,  0.7909
  11941786,1,   0,  0.8386,  0.7739
  11944548,1,   0,  1.1059,  0.3895
  11949955,1,   0,  0.9230,  0.4428
  11955618,1,   0,  0.9875,  0.6030
  11959798,1,   0,  0.9262,  0.7711
  11964243,1,   0,  1.2047,  0.5471
  11966243,1,   0,  1.0378,  0.4254
  11973575,1,   0,  0.9230,  0.6655
  11974612,1,   0,  0.9493,  0.4542
  11977033,1,   0,  0.9504,  0.4515
  11988146,1,   0,  1.0950,  0.3373
  11990688,1,   0,  0.8480,  0.8288
  11993026,1,   0,  1.0190,  0.5831
  11995283,1,   0,  1.1187,  0.4704
  11997890,1,   0,  1.0591,  0.3357
  11999891,1,   0,  0.9325,  0.5651
  12017951,1,   0,  1.1075,  0.1976
  12018926,1,   0,  1.0264,  0.5145
  12020497,1,   0,  0.9452,  0.7765
  12021777,1,   0,  0.9903,  0.7245
  12023568,1,   0,  1.1270,  0.4085
  12024000,1,   0,  1.0253,  0.3308
  12024037,1,   0,  0.9080,  0.7578
  12029552,1,   0,  0.9458,  0.5206
  12030290,1,   0,  0.9903,  0.7991
  12030746,1,   0,  0.8355,  0.7485
  12031842,1,   0,  0.8629,  0.8884
  12032770,1,   0,  1.0061,  0.6017
  12033351,1,   0,  1.0799,  0.3585
  12033995,1,   0,  0.9472,  0.5026
  12034024,1,   0,  0.9110,  0.3735
  12034376,1,   0,  1.0455,  0.5966
  12037814,1,   0,  0.9528,  0.5686
  12045561,1,   0,  1.0064,  0.6056
  12048550,1,   0,  1.0497,  0.2985
  12049600,1,   0,  0.9567,  0.5183
  12056671,1,   0,  0.9551,  0.7334
  12059418,1,   0,  0.9517,  0.3925
  12061090,1,   0,  0.8791,  0.5888
  12065449,1,   0,  0.9575,  0.5060
  12065604,1,   0,  0.7890,  0.8791
  12067285,1,   0,  0.8939,  0.4891
  12067617,1,   0,  0.7035,  0.9150
  12070324,1,   0,  0.9219,  0.5547
  12072468,1,   0,  0.9396,  0.6232
  12073726,1,   0,  1.1462,  0.3180
  12100666,1,   0,  1.0948,  0.4858
  12105900,1,   0,  0.8820,  0.6642
  12107310,1,   0,  1.0093,  0.7079
  12109928,1,   0,  0.9548,  0.2874
  12110674,1,   0,  0.7900,  0.7396
  12111252,1,   0,  0.9894,  0.6033
  12113255,1,   0,  0.8255,  0.7028
  12116701,1,   0,  0.8933,  0.5945
  12123517,1,   0,  0.9194,  0.4898
  12127992,1,   0,  0.8469,  0.6229
  12128599,1,   0,  1.0597,  0.2667
  12128972,1,   0,  0.9642,  0.7124
  12139132,1,   0,  1.0122,  0.4618
  12139371,1,   0,  1.0558,  0.2741
  12142156,1,   0,  0.9699,  0.4874
  12149894,1,   0,  1.0459,  0.4704
  12152569,1,   0,  0.9846,  0.4870
  12157961,1,   0,  0.9792,  0.5035
  12160262,1,   0,  0.9597,  0.6377
  12160437,1,   0,  1.0018,  0.5949
  12161557,1,   0,  0.8535,  0.6466
  12164408,1,   0,  0.9210,  0.5512
  12166089,1,   0,  1.0310,  0.5665
  12170023,1,   0,  1.0588,  0.4569
  12170135,1,   0,  0.8926,  0.5449
  12171966,1,   0,  1.0113,  0.4310
  12174813,1,   0,  1.1832,  0.2885
  12185348,1,   0,  1.0958,  0.4324
  12190518,1,   0,  0.8880,  0.9477
  12194845,1,   0,  0.9909,  0.6308
  12195966,1,   0,  1.1180,  0.5001
  12196685,1,   0,  0.8975,  0.6934
  12200592,1,   0,  0.8919,  0.7085
  12205283,1,   0,  0.9722,  0.4902
  12211389,1,   0,  1.2023,  0.1875
  12215183,1,   0,  1.0600,  0.3981
  12217850,1,   0,  0.9017,  0.6400
  12220684,1,   0,  1.0614,  0.5663
  12221168,1,   0,  1.0485,  0.4400
  12225783,1,   0,  0.9991,  0.6291
  12228075,1,   0,  0.9549,  0.6133
  12228421,1,   0,  0.8925,  0.4715
  12232862,1,   0,  0.9262,  0.4737
  12234875,1,   0,  0.9586,  0.5573
  12236810,1,   0,  1.0919,  0.4686
  12240650,1,   0,  1.0388,  0.5387
  12246516,1,   0,  1.0745,  0.3060
  12254710,1,   0,  0.9705,  0.5978
  12255603,1,   0,  0.9591,  0.6689
  12256741,1,   0,  0.9204,  0.6674
  12260300,1,   0,  1.0762,  0.4063
  12261472,1,   0,  1.0017,  0.5755
  12264018,1,   0,  0.9726,  0.6650
  12265594,1,   0,  0.9771,  0.5989
  12278930,1,   0,  0.7147,  0.9137
  12285922,1,   0,  1.1284,  0.3906
  12286081,1,   0,  1.0459,  0.8071
  12286243,1,   0,  1.0067,  0.3800
  12288262,1,   0,  0.9688,  0.4663
  12288588,1,   0,  1.0014,  0.6689
  12290353,1,   0,  1.0852,  0.3603
  12300727,1,   0,  1.0585,  0.3998
  12306798,1,   0,  0.9120,  0.4070
  12308816,1,   0,  1.1060,  0.3600
  12316221,1,   0,  1.0286,  0.5751
  12317888,1,   0,  0.9394,  0.5558
  12318986,1,   0,  0.9315,  0.4680
  12324627,1,   0,  1.0813,  0.3340
  12328519,1,   0,  1.0590,  0.4404
  12332652,1,   0,  1.0327,  0.2740
  12332656,1,   0,  0.9750,  0.4676
  12339756,1,   0,  0.8520,  0.5331
  12340320,1,   0,  0.9952,  0.3812
  12340825,1,   0,  0.8505,  0.6231
  12344065,1,   0,  0.8365,  0.6643
  12352525,1,   0,  0.8151,  0.6055
  12358102,1,   0,  0.9578,  0.7786
  12359704,1,   0,  0.7796,  0.8191
  12362042,1,   0,  0.9910,  0.4402
  12363631,1,   0,  0.8232,  0.5805
  12366366,1,   0,  0.9635,  0.5513
  12377120,1,   0,  1.0343,  0.3757
  12377402,1,   0,  1.0652,  0.5431
  12384178,1,   0,  0.9266,  0.7770
  12385158,1,   0,  1.0366,  0.6045
  12388935,1,   0,  0.8814,  0.6327
  12398291,1,   0,  1.1094,  0.4907
  12399735,1,   0,  1.0222,  0.6285
  12401613,1,   0,  0.9942,  0.4356
  12403911,1,   0,  1.0569,  0.5750
  12404875,1,   0,  1.0214,  0.5445
  12414149,1,   0,  0.9230,  0.5393
  12416936,1,   0,  0.9721,  0.3462
  12421059,1,   0,  1.0149,  0.4746
  12422777,1,   0,  0.8947,  0.5097
  12432612,1,   0,  1.0710,  0.3526
  12436385,1,   0,  1.1558,  0.2067
  12438386,1,   0,  0.9323,  0.7196
  12446781,1,   0,  0.9954,  0.4847
  12449042,1,   0,  0.9254,  0.5640
  12452060,1,   0,  1.1726,  0.3330
  12455131,1,   0,  0.9413,  0.4293
  12457015,1,   0,  1.1955,  0.1119
  12461425,1,   0,  0.9828,  0.5744
  12475381,1,   0,  1.1223,  0.2941
  12481969,1,   0,  0.9177,  0.6852
  12488398,1,   0,  0.8871,  0.6621
  12491015,1,   0,  0.9468,  0.5308
  12496129,1,   0,  0.9787,  0.8230
  12497401,1,   0,  0.9603,  0.6714
  12501149,1,   0,  1.0175,  0.3175
  12514736,1,   0,  0.8376,  0.6116
  12514765,1,   0,  0.7381,  0.7910
  12517485,1,   0,  0.8375,  0.5890
  12522585,1,   0,  0.8321,  0.5119
  12526681,1,   0,  0.9889,  0.6843
  12526767,1,   0,  0.9783,  0.8691
  12532320,1,   0,  0.9331,  0.5652
  12532764,1,   0,  0.8930,  0.4540
  12532826,1,   0,  0.8660,  0.6747
  12533724,1,   0,  0.9903,  0.2835
  12534373,1,   0,  0.9853,  0.3906
  12538618,1,   0,  0.9874,  0.4635
  12542169,1,   0,  0.9883,  0.7834
  12548762,1,   0,  0.9383,  0.5096
  12549567,1,   0,  1.0266,  0.7179
  12560073,1,   0,  0.8558,  0.6277
  12561453,1,   0,  1.1116,  0.2917
  12565597,1,   0,  0.9587,  0.2027
  12566512,1,   0,  1.0586,  0.3201
  12570218,1,   0,  1.0323,  0.1944
  12574306,1,   0,  1.0382,  0.3199
  12576605,1,   0,  1.1045,  0.2129
  12580918,1,   0,  0.8989,  0.4693
  12581204,1,   0,  0.9306,  0.5139
  12585287,1,   0,  1.0255,  0.4716
  12591512,1,   0,  0.8541,  0.8829
  12592996,1,   0,  0.8323,  0.6264
  12593248,1,   0,  1.1714,  0.5134
  12594721,1,   0,  0.9968,  0.6622
  12596331,1,   0,  0.8810,  0.6101
  12598258,1,   0,  0.9939,  0.5000
  12604693,1,   0,  1.0167,  0.4535
  12605669,1,   0,  1.0307,  0.3374
  12608198,1,   0,  0.9439,  0.5740
  12617413,1,   0,  1.0383,  0.5606
  12620614,1,   0,  0.9073,  0.6843
  12624100,1,   0,  0.8984,  0.6749
  12625035,1,   0,  0.8451,  0.6676
  12630637,1,   0,  0.8616,  0.5219
  12633630,1,   0,  1.1472,  0.1661
  12634930,1,   0,  0.9773,  0.6131
  12636076,1,   0,  0.9862,  0.4232
  12636848,1,   0,  0.9754,  0.5885
  12642509,1,   0,  0.9699,  0.6653
  12644249,1,   0,  1.0626,  0.2086
  12648499,1,   0,  1.0721,  0.5593
  12649453,1,   0,  1.0527,  0.4613
  12650871,1,   0,  1.0557,  0.3875
  12652470,1,   0,  1.1897,  0.3986
  12655418,1,   0,  1.0416,  0.1696
  12660137,1,   0,  1.0384,  0.5153
  12664440,1,   0,  0.9603,  0.3793
  12666285,1,   0,  0.8677,  0.6525
  12667725,1,   0,  0.9910,  0.3432
  12670238,1,   0,  1.0020,  0.7052
  12671470,1,   0,  1.0235,  0.4174
  12674004,1,   0,  1.0172,  0.5163
  12680909,1,   0,  0.9040,  0.7463
  12682566,1,   0,  1.0448,  0.3841
  12687259,1,   0,  1.0114,  0.5186
  12689474,1,   0,  1.1425,  0.2300
  12690269,1,   0,  0.9782,  0.4877
  12694692,1,   0,  0.8966,  0.6256
  12695065,1,   0,  0.9309,  0.6592
  12705842,1,   0,  1.2201,  0.2359
  12707401,1,   0,  0.9728,  0.6823
  12711867,1,   0,  1.0917,  0.3242
  12712747,1,   0,  0.9461,  0.8296
  12716309,1,   0,  0.9745,  0.4978
  12721951,1,   0,  0.9578,  0.5562
  12723444,1,   0,  0.8978,  0.3783
  12726108,1,   0,  1.0153,  0.6522
  12731193,1,   0,  1.0207,  0.6788
  12733545,1,   0,  0.9900,  0.7360
  12735127,1,   0,  0.9871,  0.5326
  12735977,1,   0,  0.9774,  0.6510
  12737135,1,   0,  1.0609,  0.3313
  12737258,1,   0,  1.1327,  0.3374
  12739027,1,   0,  1.1760,  0.2983
  12739375,1,   0,  1.1342,  0.5524
  12741771,1,   0,  1.0565,  0.2089
  12743354,1,   0,  0.9815,  0.4912
  12746003,1,   0,  0.9960,  0.7985
  12749726,1,   0,  0.9731,  0.4197
  12750146,1,   0,  0.9737,  0.3986
  12750507,1,   0,  0.9420,  0.4128
  12752226,1,   0,  0.9237,  0.4273
  12764041,1,   0,  0.9300,  0.7153
  12765889,1,   0,  1.0245,  0.4075
  12770890,1,   0,  1.1050,  0.3207
  12771946,1,   0,  1.0642,  0.3804
  12772716,1,   0,  1.0256,  0.5894
  12773723,1,   0,  1.1396,  0.3803
  12776517,1,   0,  1.1525,  0.4975
  12779010,1,   0,  1.0986,  0.2158
  12782160,1,   0,  1.0666,  0.3848
  12786464,1,   0,  1.1464,  0.4001
  12787820,1,   0,  0.9792,  0.6958
  12788687,1,   0,  1.0396,  0.4403
  12788690,1,   0,  1.0022,  0.2484
  12791168,1,   0,  0.8650,  0.6795
  12794989,1,   0,  1.0934,  0.2953
  12799125,1,   0,  0.9036,  0.6206
  12803505,1,   0,  1.0984,  0.0707
  12810326,1,   0,  1.0756,  0.4861
  12814243,1,   0,  1.0419,  0.5210
  12819444,1,   0,  1.0092,  0.5302
  12826366,1,   0,  1.0251,  0.5031
  12826374,1,   0,  1.1473,  0.1498
  12826751,1,   0,  1.0336,  0.4451
  12832447,1,   0,  0.8963,  0.5877
  12840052,1,   0,  0.9429,  0.7957
  12855777,1,   0,  0.9871,  0.5180
  12858285,1,   0,  1.0824,  0.3570
  12860461,1,   0,  0.9966,  0.5105
  12863038,1,   0,  0.9516,  0.5590
  12863736,1,   0,  1.1323,  0.2347
  12866664,1,   0,  1.0032,  0.4207
  12868684,1,   0,  0.7845,  0.8726
  12873976,1,   0,  0.8866,  0.7545
  12877388,1,   0,  1.1218,  0.2670
  12906439,1,   0,  0.9618,  0.8544
  12918360,1,   0,  0.9903,  0.7760
  12920136,1,   0,  0.9818,  0.7267
  12920597,1,   0,  1.0728,  0.3443
  12920684,1,   0,  1.0741,  0.5371
  12925455,1,   0,  0.9066,  0.4236
  12925790,1,   0,  1.1475,  0.1600
  12926054,1,   0,  0.9869,  0.6551
  12930411,1,   0,  0.8659,  0.7849
  12931822,1,   0,  1.0331,  0.4827
  12942783,1,   0,  0.9685,  0.5833
  12943024,1,   0,  1.0406,  0.4139
  12944440,1,   0,  1.1808,  0.1998
  12948631,1,   0,  1.0618,  0.4437
  12949073,1,   0,  1.0965,  0.2528
  12952261,1,   0,  1.1587,  0.2382
  12961343,1,   0,  1.0520,  0.1970
  12976655,1,   0,  0.9639,  0.6644
  12977392,1,   0,  1.1599,  0.2428
  12979491,1,   0,  0.9612,  0.7234
  12980000,1,   0,  1.0188,  0.5155
  12982011,1,   0,  1.0219,  0.6076
  12982786,1,   0,  1.0498,  0.4338
  12987600,1,   0,  0.9691,  0.8062
  12988421,1,   0,  0.9910,  0.5478
  12988975,1,   0,  1.1737,  0.2192
  12990038,1,   0,  0.9539,  0.6091
  12990760,1,   0,  1.0618,  0.3123
  12992435,1,   0,  1.0133,  0.4474
  12993084,1,   0,  0.9010,  0.5083
  12993784,1,   0,  0.9149,  0.6469
  12996969,1,   0,  0.9524,  0.3098
  12999975,1,   0,  0.8269,  0.9000
  13001273,1,   0,  0.9914,  0.8442
  13006457,1,   0,  1.0294,  0.4341
  13008562,1,   0,  0.8740,  0.5070
  13009611,1,   0,  1.0862,  0.3314
  13009764,1,   0,  1.0184,  0.6525
  13012628,1,   0,  0.9764,  0.8700
  13015010,1,   0,  1.0123,  0.4881
  13016901,1,   0,  0.8283,  0.8336
  13021471,1,   0,  1.0296,  0.3874
  13021716,1,   0,  0.8913,  0.4765
  13024104,1,   0,  1.0439,  0.3969
  13026352,1,   0,  0.9722,  0.4648
  13029504,1,   0,  1.1982,  0.1782
  13037193,1,   0,  1.0457,  0.5414
  13038240,1,   0,  0.9242,  0.5944
  13039587,1,   0,  1.0797,  0.3763
  13040106,1,   0,  0.9778,  0.6206
  13040704,1,   0,  0.9373,  0.3539
  13044923,1,   0,  1.0500,  0.5249
  13047257,1,   0,  0.9838,  0.6522
  13049485,1,   0,  0.9409,  0.6535
  13061586,1,   0,  1.0357,  0.5048
  13067650,1,   0,  0.8844,  0.7605
  13067708,1,   0,  1.0034,  0.4817
  13070520,1,   0,  1.0393,  0.2712
  13073634,1,   0,  1.0232,  0.6302
  13074232,1,   0,  0.9179,  0.4348
  13075366,1,   0,  1.0760,  0.3208
  13085461,1,   0,  1.0457,  0.1249
  13086030,1,   0,  1.0317,  0.6745
  13087739,1,   0,  1.1409,  0.3978
  13089881,1,   0,  0.8434,  0.7332
  13094825,1,   0,  1.0171,  0.4892
  13095476,1,   0,  1.0183,  0.3873
  13099210,1,   0,  1.0102,  0.5895
  13102850,1,   0,  1.1830,  0.1948
  13108967,1,   0,  0.7224,  0.8596
  13114546,1,   0,  1.0051,  0.5600
  13118907,1,   0,  1.0895,  0.5779
  13128873,1,   0,  1.0515,  0.4805
  13129089,1,   0,  1.1544,  0.4332
  13130290,1,   0,  0.7381,  0.9656
  13133537,1,   0,  1.1469,  0.2649
  13138225,1,   0,  1.0086,  0.5223
  13143035,1,   0,  1.0555,  0.4064
  13151814,1,   0,  0.9145,  0.7676
  13161113,1,   0,  0.8452,  0.6155
  13165976,1,   0,  0.9984,  0.6051
  13170527,1,   0,  0.8482,  0.6210
  13172989,1,   0,  1.1070,  0.4200
  13177016,1,   0,  0.9321,  0.6369
  13177104,1,   0,  0.9126,  0.6185
  13180512,1,   0,  0.9118,  0.5754
  13185873,1,   0,  0.8695,  0.7416
  13188774,1,   0,  0.9901,  0.6823
  13199444,1,   0,  1.0144,  0.2850
  13201221,1,   0,  0.9777,  0.5818
  13208029,1,   0,  0.9051,  0.8066
  13213396,1,   0,  1.0285,  0.4087
  13220017,1,   0,  0.9566,  0.6245
  13223004,1,   0,  1.1324,  0.3499
  13225494,1,   0,  0.7491,  0.9032
  13227679,1,   0,  1.0576,  0.3443
  13228249,1,   0,  1.0471,  0.5880
  13229942,1,   0,  1.0082,  0.3965
  13230542,1,   0,  0.8775,  0.7463
  13234423,1,   0,  0.9626,  0.4940
  13235017,1,   0,  0.9291,  0.2608
  13239297,1,   0,  1.0752,  0.4744
  13239998,1,   0,  1.0118,  0.4307
  13241358,1,   0,  0.9803,  0.7291
  13241737,1,   0,  0.9409,  0.4653
  13248807,1,   0,  1.1199,  0.4140
  13248884,1,   0,  0.9037,  0.6103
  13257566,1,   0,  1.2282,  0.2482
  13261282,1,   0,  0.9013,  0.5842
  13265007,1,   0,  1.0449,  0.5397
  13270096,1,   0,  1.1092,  0.3380
  13272280,1,   0,  0.9795,  0.6344
  13274700,1,   0,  0.9574,  0.5405
  13276749,1,   0,  0.9087,  0.5873
  13280973,1,   0,  0.9908,  0.4408
  13284436,1,   0,  1.1063,  0.5607
  13286427,1,   0,  0.9697,  0.5947
  13287448,1,   0,  1.0382,  0.5308
  13290377,1,   0,  0.8633,  0.6607
  13293505,1,   0,  0.8615,  0.7783
  13293829,1,   0,  0.9898,  0.5653
  13298257,1,   0,  0.9450,  0.6115
  13301024,1,   0,  1.0882,  0.6290
  13301617,1,   0,  0.9359,  0.5961
  13308057,1,   0,  0.7917,  0.8125
  13323630,1,   0,  1.0350,  0.4601
  13324044,1,   0,  0.9879,  0.4993
  13330523,1,   0,  1.0842,  0.5965
  13331058,1,   0,  0.9051,  0.6843
  13331177,1,   0,  1.1668,  0.0738
  13345881,1,   0,  0.9964,  0.4931
  13346207,1,   0,  0.9833,  0.6263
  13346618,1,   0,  0.9254,  0.6691
  13346677,1,   0,  1.0462,  0.6110
  13346954,1,   0,  0.9304,  0.4764
  13347529,1,   0,  0.9812,  0.8311
  13352660,1,   0,  1.0760,  0.4174
  13358303,1,   0,  1.1301,  0.1516
  13358482,1,   0,  1.1406,  0.2822
  13371608,1,   0,  1.0592,  0.7841
  13379625,1,   0,  0.8665,  0.9656
  13390064,1,   0,  0.8856,  0.4779
  13391535,1,   0,  1.1627,  0.4635
  13393281,1,   0,  0.9984,  0.6349
  13399017,1,   0,  1.1532,  0.2492
  13399150,1,   0,  0.8423,  0.8754
  13399625,1,   0,  1.0246,  0.5031
  13401947,1,   0,  0.9754,  0.6330
  13404120,1,   0,  1.0208,  0.4707
  13405395,1,   0,  1.0547,  0.4852
  13406570,1,   0,  0.9452,  0.3190
  13411604,1,   0,  0.9517,  0.4074
  13414927,1,   0,  1.0506,  0.4696
  13415414,1,   0,  1.0129,  0.6133
  13419747,1,   0,  1.0275,  0.5209
  13420099,1,   0,  0.9681,  0.4647
  13421310,1,   0,  0.9846,  0.4417
  13425926,1,   0,  0.9453,  0.4703
  13426450,1,   0,  1.0237,  0.5738
  13430567,1,   0,  1.1442,  0.5544
  13436839,1,   0,  0.8784,  0.5087
  13438405,1,   0,  0.9766,  0.8781
  13443835,1,   0,  1.0260,  0.3191
  13455247,1,   0,  1.0667,  0.4734
  13458543,1,   0,  0.9035,  0.8197
  13466082,1,   0,  0.7317,  0.6277
  13471103,1,   0,  1.0452,  0.5673
  13473437,1,   0,  0.9669,  0.4309
  13476016,1,   0,  1.0330,  0.4097
  13478743,1,   0,  1.0447,  0.4867
  13496159,1,   0,  0.9541,  0.4846
  13498447,1,   0,  1.0192,  0.3433
  13504400,1,   0,  1.0540,  0.4945
  13506831,1,   0,  1.0042,  0.6318
  13507487,1,   0,  0.9555,  0.4862
  13507945,1,   0,  1.0024,  0.5512
  13510546,1,   0,  0.9617,  0.3976
  13518195,1,   0,  0.9497,  0.5510
  13519830,1,   0,  0.8078,  0.7962
  13530449,1,   0,  1.0868,  0.6535
  13532113,1,   0,  0.8819,  0.5367
  13536563,1,   0,  1.0274,  0.5269
  13537513,1,   0,  0.8306,  0.5290
  13541291,1,   0,  1.0593,  0.3542
  13543404,1,   0,  1.1604,  0.5243
  13548254,1,   0,  1.0787,  0.3936
  13554436,1,   0,  0.9037,  0.8129
  13563566,1,   0,  0.9904,  0.4467
  13563694,1,   0,  1.0380,  0.6010
  13566239,1,   0,  0.9141,  0.7146
  13567372,1,   0,  1.2071,  0.2047
  13567694,1,   0,  0.8518,  0.4627
  13576165,1,   0,  1.1101,  0.4021
  13578256,1,   0,  1.0601,  0.3222
  13578533,1,   0,  1.0924,  0.4341
  13585704,1,   0,  1.1091,  0.4811
  13590513,1,   0,  1.0111,  0.4925
  13595038,1,   0,  0.9297,  0.5096
  13598623,1,   0,  1.0689,  0.2923
  13601030,1,   0,  0.9326,  0.4628
  13613746,1,   0,  0.8779,  0.6446
  13626780,1,   0,  0.9175,  0.8394
  13630017,1,   0,  1.0252,  0.1570
  13630882,1,   0,  1.0289,  0.4115
  13631132,1,   0,  1.0320,  0.5636
  13632199,1,   0,  0.7775,  0.7813
  13632845,1,   0,  0.9441,  0.7701
  13636174,1,   0,  1.2215,  0.1928
  13640951,1,   0,  1.1835,  0.2240
  13642139,1,   0,  1.0304,  0.4411
  13647594,1,   0,  1.0215,  0.7045
  13650887,1,   0,  0.8216,  0.7208
