object_id,submodel,sim_av,non1a_template_index
   6135886,1,   0, 205
   6136590,1,   0, 234
   6139011,1,   0, 218
   6139634,1,   0, 218
   6141313,1,   0, 218
   6141393,1,   0, 218
   6141760,1,   0, 212
   6142689,1,   0, 203
   6144296,1,   0, 202
   6148791,1,   0, 218
   6149935,1,   0, 234
   6151116,1,   0, 205
   6151652,1,   0, 218
   6152072,1,   0, 203
   6152546,1,   0, 218
   6153047,1,   0, 218
   6153574,1,   0, 218
   6154452,1,   0, 203
   6154540,1,   0, 203
   6155435,1,   0, 202
   6157249,1,   0, 101
   6157376,1,   0, 103
   6158784,1,   0, 218
   6159597,1,   0, 218
   6165212,1,   0,  22
   6169196,1,   0, 202
   6171559,1,   0, 101
   6174858,1,   0, 205
   6175472,1,   0, 212
   6176123,1,   0, 234
   6177801,1,   0, 105
   6179020,1,   0, 202
   6179352,1,   0, 212
   6180124,1,   0, 218
   6186330,1,   0, 218
   6186754,1,   0, 105
   6189877,1,   0, 218
   6191254,1,   0, 202
   6193078,1,   0, 234
   6193195,1,   0, 212
   6199131,1,   0, 105
   6199686,1,   0, 101
   6202234,1,   0, 203
   6204975,1,   0, 203
   6205979,1,   0, 205
   6210279,1,   0, 212
   6211197,1,   0, 218
   6212232,1,   0, 234
   6212547,1,   0, 101
   6213828,1,   0, 218
   6215716,1,   0, 105
   6220809,1,   0, 105
   6225160,1,   0, 105
   6228495,1,   0, 101
   6233125,1,   0, 218
   6233177,1,   0, 212
   6234382,1,   0, 234
   6237547,1,   0, 105
   6238208,1,   0, 101
   6240014,1,   0, 234
   6240698,1,   0, 205
   6241818,1,   0, 218
   6243034,1,   0,  22
   6246309,1,   0, 202
   6246334,1,   0, 202
   6248504,1,   0, 203
   6249210,1,   0, 203
   6253592,1,   0, 105
   6255351,1,   0, 218
   6256933,1,   0, 101
   6260027,1,   0, 203
   6261369,1,   0, 104
   6261603,1,   0, 102
   6262227,1,   0, 103
   6262663,1,   0, 234
   6263350,1,   0, 203
   6263760,1,   0, 218
   6263894,1,   0, 212
   6264573,1,   0, 103
   6271908,1,   0, 234
   6272266,1,   0, 104
   6279514,1,   0, 105
   6280069,1,   0, 202
   6281377,1,   0, 212
   6281697,1,   0, 234
   6282837,1,   0, 212
   6285676,1,   0, 234
   6286850,1,   0, 202
   6291365,1,   0, 212
   6291860,1,   0, 212
   6293553,1,   0,  22
   6298209,1,   0, 203
   6298845,1,   0, 203
   6299718,1,   0, 103
   6301771,1,   0, 202
   6306794,1,   0, 234
   6309069,1,   0, 203
   6317563,1,   0, 218
   6317641,1,   0, 234
   6318459,1,   0, 212
   6320491,1,   0, 203
   6324790,1,   0, 103
   6325238,1,   0, 205
   6329903,1,   0, 218
   6333650,1,   0, 218
   6338462,1,   0, 203
   6338690,1,   0, 103
   6339191,1,   0, 203
   6340461,1,   0, 202
   6341180,1,   0, 217
   6341342,1,   0, 234
   6341867,1,   0, 203
   6342409,1,   0, 202
   6344284,1,   0, 101
   6344678,1,   0, 218
   6344907,1,   0, 212
   6347230,1,   0, 202
   6347471,1,   0, 203
   6350838,1,   0, 103
   6351424,1,   0, 104
   6353046,1,   0, 218
   6363165,1,   0, 104
   6363396,1,   0, 202
   6365693,1,   0, 101
   6367355,1,   0, 105
   6367423,1,   0, 218
   6370063,1,   0, 218
   6370098,1,   0, 218
   6372464,1,   0, 105
   6375983,1,   0, 102
   6380685,1,   0, 202
   6381779,1,   0, 104
   6385454,1,   0, 203
   6393703,1,   0, 212
   6396530,1,   0, 104
   6400219,1,   0, 102
   6400681,1,   0, 104
   6400689,1,   0, 104
   6401998,1,   0, 103
   6402871,1,   0, 202
   6404287,1,   0,  22
   6405687,1,   0, 212
   6405783,1,   0, 234
   6414980,1,   0, 101
   6415926,1,   0, 234
   6421456,1,   0, 212
   6424240,1,   0, 234
   6424507,1,   0, 218
   6428463,1,   0, 103
   6430806,1,   0, 234
   6431580,1,   0, 105
   6441636,1,   0, 104
   6442771,1,   0, 203
   6443952,1,   0, 234
   6450351,1,   0, 105
   6451146,1,   0, 212
   6451442,1,   0, 203
   6454814,1,   0, 212
   6454989,1,   0, 218
   6456652,1,   0, 234
   6461370,1,   0, 101
   6467044,1,   0, 218
   6469159,1,   0, 234
   6472957,1,   0, 212
   6473908,1,   0, 205
   6475737,1,   0, 212
   6477864,1,   0, 103
   6478439,1,   0, 202
   6478600,1,   0, 102
   6481450,1,   0, 218
   6486985,1,   0, 218
   6488319,1,   0, 212
   6488779,1,   0, 203
   6489243,1,   0, 205
   6489701,1,   0, 218
   6491987,1,   0, 218
   6492807,1,   0, 103
   6494245,1,   0, 104
   6494824,1,   0, 104
   6495322,1,   0, 104
   6495580,1,   0, 104
   6498215,1,   0, 234
   6498883,1,   0, 218
   6499581,1,   0, 203
   6500414,1,   0, 234
   6501866,1,   0, 101
   6501890,1,   0, 205
   6504229,1,   0, 212
   6506196,1,   0, 104
   6507648,1,   0, 203
   6511115,1,   0, 203
   6517779,1,   0, 218
   6519069,1,   0, 104
   6519573,1,   0, 104
   6520354,1,   0, 103
   6521969,1,   0, 212
   6524229,1,   0, 234
   6524380,1,   0, 202
   6526659,1,   0, 202
   6531884,1,   0, 217
   6535680,1,   0, 103
   6536756,1,   0, 202
   6537905,1,   0, 202
   6538374,1,   0, 104
   6545951,1,   0, 202
   6548142,1,   0, 203
   6548161,1,   0, 234
   6548680,1,   0,  22
   6553973,1,   0, 217
   6555478,1,   0, 218
   6555699,1,   0, 103
   6556140,1,   0, 202
   6556819,1,   0, 217
   6556905,1,   0, 234
   6559451,1,   0, 104
   6560632,1,   0, 203
   6566984,1,   0, 104
   6572629,1,   0, 104
   6575636,1,   0, 104
   6576212,1,   0, 105
   6578560,1,   0, 203
   6579266,1,   0, 105
   6583910,1,   0, 103
   6584449,1,   0, 203
   6585779,1,   0, 218
   6585949,1,   0, 104
   6586393,1,   0, 218
   6586948,1,   0, 212
   6590212,1,   0, 212
   6591413,1,   0, 101
   6594192,1,   0, 202
   6594859,1,   0, 234
   6595646,1,   0, 234
   6600895,1,   0, 105
   6602005,1,   0, 205
   6602150,1,   0, 218
   6602465,1,   0, 103
   6607930,1,   0, 202
   6609359,1,   0, 202
   6610338,1,   0, 212
   6612179,1,   0, 218
   6612414,1,   0, 203
   6616035,1,   0, 203
   6617403,1,   0, 205
   6618801,1,   0, 205
   6619527,1,   0, 102
   6619792,1,   0, 105
   6623751,1,   0, 105
   6634467,1,   0, 105
   6649284,1,   0, 218
   6653648,1,   0, 217
   6657357,1,   0,  22
   6661081,1,   0, 217
   6661476,1,   0, 218
   6662048,1,   0, 205
   6663403,1,   0, 234
   6664486,1,   0, 218
   6669981,1,   0, 218
   6670574,1,   0, 218
   6675683,1,   0, 234
   6676979,1,   0, 103
   6677912,1,   0, 205
   6681910,1,   0,  22
   6682268,1,   0, 104
   6684269,1,   0, 218
   6686613,1,   0,  22
   6687298,1,   0, 212
   6687964,1,   0, 212
   6689724,1,   0, 212
   6690467,1,   0, 203
   6690616,1,   0, 203
   6691456,1,   0, 212
   6695162,1,   0, 104
   6698440,1,   0, 205
   6701738,1,   0, 212
   6704097,1,   0, 105
   6706412,1,   0, 104
   6707964,1,   0, 218
   6709103,1,   0, 218
   6710568,1,   0, 105
   6711339,1,   0, 212
   6711532,1,   0, 103
   6712994,1,   0, 105
   6719021,1,   0, 203
   6725254,1,   0, 105
   6730005,1,   0, 105
   6730289,1,   0, 102
   6731215,1,   0, 234
   6731334,1,   0, 105
   6732454,1,   0, 203
   6735097,1,   0, 212
   6735232,1,   0, 205
   6735495,1,   0, 218
   6737915,1,   0, 218
   6738549,1,   0, 202
   6740600,1,   0, 104
   6741039,1,   0, 103
   6741904,1,   0, 104
   6742953,1,   0, 105
   6746590,1,   0, 234
   6747302,1,   0, 218
   6751082,1,   0, 203
   6751175,1,   0, 205
   6752285,1,   0, 103
   6753062,1,   0, 103
   6753950,1,   0, 203
   6754016,1,   0, 212
   6754440,1,   0, 218
   6755853,1,   0, 218
   6756160,1,   0, 203
   6758010,1,   0, 103
   6759907,1,   0, 212
   6765858,1,   0, 212
   6766012,1,   0, 103
   6769441,1,   0, 101
   6769858,1,   0, 203
   6770238,1,   0, 202
   6772383,1,   0, 205
   6773335,1,   0, 105
   6775847,1,   0, 217
   6775972,1,   0, 103
   6781665,1,   0, 104
   6783524,1,   0, 203
   6783839,1,   0, 202
   6783962,1,   0, 218
   6788458,1,   0, 101
   6789759,1,   0, 104
   6791456,1,   0, 205
   6794838,1,   0, 202
   6797083,1,   0, 203
   6797348,1,   0, 203
   6798092,1,   0, 212
   6798881,1,   0, 203
   6803789,1,   0, 202
   6804498,1,   0, 203
   6805327,1,   0, 203
   6807863,1,   0, 103
   6808298,1,   0, 103
   6809847,1,   0, 104
   6812680,1,   0, 212
   6813313,1,   0, 102
   6814128,1,   0, 218
   6816564,1,   0, 104
   6817634,1,   0, 104
   6823740,1,   0, 205
   6823909,1,   0, 103
   6825802,1,   0, 203
   6826657,1,   0, 205
   6828251,1,   0, 217
   6830562,1,   0, 205
   6838825,1,   0, 203
   6839112,1,   0, 212
   6840615,1,   0, 212
   6846343,1,   0, 234
   6846540,1,   0, 218
   6850229,1,   0, 103
   6850696,1,   0, 234
   6851297,1,   0, 101
   6851717,1,   0, 205
   6854512,1,   0, 104
   6855110,1,   0, 105
   6857451,1,   0, 218
   6857855,1,   0, 104
   6858472,1,   0, 212
   6862189,1,   0, 102
   6868204,1,   0, 218
   6870461,1,   0, 203
   6872689,1,   0, 203
   6874195,1,   0, 218
   6874687,1,   0, 103
   6874761,1,   0, 234
   6875944,1,   0, 218
   6876119,1,   0, 234
   6876403,1,   0, 205
   6878275,1,   0, 104
   6878990,1,   0, 105
   6881666,1,   0, 202
   6881902,1,   0, 105
   6887428,1,   0, 202
   6890400,1,   0, 104
   6892236,1,   0, 234
   6892391,1,   0, 218
   6894299,1,   0, 212
   6894893,1,   0, 234
   6895051,1,   0, 105
   6910312,1,   0, 104
   6910948,1,   0, 202
   6911542,1,   0, 101
   6912991,1,   0, 234
   6915591,1,   0, 218
   6915594,1,   0, 212
   6916938,1,   0, 203
   6919544,1,   0, 205
   6922519,1,   0, 203
   6923965,1,   0, 203
   6928330,1,   0, 202
   6929007,1,   0, 202
   6929902,1,   0, 212
   6930046,1,   0, 104
   6930871,1,   0, 202
   6935690,1,   0, 202
   6936245,1,   0, 101
   6936783,1,   0, 234
   6940098,1,   0, 234
   6940429,1,   0, 212
   6941885,1,   0, 218
   6943039,1,   0, 218
   6944261,1,   0, 103
   6947097,1,   0, 105
   6948823,1,   0, 202
   6950190,1,   0, 202
   6950656,1,   0, 203
   6952659,1,   0, 202
   6953798,1,   0, 205
   6957420,1,   0, 202
   6958606,1,   0, 104
   6960874,1,   0, 202
   6961393,1,   0, 218
   6963089,1,   0, 203
   6963139,1,   0, 205
   6963411,1,   0, 217
   6973759,1,   0, 234
   6973884,1,   0, 104
   6974435,1,   0, 212
   6976421,1,   0, 105
   6977402,1,   0, 203
   6978235,1,   0, 104
   6978380,1,   0, 218
   6978696,1,   0, 105
   6978829,1,   0, 218
   6981709,1,   0, 202
   6987224,1,   0, 105
   6987384,1,   0, 218
   6989396,1,   0, 212
   6999135,1,   0, 234
   6999354,1,   0, 203
   7004942,1,   0, 203
   7005965,1,   0, 203
   7006979,1,   0, 202
   7011792,1,   0, 218
   7015916,1,   0, 103
   7016753,1,   0, 103
   7016969,1,   0, 234
   7018695,1,   0, 218
   7023151,1,   0, 234
   7024816,1,   0, 234
   7026625,1,   0, 203
   7027720,1,   0, 212
   7028759,1,   0, 103
   7031105,1,   0, 202
   7032189,1,   0, 104
   7032328,1,   0, 218
   7035444,1,   0, 234
   7039812,1,   0, 217
   7041008,1,   0, 218
   7041317,1,   0, 105
   7045615,1,   0, 218
   7048533,1,   0, 203
   7057267,1,   0, 203
   7057905,1,   0, 103
   7060585,1,   0, 218
   7062942,1,   0, 234
   7063078,1,   0, 101
   7063146,1,   0, 212
   7070140,1,   0, 104
   7073004,1,   0, 205
   7074607,1,   0, 234
   7075973,1,   0, 234
   7076725,1,   0, 212
   7077544,1,   0, 105
   7086365,1,   0, 202
   7088689,1,   0, 104
   7089218,1,   0, 104
   7090115,1,   0, 218
   7090299,1,   0, 212
   7090700,1,   0, 234
   7090979,1,   0, 104
   7094146,1,   0, 218
   7096181,1,   0, 218
   7099918,1,   0, 202
   7101772,1,   0, 203
   7103819,1,   0, 212
   7114222,1,   0, 217
   7116159,1,   0, 103
   7119154,1,   0, 202
   7122984,1,   0, 202
   7135063,1,   0, 104
   7145384,1,   0, 104
   7146470,1,   0, 103
   7147506,1,   0, 218
   7157540,1,   0, 218
   7161837,1,   0, 218
   7163460,1,   0, 234
   7164287,1,   0, 103
   7166729,1,   0, 203
   7171500,1,   0, 103
   7173222,1,   0,  22
   7176210,1,   0, 234
   7176699,1,   0, 104
   7178333,1,   0, 104
   7179859,1,   0, 234
   7179986,1,   0, 212
   7186299,1,   0, 218
   7188626,1,   0,  22
   7189584,1,   0, 218
   7190254,1,   0, 202
   7194101,1,   0, 203
   7196850,1,   0, 202
   7200076,1,   0, 234
   7201316,1,   0, 105
   7203646,1,   0, 104
   7203758,1,   0, 104
   7206752,1,   0, 218
   7207546,1,   0, 234
   7210783,1,   0, 218
   7212278,1,   0, 205
   7212736,1,   0, 103
   7215155,1,   0, 218
   7218307,1,   0, 101
   7218824,1,   0, 202
   7224433,1,   0, 234
   7225139,1,   0, 218
   7227234,1,   0, 105
   7227334,1,   0, 212
   7228463,1,   0, 203
   7232387,1,   0, 202
   7233276,1,   0, 218
   7233806,1,   0, 103
   7233895,1,   0, 102
   7234690,1,   0, 203
   7238532,1,   0, 105
   7239309,1,   0, 101
   7239498,1,   0, 205
   7241068,1,   0, 205
   7244294,1,   0, 205
   7244536,1,   0, 104
   7249319,1,   0, 202
   7250081,1,   0, 234
   7250607,1,   0, 203
   7250847,1,   0, 203
   7256290,1,   0, 234
   7257138,1,   0, 205
   7258376,1,   0, 103
   7259817,1,   0, 103
   7262086,1,   0, 234
   7262307,1,   0, 218
   7266198,1,   0, 202
   7266888,1,   0, 104
   7267234,1,   0, 104
   7267548,1,   0, 212
   7269997,1,   0, 105
   7270027,1,   0, 212
   7275258,1,   0, 104
   7279239,1,   0, 105
   7280132,1,   0, 104
   7281009,1,   0, 212
   7282241,1,   0, 212
   7284358,1,   0, 202
   7285062,1,   0, 202
   7288851,1,   0, 218
   7289467,1,   0, 103
   7290819,1,   0, 202
   7292050,1,   0, 203
   7292154,1,   0, 202
   7293344,1,   0, 212
   7295772,1,   0, 234
   7297793,1,   0, 202
   7298744,1,   0, 105
   7301981,1,   0, 203
   7303980,1,   0, 218
   7306002,1,   0, 103
   7308731,1,   0, 205
   7309472,1,   0, 205
   7310229,1,   0, 205
   7311406,1,   0, 101
   7312017,1,   0, 218
   7314004,1,   0, 202
   7315220,1,   0, 104
   7318027,1,   0, 103
   7319327,1,   0, 202
   7320084,1,   0, 202
   7320495,1,   0, 218
   7321167,1,   0, 218
   7321743,1,   0, 202
   7322291,1,   0, 234
   7322511,1,   0, 105
   7322622,1,   0, 205
   7324753,1,   0, 103
   7325668,1,   0, 205
   7326336,1,   0, 105
   7328523,1,   0, 218
   7333547,1,   0, 104
   7334554,1,   0, 203
   7336137,1,   0, 202
   7339098,1,   0, 212
   7345020,1,   0, 105
   7345342,1,   0, 203
   7345998,1,   0, 202
   7346685,1,   0, 104
   7348467,1,   0, 212
   7350212,1,   0, 104
   7350481,1,   0, 103
   7350590,1,   0, 202
   7350941,1,   0, 104
   7352082,1,   0, 101
   7353924,1,   0, 234
   7354689,1,   0, 103
   7355134,1,   0, 101
   7355809,1,   0, 104
   7359537,1,   0, 203
   7360438,1,   0, 104
   7360933,1,   0, 202
   7363290,1,   0, 212
   7370473,1,   0, 218
   7370986,1,   0, 218
   7372421,1,   0, 218
   7374656,1,   0, 104
   7375472,1,   0, 218
   7377068,1,   0, 218
   7378578,1,   0, 103
   7380000,1,   0, 205
   7385001,1,   0, 218
   7387896,1,   0, 103
   7389228,1,   0, 203
   7392987,1,   0, 105
   7393032,1,   0, 103
   7393315,1,   0, 202
   7393997,1,   0, 212
   7394490,1,   0, 218
   7395431,1,   0, 104
   7396887,1,   0, 203
   7397443,1,   0, 202
   7398737,1,   0, 203
   7405635,1,   0, 202
   7405692,1,   0, 203
   7405837,1,   0, 103
   7408703,1,   0, 218
   7415586,1,   0, 103
   7416121,1,   0, 205
   7417198,1,   0, 103
   7418888,1,   0, 202
   7421029,1,   0, 218
   7421155,1,   0, 234
   7423663,1,   0, 202
   7425848,1,   0, 203
   7427780,1,   0, 104
   7429562,1,   0, 202
   7431872,1,   0, 212
   7432442,1,   0, 217
   7432937,1,   0, 234
   7433096,1,   0, 103
   7435299,1,   0, 105
   7437183,1,   0, 103
   7440282,1,   0, 104
   7441151,1,   0, 218
   7442058,1,   0, 205
   7444325,1,   0, 218
   7445517,1,   0, 101
   7450866,1,   0, 105
   7455278,1,   0, 202
   7456050,1,   0, 202
   7456862,1,   0, 105
   7463108,1,   0, 217
   7464282,1,   0, 205
   7465189,1,   0, 103
   7469705,1,   0, 104
   7470989,1,   0, 104
   7471809,1,   0, 218
   7475158,1,   0, 218
   7476594,1,   0, 234
   7477170,1,   0, 234
   7479404,1,   0, 202
   7479725,1,   0, 202
   7479994,1,   0, 103
   7480722,1,   0, 205
   7481153,1,   0, 212
   7481912,1,   0, 103
   7484051,1,   0, 105
   7484291,1,   0, 101
   7487230,1,   0, 203
   7487523,1,   0, 234
   7487526,1,   0, 105
   7488638,1,   0, 212
   7492843,1,   0, 104
   7495170,1,   0, 104
   7496103,1,   0, 101
   7497234,1,   0, 203
   7499580,1,   0, 203
   7502243,1,   0, 102
   7503958,1,   0, 101
   7505719,1,   0, 202
   7505951,1,   0, 218
   7507050,1,   0, 203
   7507171,1,   0, 205
   7508126,1,   0, 205
   7509989,1,   0, 218
   7510268,1,   0, 203
   7516186,1,   0, 212
   7517905,1,   0, 103
   7518135,1,   0, 105
   7519918,1,   0, 218
   7522259,1,   0, 202
   7524518,1,   0, 218
   7524858,1,   0, 218
   7525491,1,   0, 202
   7525617,1,   0, 203
   7526319,1,   0, 218
   7529932,1,   0, 203
   7532101,1,   0, 103
   7533223,1,   0, 203
   7533283,1,   0, 203
   7535199,1,   0, 103
   7535644,1,   0, 218
   7536500,1,   0, 205
   7538134,1,   0, 104
   7538145,1,   0, 218
   7541634,1,   0, 104
   7541686,1,   0, 105
   7544727,1,   0, 203
   7551874,1,   0, 104
   7553487,1,   0, 104
   7555069,1,   0, 202
   7557312,1,   0, 104
   7558098,1,   0, 234
   7560213,1,   0, 105
   7560265,1,   0, 103
   7563995,1,   0, 203
   7565022,1,   0, 234
   7565289,1,   0, 212
   7565748,1,   0, 212
   7566172,1,   0, 217
   7568799,1,   0, 104
   7569990,1,   0, 105
   7573342,1,   0, 205
   7573726,1,   0, 202
   7574073,1,   0, 203
   7575971,1,   0, 101
   7578437,1,   0, 203
   7578692,1,   0, 205
   7581356,1,   0, 234
   7583042,1,   0, 218
   7585419,1,   0, 218
   7589313,1,   0, 212
   7589390,1,   0, 104
   7590547,1,   0, 218
   7596511,1,   0, 104
   7597349,1,   0, 218
   7599233,1,   0, 205
   7601451,1,   0, 218
   7601500,1,   0, 203
   7602271,1,   0, 105
   7602647,1,   0, 205
   7602755,1,   0, 212
   7605749,1,   0, 203
   7606508,1,   0,  22
   7614129,1,   0, 218
   7615699,1,   0, 202
   7617467,1,   0, 203
   7619359,1,   0, 205
   7623723,1,   0, 104
   7627030,1,   0, 102
   7628944,1,   0, 203
   7631440,1,   0, 212
   7632208,1,   0, 218
   7633489,1,   0, 218
   7634273,1,   0, 202
   7634474,1,   0, 218
   7634848,1,   0, 203
   7638257,1,   0, 234
   7640115,1,   0, 105
   7640635,1,   0, 103
   7643213,1,   0, 104
   7644662,1,   0, 203
   7646409,1,   0, 101
   7651735,1,   0, 202
   7652311,1,   0, 218
   7661635,1,   0, 202
   7662117,1,   0, 218
   7663319,1,   0, 202
   7664787,1,   0, 212
   7667193,1,   0, 101
   7668948,1,   0, 104
   7670178,1,   0, 212
   7674455,1,   0, 218
   7675711,1,   0, 202
   7675835,1,   0, 212
   7675995,1,   0, 104
   7678433,1,   0, 202
   7680148,1,   0, 234
   7682236,1,   0, 103
   7684850,1,   0, 104
   7689770,1,   0, 202
   7692234,1,   0, 203
   7695561,1,   0, 105
   7698186,1,   0, 203
   7698216,1,   0, 218
   7702865,1,   0, 205
   7706100,1,   0, 205
   7707294,1,   0, 203
   7708884,1,   0, 203
   7709027,1,   0, 203
   7713313,1,   0, 103
   7714705,1,   0, 203
   7715535,1,   0, 103
   7716293,1,   0, 102
   7718738,1,   0, 234
   7720107,1,   0, 205
   7720941,1,   0, 217
   7721934,1,   0, 203
   7722264,1,   0, 103
   7722765,1,   0, 234
   7725091,1,   0, 205
   7728859,1,   0, 103
   7730393,1,   0, 105
   7733636,1,   0, 202
   7736106,1,   0, 104
   7736807,1,   0, 234
   7736933,1,   0, 212
   7743455,1,   0, 203
   7754643,1,   0, 218
   7755455,1,   0, 103
   7762491,1,   0, 218
   7766220,1,   0, 202
   7766608,1,   0, 218
   7766737,1,   0, 202
   7767059,1,   0, 234
   7769577,1,   0, 105
   7770169,1,   0, 203
   7771319,1,   0, 234
   7772357,1,   0, 203
   7773271,1,   0, 202
   7775223,1,   0, 234
   7776853,1,   0, 234
   7780849,1,   0, 105
   7782802,1,   0, 205
   7788418,1,   0, 218
   7788862,1,   0, 202
   7791238,1,   0, 104
   7791572,1,   0, 218
   7793042,1,   0, 212
   7796260,1,   0, 234
   7796419,1,   0, 234
   7801505,1,   0, 234
   7802412,1,   0, 202
   7803912,1,   0, 205
   7804006,1,   0, 203
   7806566,1,   0, 203
   7806606,1,   0, 234
   7809010,1,   0, 102
   7810448,1,   0, 218
   7816128,1,   0, 102
   7816399,1,   0, 202
   7817809,1,   0, 234
   7818529,1,   0, 234
   7820445,1,   0, 203
   7821653,1,   0, 105
   7824410,1,   0, 104
   7826112,1,   0, 103
   7826846,1,   0, 212
   7827799,1,   0, 104
   7827855,1,   0, 212
   7829870,1,   0, 103
   7830995,1,   0, 218
   7831454,1,   0, 234
   7831543,1,   0, 218
   7833329,1,   0, 101
   7838877,1,   0, 202
   7840117,1,   0, 105
   7843080,1,   0, 234
   7843179,1,   0, 212
   7843181,1,   0, 218
   7845696,1,   0, 202
   7847248,1,   0, 234
   7851725,1,   0, 103
   7854131,1,   0, 212
   7855067,1,   0, 212
   7858658,1,   0, 218
   7860520,1,   0, 212
   7862114,1,   0, 202
   7864670,1,   0, 105
   7865384,1,   0, 203
   7866372,1,   0, 203
   7866856,1,   0, 103
   7867014,1,   0, 103
   7869902,1,   0, 205
   7874204,1,   0, 217
   7876282,1,   0, 104
   7878430,1,   0, 101
   7879465,1,   0, 101
   7881953,1,   0,  22
   7883585,1,   0, 105
   7884648,1,   0, 203
   7885813,1,   0, 202
   7886576,1,   0, 234
   7889645,1,   0, 205
   7892872,1,   0, 205
   7893233,1,   0, 234
   7895837,1,   0, 203
   7897699,1,   0, 203
   7897777,1,   0, 218
   7904907,1,   0, 202
   7905257,1,   0, 234
   7905906,1,   0, 218
   7909849,1,   0, 101
   7915075,1,   0, 218
   7915079,1,   0, 203
   7915741,1,   0,  22
   7916176,1,   0, 103
   7916889,1,   0, 203
   7917934,1,   0,  22
   7920417,1,   0, 105
   7923974,1,   0, 205
   7924151,1,   0, 203
   7928994,1,   0, 205
   7930218,1,   0, 202
   7930280,1,   0, 105
   7930768,1,   0, 105
   7931970,1,   0, 202
   7933986,1,   0, 202
   7936541,1,   0, 203
   7943809,1,   0, 103
   7950619,1,   0, 205
   7951437,1,   0, 234
   7955745,1,   0, 105
   7959569,1,   0, 202
   7962263,1,   0, 202
   7966270,1,   0, 101
   7966878,1,   0, 103
   7969585,1,   0, 103
   7969820,1,   0, 217
   7970222,1,   0, 103
   7970235,1,   0, 205
   7970846,1,   0, 202
   7970920,1,   0, 203
   7974039,1,   0, 218
   7974801,1,   0, 218
   7976642,1,   0, 203
   7980546,1,   0, 217
   7984894,1,   0, 205
   7986288,1,   0, 212
   7987901,1,   0, 212
   7989323,1,   0, 104
   7991013,1,   0, 234
   7991611,1,   0, 202
   7995391,1,   0, 105
   7995979,1,   0, 202
   7995996,1,   0, 212
   7997342,1,   0, 202
   8000668,1,   0, 202
   8001479,1,   0, 218
   8001631,1,   0, 202
   8002256,1,   0, 218
   8002567,1,   0, 202
   8005861,1,   0, 205
   8014030,1,   0, 203
   8015606,1,   0, 102
   8017761,1,   0, 218
   8019819,1,   0, 105
   8020585,1,   0, 203
   8024728,1,   0, 234
   8026979,1,   0, 217
   8029865,1,   0, 205
   8031400,1,   0,  22
   8031845,1,   0, 202
   8033778,1,   0, 101
   8034164,1,   0, 218
   8036273,1,   0, 218
   8039082,1,   0, 218
   8039667,1,   0, 205
   8045538,1,   0, 218
   8045748,1,   0, 203
   8050488,1,   0, 103
   8051245,1,   0, 205
   8056767,1,   0, 205
   8057795,1,   0, 234
   8058517,1,   0, 234
   8059270,1,   0, 212
   8059988,1,   0, 212
   8063336,1,   0, 104
   8063849,1,   0, 105
   8069382,1,   0, 212
   8074535,1,   0, 103
   8076372,1,   0, 104
   8080853,1,   0, 203
   8083741,1,   0, 205
   8085474,1,   0, 104
   8085907,1,   0, 105
   8086472,1,   0, 218
   8088737,1,   0, 218
   8090632,1,   0,  22
   8092818,1,   0, 202
   8094043,1,   0, 218
   8094310,1,   0, 202
   8095683,1,   0, 103
   8099449,1,   0, 212
   8099723,1,   0, 234
   8101519,1,   0, 104
   8101538,1,   0, 218
   8101709,1,   0, 102
   8107740,1,   0, 234
   8108662,1,   0, 218
   8110993,1,   0, 218
   8112688,1,   0, 234
   8114126,1,   0, 203
   8116346,1,   0, 212
   8117220,1,   0, 105
   8121944,1,   0, 205
   8122418,1,   0, 205
   8126275,1,   0, 205
   8129199,1,   0, 104
   8131674,1,   0, 105
   8132511,1,   0, 205
   8135158,1,   0, 104
   8138635,1,   0, 234
   8140416,1,   0, 202
   8141343,1,   0, 234
   8142237,1,   0, 218
   8147973,1,   0, 203
   8149530,1,   0, 202
   8150026,1,   0, 202
   8150996,1,   0, 202
   8152357,1,   0, 202
   8153789,1,   0, 202
   8154099,1,   0, 104
   8155299,1,   0, 203
   8156724,1,   0, 101
   8159822,1,   0, 234
   8162901,1,   0, 203
   8163299,1,   0, 103
   8167912,1,   0, 203
   8170876,1,   0, 234
   8182146,1,   0,  22
   8182869,1,   0, 202
   8183678,1,   0, 103
   8185615,1,   0, 205
   8186829,1,   0, 103
   8186932,1,   0, 103
   8186983,1,   0, 218
   8187197,1,   0, 104
   8190956,1,   0, 101
   8196357,1,   0, 103
   8201935,1,   0, 218
   8202738,1,   0, 101
   8204375,1,   0, 202
   8205427,1,   0, 203
   8205650,1,   0, 217
   8208351,1,   0, 105
   8214955,1,   0, 212
   8216167,1,   0, 203
   8216665,1,   0, 234
   8216818,1,   0, 234
   8221701,1,   0, 218
   8222130,1,   0, 202
   8223435,1,   0, 205
   8223597,1,   0, 205
   8225700,1,   0, 234
   8228055,1,   0, 218
   8231070,1,   0, 101
   8233997,1,   0, 212
   8235933,1,   0, 212
   8236776,1,   0, 212
   8238387,1,   0, 105
   8238471,1,   0, 101
   8239668,1,   0, 218
   8239748,1,   0, 203
   8241137,1,   0, 101
   8244843,1,   0, 234
   8244922,1,   0, 205
   8246920,1,   0, 234
   8248159,1,   0, 103
   8250585,1,   0, 205
   8254707,1,   0, 104
   8257609,1,   0, 103
   8258471,1,   0, 217
   8258527,1,   0, 212
